rank,skill,skill_key,platform,vendor,source_skillssh,slug_clawhub,url,repo_url,install,match,description,description_zh,verified_by,installs_skillssh,downloads_clawhub,downloads_skillhub_cn,pop_score,category,flags
59,slack,ch:slack,clawhub,steipete,,slack,https://clawhub.ai/steipete/skills/slack,,openclaw skills install @steipete/slack,upstream,"Use when you need to control Slack from Clawdbot via the slack tool, including reacting to messages or pinning/unpinning items in Slack channels or DMs.",当需要通过 slack 工具从 Clawdbot 控制 Slack 时使用，包括在频道或私信中回复消息或置顶/取消置顶项目。,clawhub,,53880,59428,0.919,office-efficiency,
60,azure-hosted-copilot-sdk,ss:microsoft/azure-skills/azure-hosted-copilot-sdk,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-hosted-copilot-sdk,https://github.com/microsoft/azure-skills,npx skills add https://github.com/microsoft/azure-skills --skill azure-hosted-copilot-sdk,single,,,skills.sh,443013,,,0.914,dev-programming,
61,azure-enterprise-infra-planner,ss:microsoft/azure-skills/azure-enterprise-infra-planner,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-enterprise-infra-planner,https://github.com/microsoft/azure-skills,npx skills add https://github.com/microsoft/azure-skills --skill azure-enterprise-infra-planner,single,,,skills.sh,434797,,,0.912,it-ops-security,
62,hot-topic-content-maker,sh:hot-topic-content-maker,skillhub-cn,乐萱同行科技（深圳）有限公司,,,,,,single,把一个热点，变成今天就能发出去的内容。热点、事件、节日节点由你带来，也可以让它去读抖音热榜、TikTok 与 X 的热搜榜与趋势，或者你报一个话题，让它去搜小红书和抖音上正在发的相关内容，把值得接的话题拉出来做选题——这个热点内容工具会找出真正能跟你的品牌或账号接得上的热点选题与切入角度，把值得你署名的那一个挑出来，再把它制作成完整的一条：封面文案与渲染好的封面图、正文、话题标签、短视频的逐段分镜,把一个热点，变成今天就能发出去的内容。热点、事件、节日节点由你带来，也可以让它去读抖音热榜、TikTok 与 X 的热搜榜与趋势，或者你报一个话题，让它去搜小红书和抖音上正在发的相关内容，把值得接的话题拉出来做选题——这个热点内容工具会找出真正能跟你的品牌或账号接得上的热点选题与切入角度，把值得你署名的那一个挑出来，再把它制作成完整的一条：封面文案与渲染好的封面图、正文、话题标签、短视频的逐段分镜,skillhub,,,91522,0.912,content-creation,
63,azure-kubernetes,ss:microsoft/azure-skills/azure-kubernetes,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-kubernetes,https://github.com/microsoft/azure-skills,npx skills add https://github.com/microsoft/azure-skills --skill azure-kubernetes,single,,,skills.sh,427649,,,0.912,it-ops-security,
64,ecommerce-listing-image-set,sh:ecommerce-listing-image-set,skillhub-cn,乐萱同行科技（深圳）有限公司,,,,,,single,基于真实商品照片和 SKU 信息，制作一套统一的 AI 电商上架套图。为新品上架、商品详情页、店铺首页和跨境电商 Listing 准备商品主图、商品卖点图、商品详情图、商品场景图、商品尺寸图和展示包装清单的商品包装图；适合亚马逊Listing图片、淘宝商品图、Shopify产品图、Etsy商品图片和独立站商品展示。,基于真实商品照片和 SKU 信息，制作一套统一的 AI 电商上架套图。为新品上架、商品详情页、店铺首页和跨境电商 Listing 准备商品主图、商品卖点图、商品详情图、商品场景图、商品尺寸图和展示包装清单的商品包装图；适合亚马逊Listing图片、淘宝商品图、Shopify产品图、Etsy商品图片和独立站商品展示。,skillhub,,,91452,0.911,design-media,
65,live-commerce-script-studio,sh:live-commerce-script-studio,skillhub-cn,乐萱同行科技（深圳）有限公司,,,,,,single,把一份排品清单，变成主播真的能在镜头前照着念的一整场直播脚本。这个直播带货脚本工作流会排出整场分钟级流程表，为每个主推品写出七步讲解话术，配一套涵盖开场、留人、互动、逼单、催单、收尾的十二类照念话术库，并对所有措辞做一遍合规检查；然后把主播和场控真正拿在手上的话术卡、倒计时卡渲染出来，再把那些靠语气而不是靠文字取胜的句子做成示范音。适合抖音、视频号、淘宝、快手、小红书的直播带货，也可以当成直播脚本,把一份排品清单，变成主播真的能在镜头前照着念的一整场直播脚本。这个直播带货脚本工作流会排出整场分钟级流程表，为每个主推品写出七步讲解话术，配一套涵盖开场、留人、互动、逼单、催单、收尾的十二类照念话术库，并对所有措辞做一遍合规检查；然后把主播和场控真正拿在手上的话术卡、倒计时卡渲染出来，再把那些靠语气而不是靠文字取胜的句子做成示范音。适合抖音、视频号、淘宝、快手、小红书的直播带货，也可以当成直播脚本,skillhub,,,87859,0.909,content-creation,
66,obsidian,sh:obsidian,skillhub-cn,成都智创未来教育管理合伙企业（有限合伙）,,,,,,single,"Obsidian笔记库即磁盘文件夹,直接管理","Obsidian笔记库即磁盘文件夹,直接管理",skillhub,,,86705,0.907,knowledge-management,
67,beatra-ai-music-creator,sh:beatra-ai-music-creator,skillhub-cn,乐萱同行科技（深圳）有限公司,,,,,,single,从一个主题、一句歌词、一段画面或参考音频开始，用AI音乐生成和AI作曲制作原创歌曲、歌词成曲、纯音乐、BGM、视频配乐、品牌音乐、广告歌、播客片头、游戏音乐和多语言歌曲。这个AI写歌工作室会先确定曲风、情绪、结构、可唱歌词、人声和编曲方向，再使用 Suno 5.5 或你明确选择的其他模型生成可试听音频。适合AI写歌词、文字生成音乐、背景音乐生成、中文歌、双语歌曲、男女对唱和参考音频改编；生成后试听,从一个主题、一句歌词、一段画面或参考音频开始，用AI音乐生成和AI作曲制作原创歌曲、歌词成曲、纯音乐、BGM、视频配乐、品牌音乐、广告歌、播客片头、游戏音乐和多语言歌曲。这个AI写歌工作室会先确定曲风、情绪、结构、可唱歌词、人声和编曲方向，再使用 Suno 5.5 或你明确选择的其他模型生成可试听音频。适合AI写歌词、文字生成音乐、背景音乐生成、中文歌、双语歌曲、男女对唱和参考音频改编；生成后试听,skillhub,,,81246,0.904,design-media,
68,gemini,ch:gemini,clawhub,steipete,,gemini,https://clawhub.ai/steipete/skills/gemini,,openclaw skills install @steipete/gemini,upstream,"Gemini CLI for one-shot Q&A, summaries, and generation.",Gemini CLI：一键问答、摘要与生成,clawhub,,37870,63592,0.904,knowledge-management,
69,biaoshu-bailian,sh:biaoshu-bailian,skillhub-cn,北京百炼智能科技有限公司,,,,,,single,百炼®标书是一个面向投标场景标书写作的skill，可以帮用户完成四件事：解读招标文件、生成投标文件、审查投标文件合规风险以及标书查重。它适合用自然语言直接写作，用户只要提供文件和需求，就能拿到解读结果、成品标书、审查报告、查重报告。百炼®标书官网:https://biaoshu.zhiliaobiaoxun.com,百炼®标书是一个面向投标场景标书写作的skill，可以帮用户完成四件事：解读招标文件、生成投标文件、审查投标文件合规风险以及标书查重。它适合用自然语言直接写作，用户只要提供文件和需求，就能拿到解读结果、成品标书、审查报告、查重报告。百炼®标书官网:https://biaoshu.zhiliaobiaoxun.com,skillhub,,,80987,0.903,,
70,blogwatcher,ch:blogwatcher,clawhub,steipete,,blogwatcher,https://clawhub.ai/steipete/skills/blogwatcher,,openclaw skills install @steipete/blogwatcher,upstream,Monitor blogs and RSS/Atom feeds for updates using the blogwatcher CLI.,使用 blogwatcher CLI 监控博客和 RSS/Atom 订阅源的更新。,clawhub,,44602,53288,0.903,knowledge-management,
71,supabase-postgres-best-practices,ss:supabase/agent-skills/supabase-postgres-best-practices,skills.sh,supabase,supabase/agent-skills,,https://www.skills.sh/supabase/agent-skills/supabase-postgres-best-practices,https://github.com/supabase/agent-skills,npx skills add https://github.com/supabase/agent-skills --skill supabase-postgres-best-practices,single,,,skills.sh,415844,,,0.901,dev-programming,
72,azure-cost,ss:microsoft/azure-skills/azure-cost,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-cost,https://github.com/microsoft/azure-skills,npx skills add https://github.com/microsoft/azure-skills --skill azure-cost,single,,,skills.sh,401993,,,0.9,it-ops-security,
73,trello,ch:trello,clawhub,steipete,,trello,https://clawhub.ai/steipete/skills/trello,,openclaw skills install @steipete/trello,upstream,"Manage Trello boards, lists, and cards via the Trello REST API.",使用 Trello REST API 管理看板、列表和卡片,clawhub,,43665,51862,0.898,office-efficiency,
74,viral-video-teardown-remake,sh:viral-video-teardown-remake,skillhub-cn,乐萱同行科技（深圳）有限公司,,,,,,single,把一条已经跑出来的短视频，变成你自己的那一条。参考视频可以是文件、截图或你自己的描述，也可以直接粘一个视频链接——抖音、TikTok、小红书、Instagram、YouTube、X 都能读到标题文案、作者、公开数据和评论区留言；YouTube 还支持字幕提取，拿到整段逐字稿。爆款短视频拆解与复刻工作流：逐段拆出钩子、中段节奏和转化引导，判定它属于哪一类脚本结构，说清它到底靠什么跑起来，再把这套骨架,把一条已经跑出来的短视频，变成你自己的那一条。参考视频可以是文件、截图或你自己的描述，也可以直接粘一个视频链接——抖音、TikTok、小红书、Instagram、YouTube、X 都能读到标题文案、作者、公开数据和评论区留言；YouTube 还支持字幕提取，拿到整段逐字稿。爆款短视频拆解与复刻工作流：逐段拆出钩子、中段节奏和转化引导，判定它属于哪一类脚本结构，说清它到底靠什么跑起来，再把这套骨架,skillhub,,,76274,0.897,content-creation,
75,skill-creator,ss:anthropics/skills/skill-creator,skills.sh,anthropics,anthropics/skills,,https://www.skills.sh/anthropics/skills/skill-creator,https://github.com/anthropics/skills,npx skills add https://github.com/anthropics/skills --skill skill-creator,single,,,skills.sh,390250,,,0.895,ai-agent,
76,lingyi-copy-de-ai-human-eval,sh:lingyi-copy-de-ai-human-eval,skillhub-cn,零一裂变（深圳）科技有限公司,,,,,,single,【零一数科·出品】文案去AI味+真人点评（付费版）。把小红书/视频号/公众号/抖音文案改写得像真人写、消除 AI 痕迹降 AI 率，并模拟真实人群画像的读者逐段评估「哪里还像 AI、哪里不像人写」，给出人味打分与残留痕迹定位。别人只改不验，本品改完让真人评估把关。触发词：文案去AI味、社媒文案去AI、去AI味、降AI率、AI去痕、过AI检测、人味改写、真人评估、读者验收、真人试读。,【零一数科·出品】文案去AI味+真人点评（付费版）。把小红书/视频号/公众号/抖音文案改写得像真人写、消除 AI 痕迹降 AI 率，并模拟真实人群画像的读者逐段评估「哪里还像 AI、哪里不像人写」，给出人味打分与残留痕迹定位。别人只改不验，本品改完让真人评估把关。触发词：文案去AI味、社媒文案去AI、去AI味、降AI率、AI去痕、过AI检测、人味改写、真人评估、读者验收、真人试读。,skillhub,,,75011,0.894,content-creation,
77,lingyi-wx-account-diagnose,sh:lingyi-wx-account-diagnose,skillhub-cn,零一裂变（深圳）科技有限公司,,,,,,single,【零一数科·出品】公众号诊断（付费版）。给自己的号做一次内容体系体检。选题结构分布+更新频率与断更+定位一致性（自述定位 vs 实际写作方向）+内容矩阵健康度四项信号灯+内容支柱与内容缺口+账号普遍偏弱的评分维度+可执行策略建议；可选 HTML 报告。默认只需说出公众号名字，正文与互动指标由服务端自动获取；也可用本地历史文章文件夹，后台导出表格作为可选增强。约 20 点/篇 + 30 点洞察。触发,【零一数科·出品】公众号诊断（付费版）。给自己的号做一次内容体系体检。选题结构分布+更新频率与断更+定位一致性（自述定位 vs 实际写作方向）+内容矩阵健康度四项信号灯+内容支柱与内容缺口+账号普遍偏弱的评分维度+可执行策略建议；可选 HTML 报告。默认只需说出公众号名字，正文与互动指标由服务端自动获取；也可用本地历史文章文件夹，后台导出表格作为可选增强。约 20 点/篇 + 30 点洞察。触发,skillhub,,,71808,0.891,business-ops,
78,discord,ch:discord,clawhub,steipete,,discord,https://clawhub.ai/steipete/skills/discord,,openclaw skills install @steipete/discord,upstream,"Use when you need to control Discord from Clawdbot via the discord tool: send messages, react, post or upload stickers, upload emojis, run polls, manage threads/pins/search, fetch permissions or membe",用于通过 Clawdbot 的 discord 工具控制 Discord，包括发送消息、反应、发布或上传贴纸、上传表情符号、创建投票、管理话题/置顶/搜索、获取权限/成员/角色/频道信息，或在私聊/频道中执行管理操作。,clawhub,,39857,48598,0.888,other,
79,model-usage,ch:model-usage,clawhub,steipete,,model-usage,https://clawhub.ai/steipete/skills/model-usage,,openclaw skills install @steipete/model-usage,upstream,"Use CodexBar CLI local cost usage to summarize per-model usage for Codex or Claude, including the current (most recent) model or a full model breakdown. Trigger when asked for model-level usage/cost d",使用 CodexBar CLI 本地成本功能汇总 Codex 或 Claude 的各模型用量，支持当前模型或全模型明细。当查询 CodexBar 模型级用量/成本数据或需要脚本化汇总时触发。,clawhub,,39135,48533,0.886,data-analysis,
80,clawdhub,ch:clawdhub,clawhub,steipete,,clawdhub,https://clawhub.ai/steipete/skills/clawdhub,,openclaw skills install @steipete/clawdhub,upstream,"Use the ClawdHub CLI to search, install, update, and publish agent skills from clawdhub.com. Use when you need to fetch new skills on the fly, sync installed skills to latest or a specific version, or","{""answer"":""使用 ClawdHub CLI 从 clawdhub.com 搜索、安装、更新及发布智能体技能。适用于即时获取新技能、同步至最新或指定版本，或通过 npm 安装的 CLI 发布技能文件夹。""}",clawhub,,37892,47295,0.883,ai-agent,
81,lskj-recommend,sh:lskj-recommend,skillhub-cn,武汉览山科技有限公司,,,,,,single,查询并分析与企业产品或服务匹配的招投标潜在项目、采购意向、招标公告和拟在建项目，获取全量项目列表后按业务匹配度、项目阶段、时效、地区和金额评分，输出 A/B/C 推荐等级、等级汇总、项目详情、采集源网址和跟进建议。用于招投标项目推荐、投标商机筛选、销售线索挖掘、采购机会发现、拟在建项目跟踪和市场拓客；不用于单纯查询指定项目或生成企业研究报告。,查询并分析与企业产品或服务匹配的招投标潜在项目、采购意向、招标公告和拟在建项目，获取全量项目列表后按业务匹配度、项目阶段、时效、地区和金额评分，输出 A/B/C 推荐等级、等级汇总、项目详情、采集源网址和跟进建议。用于招投标项目推荐、投标商机筛选、销售线索挖掘、采购机会发现、拟在建项目跟踪和市场拓客；不用于单纯查询指定项目或生成企业研究报告。,skillhub,,,66460,0.88,business-ops,
82,telehot-bid-compliance-check,sh:telehot-bid-compliance-check,skillhub-cn,江苏天好富兴数据技术有限公司,,,,,,single,用于检验投标文件是否满足招标文件要求，排查废标风险并输出符合性检查报告。当用户要求检查、审查、核对、体检投标文件或标书，比对招标文件与投标文件，排查废标项、符合性问题、响应遗漏或评分点缺失，生成响应矩阵、问题清单或整改清单时使用。输入前提以用户上传的文件为准（上传后先按文件名判定哪些是招标文件、哪些是投标文件，判定不出再按正文骨架识别）：单次输入上限为 1 份招标文件、3 份投标文件，任一侧超出则,用于检验投标文件是否满足招标文件要求，排查废标风险并输出符合性检查报告。当用户要求检查、审查、核对、体检投标文件或标书，比对招标文件与投标文件，排查废标项、符合性问题、响应遗漏或评分点缺失，生成响应矩阵、问题清单或整改清单时使用。输入前提以用户上传的文件为准（上传后先按文件名判定哪些是招标文件、哪些是投标文件，判定不出再按正文骨架识别）：单次输入上限为 1 份招标文件、3 份投标文件，任一侧超出则,skillhub,,,66374,0.878,office-efficiency,
83,vercel-composition-patterns,ss:vercel-labs/agent-skills/vercel-composition-patterns,skills.sh,vercel-labs,vercel-labs/agent-skills,,https://www.skills.sh/vercel-labs/agent-skills/vercel-composition-patterns,https://github.com/vercel-labs/agent-skills,npx skills add https://github.com/vercel-labs/agent-skills --skill vercel-composition-patterns,single,,,skills.sh,354970,,,0.869,ai-agent,
84,apple-notes,ch:apple-notes,clawhub,steipete,,apple-notes,https://clawhub.ai/steipete/skills/apple-notes,,openclaw skills install @steipete/apple-notes,upstream,"Manage Apple Notes via the `memo` CLI on macOS (create, view, edit, delete, search, move, and export notes). Use when a user asks Clawdbot to add a note, list notes, search notes, or manage note folde",在 macOS 上通过 `memo` CLI 管理 Apple Notes（创建、查看、编辑、删除、搜索、移动和导出备忘录）。当用户请求添加、列出、搜索备忘录或管理文件夹时使用。,clawhub,,37803,38375,0.868,knowledge-management,
85,lskj-official-sales,sh:lskj-official-sales,skillhub-cn,武汉览山科技有限公司,,,,,,single,销售线索挖掘，该skill用于从招标、采购意向、中标和企业数据中发现潜在采购客户，补充项目主体、联系人和跟进理由，并形成销售线索清单。用于销售获客、采购线索挖掘、目标客户寻找、区域商机筛选、项目型销售拓客等需求。需配置世舶科技 API Key 使用，面向销售获客、CRM客户商机、采购线索挖掘、区域商机筛选和项目型销售拓展，从招标公告、采购意向、中标公告、候选人公示、合同公告、政府采购、工程建设、企,销售线索挖掘，该skill用于从招标、采购意向、中标和企业数据中发现潜在采购客户，补充项目主体、联系人和跟进理由，并形成销售线索清单。用于销售获客、采购线索挖掘、目标客户寻找、区域商机筛选、项目型销售拓客等需求。需配置世舶科技 API Key 使用，面向销售获客、CRM客户商机、采购线索挖掘、区域商机筛选和项目型销售拓展，从招标公告、采购意向、中标公告、候选人公示、合同公告、政府采购、工程建设、企,skillhub,,,59483,0.864,business-ops,
86,airunway-aks-setup,ss:microsoft/azure-skills/airunway-aks-setup,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/airunway-aks-setup,https://github.com/microsoft/azure-skills,npx skills add https://github.com/microsoft/azure-skills --skill airunway-aks-setup,single,,,skills.sh,346702,,,0.861,it-ops-security,
87,xique-ai,sh:xique-ai,skillhub-cn,北京喜鹊云智科技有限公司,,,,,,single,标书生成与投标文件编写专家，面向 WorkBuddy 用户。上传招标文件，按需配置篇幅、写作方式、图文与表格，完成技术标大纲规划、目录预览与修改、正文生成和 Word 导出。支持快速/规划两种模式、多标包与 EPC 场景、暗标设置和自定义排版。适用于标书制作、标书编写、技术方案生成及投标文件导出。请登录喜鹊AI标书官网获取Apikey：https://www.xiquebiaoshu.com/?s,标书生成与投标文件编写专家，面向 WorkBuddy 用户。上传招标文件，按需配置篇幅、写作方式、图文与表格，完成技术标大纲规划、目录预览与修改、正文生成和 Word 导出。支持快速/规划两种模式、多标包与 EPC 场景、暗标设置和自定义排版。适用于标书制作、标书编写、技术方案生成及投标文件导出。请登录喜鹊AI标书官网获取Apikey：https://www.xiquebiaoshu.com/?s,skillhub,,,58716,0.86,office-efficiency,
88,lskj-official-analyze,sh:lskj-official-analyze,skillhub-cn,武汉览山科技有限公司,,,,,,single,按行业、地区、时间、项目分类、采购分类和金额分析招投标及合同数据，输出统计口径、趋势和结构。用于行业研究、区域市场分析、招投标趋势、市场容量观察、客户结构分析和经营决策支持。需配置世舶科技 API Key 使用，面向招投标行业情报、区域市场、价格行情、客户结构和竞争格局分析，覆盖招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项,按行业、地区、时间、项目分类、采购分类和金额分析招投标及合同数据，输出统计口径、趋势和结构。用于行业研究、区域市场分析、招投标趋势、市场容量观察、客户结构分析和经营决策支持。需配置世舶科技 API Key 使用，面向招投标行业情报、区域市场、价格行情、客户结构和竞争格局分析，覆盖招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项,skillhub,,,58459,0.859,data-analysis,
89,handwritten-newspaper-template-generator-showapi,sh:handwritten-newspaper-template-generator-showapi,skillhub-cn,昆明秀派科技有限公司,,,,,,single,根据主题、年级和画面比例，自动生成符合A4打印标准的手抄报黑白线稿模板；适用于小学手抄报作业辅助、主题黑板报线稿设计、儿童涂色填字模板生成场景,根据主题、年级和画面比例，自动生成符合A4打印标准的手抄报黑白线稿模板；适用于小学手抄报作业辅助、主题黑板报线稿设计、儿童涂色填字模板生成场景,skillhub,,,57979,0.856,design-media,
90,qmd,ch:qmd,clawhub,steipete,,qmd,https://clawhub.ai/steipete/skills/qmd,,openclaw skills install @steipete/qmd,upstream,Local search/indexing CLI (BM25 + vectors + rerank) with MCP mode.,本地搜索/索引命令行工具（BM25 + 向量 + 重新排序），支持 MCP 模式,clawhub,,35780,35055,0.854,knowledge-management,
91,entra-agent-id,ss:microsoft/azure-skills/entra-agent-id,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/entra-agent-id,https://github.com/microsoft/azure-skills,npx skills add https://github.com/microsoft/azure-skills --skill entra-agent-id,single,,,skills.sh,320809,,,0.853,ai-agent,
92,lingyi-member-system-setup,sh:lingyi-member-system-setup,skillhub-cn,零一裂变（深圳）科技有限公司,,,,,,single,【零一数科·出品】会员体系搭建（免费版）。为私域用户设计会员体系搭建，产出会员等级成长表、积分获取消耗规则表、权益配置矩阵、积分财务测算表四件套。适用于会员积分体系设计、会员等级阶梯、成长值规则、权益配置、积分获取与消耗、积分财务测算、私域会员运营。,【零一数科·出品】会员体系搭建（免费版）。为私域用户设计会员体系搭建，产出会员等级成长表、积分获取消耗规则表、权益配置矩阵、积分财务测算表四件套。适用于会员积分体系设计、会员等级阶梯、成长值规则、权益配置、积分获取与消耗、积分财务测算、私域会员运营。,skillhub,,,56500,0.852,business-ops,
93,lingyi-yunying-diaoyan-baogao,sh:lingyi-yunying-diaoyan-baogao,skillhub-cn,零一裂变（深圳）科技有限公司,,,,,,single,【零一数科·出品】：社媒运营调研报告（付费版）。自动扒竞品社媒打法，一键出调研报告——你只给品牌和关键词，我就能去抖音/视频号采集真实视频素材，现造任务专属分析框架，生成含数据基础、打法拆解、合规话术、可执行建议的 Markdown 报告。适合做社媒运营调研、竞品对标、内容选题与爆款公式提炼。需要 python3 和技能目录 config.json 里的 LY_API_KEY。,【零一数科·出品】：社媒运营调研报告（付费版）。自动扒竞品社媒打法，一键出调研报告——你只给品牌和关键词，我就能去抖音/视频号采集真实视频素材，现造任务专属分析框架，生成含数据基础、打法拆解、合规话术、可执行建议的 Markdown 报告。适合做社媒运营调研、竞品对标、内容选题与爆款公式提炼。需要 python3 和技能目录 config.json 里的 LY_API_KEY。,skillhub,,,55997,0.85,business-ops,
94,zhiliao-official-tender-assistant,sh:zhiliao-official-tender-assistant,skillhub-cn,北京百炼智能科技有限公司,,,,,,single,知了标讯官方招投标数据助手，覆盖招标公告与中标结果查询、企业工商与招中标画像、竞争对手分析、市场趋势统计、Top采购/中标单位与品牌、历史中标价格、临期项目商机挖掘等。当用户涉及招投标、政府采购、中标查询、供应商/竞对分析、采购市场研究等任何场景时，必须使用此SKILL；即使未出现「招投标」字样，只要涉及中标、采购、供应商、竞对、市场份额等需求均应使用。,知了标讯官方招投标数据助手，覆盖招标公告与中标结果查询、企业工商与招中标画像、竞争对手分析、市场趋势统计、Top采购/中标单位与品牌、历史中标价格、临期项目商机挖掘等。当用户涉及招投标、政府采购、中标查询、供应商/竞对分析、采购市场研究等任何场景时，必须使用此SKILL；即使未出现「招投标」字样，只要涉及中标、采购、供应商、竞对、市场份额等需求均应使用。,skillhub,,,54254,0.848,business-ops,
95,lingyi-cross-domain-synergy-plan,sh:lingyi-cross-domain-synergy-plan,skillhub-cn,零一裂变（深圳）科技有限公司,,,,,,single,【零一数科·出品】公私域联动方案生成（免费版）。梳理公众号、视频号、企微、社群、小程序、商城、线下活动等触点，设计公域种草→私域沉淀→小程序承接→会员成长链路，产出触点地图、承接链路图、渠道优先级、承接期触达 SOP 四件套。适用于公私域触点盘点、私域承接链路设计、渠道优先级评估、新客承接 SOP、公转私沉淀、触点割裂诊断。,【零一数科·出品】公私域联动方案生成（免费版）。梳理公众号、视频号、企微、社群、小程序、商城、线下活动等触点，设计公域种草→私域沉淀→小程序承接→会员成长链路，产出触点地图、承接链路图、渠道优先级、承接期触达 SOP 四件套。适用于公私域触点盘点、私域承接链路设计、渠道优先级评估、新客承接 SOP、公转私沉淀、触点割裂诊断。,skillhub,,,54161,0.847,business-ops,
96,1password,ch:1password,clawhub,steipete,,1password,https://clawhub.ai/steipete/skills/1password,,openclaw skills install @steipete/1password,upstream,"Set up and use 1Password CLI (op). Use when installing the CLI, enabling desktop app integration, signing in (single or multi-account), or reading/injecting/running secrets via op.",设置和使用 1Password CLI (op)。适用于：安装 CLI、启用桌面应用集成、登录（单/多账户）、通过 op 读取/注入/运行密钥。,clawhub,,34386,33709,0.847,it-ops-security,
97,prisma-database-setup,ss:prisma/skills/prisma-database-setup,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-database-setup,https://github.com/prisma/skills,npx skills add https://github.com/prisma/skills --skill prisma-database-setup,single,,,skills.sh,311955,,,0.847,dev-programming,
98,prisma-client-api,ss:prisma/skills/prisma-client-api,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-client-api,https://github.com/prisma/skills,npx skills add https://github.com/prisma/skills --skill prisma-client-api,single,,,skills.sh,311587,,,0.846,dev-programming,
99,prisma-cli,ss:prisma/skills/prisma-cli,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-cli,https://github.com/prisma/skills,npx skills add https://github.com/prisma/skills --skill prisma-cli,single,,,skills.sh,309180,,,0.839,dev-programming,
100,prisma-postgres,ss:prisma/skills/prisma-postgres,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-postgres,https://github.com/prisma/skills,npx skills add https://github.com/prisma/skills --skill prisma-postgres,single,,,skills.sh,304712,,,0.838,dev-programming,
