rank,slug,canonical_name,downloads,installs,stars,source,category,publisher,publisher_verified,certified_name,upstream_url,created_at,updated_at,version,description,description_zh
89,lanshan-bid-rag-knowledge-search,@org-whlskj/lanshan-bid-rag-knowledge-search,28501,0,1,enterprise,knowledge-management,览山科技,true,武汉览山科技有限公司,,2026-08-27,2026-09-15,1.0.1,招投标 RAG 知识检索助手。需配置世舶科技 API Key 使用，面向招投标文本结构化、公告分类、项目甄别、字段抽取、附件解析、知识库构建和RAG检索，把招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目和即将到期项目整理为可检索、可追溯、可分析的数据。支持抽取项目名称、采购单位、招标单位、中标单位、供应商、候选人、地区、行,招投标 RAG 知识检索助手。需配置世舶科技 API Key 使用，面向招投标文本结构化、公告分类、项目甄别、字段抽取、附件解析、知识库构建和RAG检索，把招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目和即将到期项目整理为可检索、可追溯、可分析的数据。支持抽取项目名称、采购单位、招标单位、中标单位、供应商、候选人、地区、行
90,lanshan-enterprise-bid-intelligence,@org-whlskj/lanshan-enterprise-bid-intelligence,28404,0,1,enterprise,business-ops,览山科技,true,武汉览山科技有限公司,,2026-08-27,2026-09-15,1.0.3,企业投标竞争情报助手。需配置世舶科技 API Key 使用，面向招投标行业情报、区域市场、价格行情、客户结构和竞争格局分析，覆盖招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目和即将到期项目。支持按地区、行业、时间、项目分类、采购分类、采购单位、中标单位、供应商、标的物、项目金额、发布时间、开标时间统计市场规模、金额区间、T,企业投标竞争情报助手。需配置世舶科技 API Key 使用，面向招投标行业情报、区域市场、价格行情、客户结构和竞争格局分析，覆盖招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目和即将到期项目。支持按地区、行业、时间、项目分类、采购分类、采购单位、中标单位、供应商、标的物、项目金额、发布时间、开标时间统计市场规模、金额区间、T
91,lanshan-national-purchaser-insight,@org-whlskj/lanshan-national-purchaser-insight,28142,0,2,enterprise,business-ops,览山科技,true,武汉览山科技有限公司,,2026-08-27,2026-09-15,1.0.0,全国全行业采购商机洞察助手。需配置世舶科技 API Key 使用，用于全国全行业采购需求、采购单位画像、客户线索、Top供应商、合同履约和商机洞察。当用户搜索 全国采购商机、全行业采购需求、采购单位画像、客户线索挖掘、Top供应商、年度采购计划、预算偏好分析、采购频次监控，或需要全国招投标、全行业招标采购、政府采购、招标公告、中标结果、合同公告、拟在建项目、企业画像、采购单位画像、供应商画像、市场,全国全行业采购商机洞察助手。需配置世舶科技 API Key 使用，用于全国全行业采购需求、采购单位画像、客户线索、Top供应商、合同履约和商机洞察。当用户搜索 全国采购商机、全行业采购需求、采购单位画像、客户线索挖掘、Top供应商、年度采购计划、预算偏好分析、采购频次监控，或需要全国招投标、全行业招标采购、政府采购、招标公告、中标结果、合同公告、拟在建项目、企业画像、采购单位画像、供应商画像、市场
92,lingyi-wx-account-quick-analysis,@org-28ib33ph/lingyi-wx-account-quick-analysis,28077,0,6,enterprise,business-ops,零一数科,true,零一裂变（深圳）科技有限公司,,2026-08-02,2026-09-15,0.1.0,【零一数科·出品】：微信视频号账号拆解（轻量版）。发一个视频号账号名，几分钟拿到一份账号快拆报告——账号总览/受众画像/内容矩阵/爆款公式/对标竞品/运营建议，照着爆款路径抄起号模板。触发词：视频号账号快拆、账号快拆、快速拆解视频号账号、快拆账号。,【零一数科·出品】：微信视频号账号拆解（轻量版）。发一个视频号账号名，几分钟拿到一份账号快拆报告——账号总览/受众画像/内容矩阵/爆款公式/对标竞品/运营建议，照着爆款路径抄起号模板。触发词：视频号账号快拆、账号快拆、快速拆解视频号账号、快拆账号。
93,smart-agriculture-opportunity-tracker,@org-whlskj/smart-agriculture-opportunity-tracker,28033,0,2,enterprise,business-ops,览山科技,true,武汉览山科技有限公司,,2026-09-01,2026-09-15,1.0.1,面向智慧农业、数字农业和乡村振兴项目，追踪农业物联网、现代农业园区、高标准农田、农田水利、灌溉系统、水肥一体化、农业大数据、农产品溯源、智慧温室、设施农业、种业基地、无人农机、农业遥感、病虫害监测、冷链仓储和农机设备采购机会。适合农业科技公司、设备厂商、集成商、农服机构和渠道团队识别地方农业农村局、园区平台、合作社和国企项目，分析采购单位、中标单位、项目金额、发布时间、开标时间、建设阶段和区域热度,面向智慧农业、数字农业和乡村振兴项目，追踪农业物联网、现代农业园区、高标准农田、农田水利、灌溉系统、水肥一体化、农业大数据、农产品溯源、智慧温室、设施农业、种业基地、无人农机、农业遥感、病虫害监测、冷链仓储和农机设备采购机会。适合农业科技公司、设备厂商、集成商、农服机构和渠道团队识别地方农业农村局、园区平台、合作社和国企项目，分析采购单位、中标单位、项目金额、发布时间、开标时间、建设阶段和区域热度
94,lskj-official-monitor,@org-whlskj/lskj-official-monitor,27736,0,1,enterprise,data-analysis,览山科技,true,武汉览山科技有限公司,,2026-07-31,2026-09-15,1.0.3,按企业名称持续跟踪招标、中标、候选人、合同和合作关系变化，形成竞品动态与项目时间线。用于竞争对手监测、客户采购动态、投标结果跟踪、中标企业分析、合同续期观察和重点企业预警。需配置世舶科技 API Key 使用，面向竞争对手监测、重点企业预警、客户采购动态跟踪、中标结果跟进和市场竞争分析，按企业名称、采购单位、供应商、地区、行业、标的物、项目金额、发布时间、开标时间持续观察招标公告、中标公告、中标候,按企业名称持续跟踪招标、中标、候选人、合同和合作关系变化，形成竞品动态与项目时间线。用于竞争对手监测、客户采购动态、投标结果跟踪、中标企业分析、合同续期观察和重点企业预警。需配置世舶科技 API Key 使用，面向竞争对手监测、重点企业预警、客户采购动态跟踪、中标结果跟进和市场竞争分析，按企业名称、采购单位、供应商、地区、行业、标的物、项目金额、发布时间、开标时间持续观察招标公告、中标公告、中标候
95,lskj-official-planned,@org-whlskj/lskj-official-planned,27730,0,0,enterprise,business-ops,览山科技,true,武汉览山科技有限公司,,2026-07-31,2026-09-15,1.0.2,搜索拟在建项目，获取建设单位、项目地区、正文和附件，并按业务匹配度形成提前介入清单。用于拟在建项目发现、工程前期线索、项目立项跟踪、建设单位获客、设备材料前置销售等需求。需配置世舶科技 API Key 使用，聚焦拟在建项目、工程前期线索、潜在采购计划、临期项目和即将到期项目，帮助提前发现建设单位、采购单位、项目地区、预算金额、采购内容、附件线索和跟进窗口。覆盖招标公告、中标公告、中标候选人、政府采,搜索拟在建项目，获取建设单位、项目地区、正文和附件，并按业务匹配度形成提前介入清单。用于拟在建项目发现、工程前期线索、项目立项跟踪、建设单位获客、设备材料前置销售等需求。需配置世舶科技 API Key 使用，聚焦拟在建项目、工程前期线索、潜在采购计划、临期项目和即将到期项目，帮助提前发现建设单位、采购单位、项目地区、预算金额、采购内容、附件线索和跟进窗口。覆盖招标公告、中标公告、中标候选人、政府采
96,construction-project-early-entry-assistant,@org-whlskj/construction-project-early-entry-assistant,27555,0,0,enterprise,business-ops,览山科技,true,武汉览山科技有限公司,,2026-09-01,2026-09-15,1.0.1,工程建设项目提前介入助手，面向建筑工程和工程建设前期商机，跟踪市政工程、房建、基础设施、EPC、施工总承包、监理、设计、造价、项目管理、园区建设、道路水利和装修改造项目。适合施工单位、设计院、监理造价、建材设备和工程服务团队提前识别拟在建、采购意向、招标计划、临期项目和即将到期项目，判断建设单位、项目阶段、预算规模、竞对关系和介入路径。 覆盖招标公告、中标公告、政府采购、工程建设、企业采购、采购意,工程建设项目提前介入助手，面向建筑工程和工程建设前期商机，跟踪市政工程、房建、基础设施、EPC、施工总承包、监理、设计、造价、项目管理、园区建设、道路水利和装修改造项目。适合施工单位、设计院、监理造价、建材设备和工程服务团队提前识别拟在建、采购意向、招标计划、临期项目和即将到期项目，判断建设单位、项目阶段、预算规模、竞对关系和介入路径。 覆盖招标公告、中标公告、政府采购、工程建设、企业采购、采购意
97,zhiliao-official-tender-assistant,@org-32m5yxyy/zhiliao-official-tender-assistant,27550,0,9,enterprise,business-ops,知了标讯,true,北京百炼智能科技有限公司,,2026-06-24,2026-09-15,1.0.9,知了标讯官方招投标数据助手，覆盖招标公告与中标结果查询、企业工商与招中标画像、竞争对手分析、市场趋势统计、Top采购/中标单位与品牌、历史中标价格、临期项目商机挖掘等。当用户涉及招投标、政府采购、中标查询、供应商/竞对分析、采购市场研究等任何场景时，必须使用此SKILL；即使未出现「招投标」字样，只要涉及中标、采购、供应商、竞对、市场份额等需求均应使用。,知了标讯官方招投标数据助手，覆盖招标公告与中标结果查询、企业工商与招中标画像、竞争对手分析、市场趋势统计、Top采购/中标单位与品牌、历史中标价格、临期项目商机挖掘等。当用户涉及招投标、政府采购、中标查询、供应商/竞对分析、采购市场研究等任何场景时，必须使用此SKILL；即使未出现「招投标」字样，只要涉及中标、采购、供应商、竞对、市场份额等需求均应使用。
98,biomed-rd-procurement-intelligence-assistant,@org-whlskj/biomed-rd-procurement-intelligence-assistant,27341,0,0,enterprise,professional,览山科技,true,武汉览山科技有限公司,,2026-09-01,2026-09-15,1.0.1,面向生物医药研发、创新药和实验室建设采购场景，跟踪药物研发、临床试验、CRO、CDMO、GLP实验室、GMP车间、细胞治疗、基因检测、生物样本库、实验动物、药检设备、质谱色谱、高通量筛选、科研仪器和洁净工程项目。适合药企、科研院所、实验室服务商、仪器耗材商和医药园区团队发现研发采购、平台建设、检测服务和产业化配套机会，分析采购单位、中标单位、项目金额、预算强度、发布时间、开标时间、合作客户和供应商,面向生物医药研发、创新药和实验室建设采购场景，跟踪药物研发、临床试验、CRO、CDMO、GLP实验室、GMP车间、细胞治疗、基因检测、生物样本库、实验动物、药检设备、质谱色谱、高通量筛选、科研仪器和洁净工程项目。适合药企、科研院所、实验室服务商、仪器耗材商和医药园区团队发现研发采购、平台建设、检测服务和产业化配套机会，分析采购单位、中标单位、项目金额、预算强度、发布时间、开标时间、合作客户和供应商
99,lskj-official-crm,@org-whlskj/lskj-official-crm,27288,0,1,enterprise,business-ops,览山科技,true,武汉览山科技有限公司,,2026-07-31,2026-09-15,1.0.2,CRM客户档案补全与商机洞察，使用企业画像、联系人、客户供应商关系、招中标项目和合同数据补全 CRM 客户与商机信息，输出字段来源和更新建议。用于 CRM 数据增强、客户档案补全、商机背景调查、客户最近采购动态和合作关系核验。需配置世舶科技 API Key 使用，面向销售获客、CRM客户商机、采购线索挖掘、区域商机筛选和项目型销售拓展，从招标公告、采购意向、中标公告、候选人公示、合同公告、政府采购,CRM客户档案补全与商机洞察，使用企业画像、联系人、客户供应商关系、招中标项目和合同数据补全 CRM 客户与商机信息，输出字段来源和更新建议。用于 CRM 数据增强、客户档案补全、商机背景调查、客户最近采购动态和合作关系核验。需配置世舶科技 API Key 使用，面向销售获客、CRM客户商机、采购线索挖掘、区域商机筛选和项目型销售拓展，从招标公告、采购意向、中标公告、候选人公示、合同公告、政府采购
100,lanshan-bid-attachment-analysis,@org-whlskj/lanshan-bid-attachment-analysis,27263,0,0,enterprise,data-analysis,览山科技,true,武汉览山科技有限公司,,2026-08-27,2026-09-15,1.0.0,招标公告附件解析助手。需配置世舶科技 API Key 使用，用于招标文件、采购需求附件、合同附件、公告正文和来源追溯。当用户搜索 招标文件、采购需求、附件解析、项目编号、原始公告、资格条件、评分标准、合同附件，或需要招标公告、中标结果、政府采购、合同公告、拟在建项目、企业画像、采购单位画像、供应商画像、市场趋势、AI语义检索、RAG知识库和招投标数据 API 接入时触发。基于世舶科技全国全行业招投,招标公告附件解析助手。需配置世舶科技 API Key 使用，用于招标文件、采购需求附件、合同附件、公告正文和来源追溯。当用户搜索 招标文件、采购需求、附件解析、项目编号、原始公告、资格条件、评分标准、合同附件，或需要招标公告、中标结果、政府采购、合同公告、拟在建项目、企业画像、采购单位画像、供应商画像、市场趋势、AI语义检索、RAG知识库和招投标数据 API 接入时触发。基于世舶科技全国全行业招投
101,lanshan-national-award-price-trend,@org-whlskj/lanshan-national-award-price-trend,27230,0,0,enterprise,data-analysis,览山科技,true,武汉览山科技有限公司,,2026-08-27,2026-09-15,1.0.1,全国全行业中标价格趋势分析助手。需配置世舶科技 API Key 使用，面向招投标行业情报、区域市场、价格行情、客户结构和竞争格局分析，覆盖招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目和即将到期项目。支持按地区、行业、时间、项目分类、采购分类、采购单位、中标单位、供应商、标的物、项目金额、发布时间、开标时间统计市场规模、金,全国全行业中标价格趋势分析助手。需配置世舶科技 API Key 使用，面向招投标行业情报、区域市场、价格行情、客户结构和竞争格局分析，覆盖招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目和即将到期项目。支持按地区、行业、时间、项目分类、采购分类、采购单位、中标单位、供应商、标的物、项目金额、发布时间、开标时间统计市场规模、金
102,lanshan-tender-doc-bid-writing,@org-whlskj/lanshan-tender-doc-bid-writing,27213,0,0,enterprise,business-ops,览山科技,true,武汉览山科技有限公司,,2026-08-26,2026-09-15,1.0.1,招标文件分析及投标文件编制助手。需配置世舶科技 API Key 使用，面向招投标行业情报、区域市场、价格行情、客户结构和竞争格局分析，覆盖招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目和即将到期项目。支持按地区、行业、时间、项目分类、采购分类、采购单位、中标单位、供应商、标的物、项目金额、发布时间、开标时间统计市场规模、金,招标文件分析及投标文件编制助手。需配置世舶科技 API Key 使用，面向招投标行业情报、区域市场、价格行情、客户结构和竞争格局分析，覆盖招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目和即将到期项目。支持按地区、行业、时间、项目分类、采购分类、采购单位、中标单位、供应商、标的物、项目金额、发布时间、开标时间统计市场规模、金
103,smart-city-landing-radar,@org-whlskj/smart-city-landing-radar,27208,0,1,enterprise,business-ops,览山科技,true,武汉览山科技有限公司,,2026-09-01,2026-09-15,1.0.1,面向智慧城市和数字政府建设，追踪城市治理、智慧交通、应急管理、城市运行管理、视频监控、数字孪生、基层治理、政务平台、城市大脑和一网统管项目。用于识别政府和国资平台采购机会，分析区域建设节奏、项目金额、集成商格局、采购单位画像、供应商画像和可落地商机。 覆盖招标公告、中标公告、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目和即将到期项目；支持按地区、行业、,面向智慧城市和数字政府建设，追踪城市治理、智慧交通、应急管理、城市运行管理、视频监控、数字孪生、基层治理、政务平台、城市大脑和一网统管项目。用于识别政府和国资平台采购机会，分析区域建设节奏、项目金额、集成商格局、采购单位画像、供应商画像和可落地商机。 覆盖招标公告、中标公告、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目和即将到期项目；支持按地区、行业、
104,new-materials-project-intelligence-assistant,@org-whlskj/new-materials-project-intelligence-assistant,27141,0,0,enterprise,data-analysis,览山科技,true,武汉览山科技有限公司,,2026-09-01,2026-09-15,1.0.1,新材料产业项目情报助手，面向新材料产业链和制造升级项目，追踪复合材料、碳纤维、石墨烯、膜材料、电子材料、半导体材料、新能源材料、电池材料、稀土材料、功能材料、材料检测和中试平台相关招采动态。适合材料企业、设备厂商、园区平台招商和产业服务团队发现研发平台、生产线、检测实验室、产业化基地和政府专项采购机会，分析建设阶段、采购单位、中标单位、项目金额、发布时间、开标时间、供应商格局、价格趋势和市场份额。,新材料产业项目情报助手，面向新材料产业链和制造升级项目，追踪复合材料、碳纤维、石墨烯、膜材料、电子材料、半导体材料、新能源材料、电池材料、稀土材料、功能材料、材料检测和中试平台相关招采动态。适合材料企业、设备厂商、园区平台招商和产业服务团队发现研发平台、生产线、检测实验室、产业化基地和政府专项采购机会，分析建设阶段、采购单位、中标单位、项目金额、发布时间、开标时间、供应商格局、价格趋势和市场份额。
105,lskj-official-company,@org-whlskj/lskj-official-company,27131,0,1,enterprise,business-ops,览山科技,true,武汉览山科技有限公司,,2026-07-31,2026-09-15,1.0.3,查询企业基本信息、联系方式、招投标统计、合作客户、供应商和关联项目，形成企业画像与上下游关系分析。用于客户尽调、供应商分析、渠道伙伴识别、企业关系网络、重点账户研究和合作机会判断。需配置世舶科技 API Key 使用，面向企业画像、采购单位画像、供应商画像、客户尽调和上下游关系分析，查询企业主营业务、联系方式线索、招投标记录、中标统计、采购记录、合作客户、供应商关系、关联项目和历史交易。数据覆盖招,查询企业基本信息、联系方式、招投标统计、合作客户、供应商和关联项目，形成企业画像与上下游关系分析。用于客户尽调、供应商分析、渠道伙伴识别、企业关系网络、重点账户研究和合作机会判断。需配置世舶科技 API Key 使用，面向企业画像、采购单位画像、供应商画像、客户尽调和上下游关系分析，查询企业主营业务、联系方式线索、招投标记录、中标统计、采购记录、合作客户、供应商关系、关联项目和历史交易。数据覆盖招
106,lanshan-construction-procurement-radar,@org-whlskj/lanshan-construction-procurement-radar,27066,0,1,enterprise,business-ops,览山科技,true,武汉览山科技有限公司,,2026-08-27,2026-09-15,1.0.1,工程建设招采项目雷达。需配置世舶科技 API Key 使用，聚焦拟在建项目、工程前期线索、潜在采购计划、临期项目和即将到期项目，帮助提前发现建设单位、采购单位、项目地区、预算金额、采购内容、附件线索和跟进窗口。覆盖招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标等全网招投标信息，支持按地区、行业、项目分类、采购分类、采购单位、中标单位、供应商、标,工程建设招采项目雷达。需配置世舶科技 API Key 使用，聚焦拟在建项目、工程前期线索、潜在采购计划、临期项目和即将到期项目，帮助提前发现建设单位、采购单位、项目地区、预算金额、采购内容、附件线索和跟进窗口。覆盖招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标等全网招投标信息，支持按地区、行业、项目分类、采购分类、采购单位、中标单位、供应商、标
107,lanshan-gov-procurement-ai-search,@org-whlskj/lanshan-gov-procurement-ai-search,27018,0,1,enterprise,business-ops,览山科技,true,武汉览山科技有限公司,,2026-08-27,2026-09-15,1.0.1,政府采购AI检索分析助手。需配置世舶科技 API Key 使用，面向AI招投标智能搜索、自然语言找标、语义检索、复杂业务描述查标和搜索条件解释，把用户需求改写为时间、关键词、企业、地区、行业、采购单位、中标单位、供应商、标的物、项目金额、发布时间、开标时间等可执行条件。覆盖招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目和即,政府采购AI检索分析助手。需配置世舶科技 API Key 使用，面向AI招投标智能搜索、自然语言找标、语义检索、复杂业务描述查标和搜索条件解释，把用户需求改写为时间、关键词、企业、地区、行业、采购单位、中标单位、供应商、标的物、项目金额、发布时间、开标时间等可执行条件。覆盖招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目和即
108,smart-campus-bid-query-assistant,@org-whlskj/smart-campus-bid-query-assistant,26920,0,1,enterprise,business-ops,览山科技,true,武汉览山科技有限公司,,2026-09-01,2026-09-15,1.0.1,智慧校园招标查询与销售线索助手。需配置世舶科技 API Key 使用，面向智慧校园、校园信息化、校园安防、一卡通、教务系统、校园网络、智慧教室、校园大数据、数字校园、平安校园、宿舍管理、门禁考勤、教学平台和教育数字化项目，覆盖招标公告、中标公告、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目和即将到期项目。支持AI招投标智能搜索、项目订阅、客户画像、供应,智慧校园招标查询与销售线索助手。需配置世舶科技 API Key 使用，面向智慧校园、校园信息化、校园安防、一卡通、教务系统、校园网络、智慧教室、校园大数据、数字校园、平安校园、宿舍管理、门禁考勤、教学平台和教育数字化项目，覆盖招标公告、中标公告、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目和即将到期项目。支持AI招投标智能搜索、项目订阅、客户画像、供应
109,lanshan-planned-project-opportunity,@org-whlskj/lanshan-planned-project-opportunity,26916,0,1,enterprise,business-ops,览山科技,true,武汉览山科技有限公司,,2026-08-27,2026-09-15,1.0.1,拟在建项目商机预判助手。需配置世舶科技 API Key 使用，面向销售获客、CRM客户商机、采购线索挖掘、区域商机筛选和项目型销售拓展，从招标公告、采购意向、中标公告、候选人公示、合同公告、政府采购、工程建设、企业采购、变更公告、废标流标、拟在建项目、临期项目和即将到期项目中识别近期有采购需求的单位。支持按地区、行业、项目分类、采购分类、采购单位、中标单位、供应商、企业名称、标的物、项目金额、发布,拟在建项目商机预判助手。需配置世舶科技 API Key 使用，面向销售获客、CRM客户商机、采购线索挖掘、区域商机筛选和项目型销售拓展，从招标公告、采购意向、中标公告、候选人公示、合同公告、政府采购、工程建设、企业采购、变更公告、废标流标、拟在建项目、临期项目和即将到期项目中识别近期有采购需求的单位。支持按地区、行业、项目分类、采购分类、采购单位、中标单位、供应商、企业名称、标的物、项目金额、发布
110,lingyi-wx-video-oral-seeding-script-plus,@org-28ib33ph/lingyi-wx-video-oral-seeding-script-plus,26546,0,5,enterprise,content-creation,零一数科,true,零一裂变（深圳）科技有限公司,,2026-07-24,2026-09-15,0.1.0,【零一数科·出品】视频号口播种草脚本生成。一条链接二创脚本，丢进爆款视频号链接即以此骨架改写成你的口播种草脚本，或按方向/目的/商品原创多条口播种草脚本（含分段表、口播全文、六维质检评分）。,【零一数科·出品】视频号口播种草脚本生成。一条链接二创脚本，丢进爆款视频号链接即以此骨架改写成你的口播种草脚本，或按方向/目的/商品原创多条口播种草脚本（含分段表、口播全文、六维质检评分）。
111,zlbx-bidding-payskill,@org-32m5yxyy/zlbx-bidding-payskill,26332,0,11,enterprise,data-analysis,知了标讯,true,北京百炼智能科技有限公司,,2026-07-04,2026-09-15,1.0.5,全网招中标数据查询与分析助手。当用户涉及以下任何场景时，必须使用此SKILL：查询招标/中标公告、搜索标讯、查找临期/即将到期项目、商机预测、推荐潜在投标供应商、分析公司主营业务/历史中标、查询公司上下游合作客户与供应商、分析竞争对手/竞对企业、查询Top采购单位/Top中标单位/Top中标品牌、招中标数据统计分析、查询品牌型号历史中标单价/价格趋势、市场分析/行业分析/采购寻源/渠道拓展等采购与,全网招中标数据查询与分析助手。当用户涉及以下任何场景时，必须使用此SKILL：查询招标/中标公告、搜索标讯、查找临期/即将到期项目、商机预测、推荐潜在投标供应商、分析公司主营业务/历史中标、查询公司上下游合作客户与供应商、分析竞争对手/竞对企业、查询Top采购单位/Top中标单位/Top中标品牌、招中标数据统计分析、查询品牌型号历史中标单价/价格趋势、市场分析/行业分析/采购寻源/渠道拓展等采购与
112,tencent-mps,@tencent-adm/tencent-mps,26196,777,10,enterprise,design-media,腾讯视频云MPaaS团队,true,腾讯科技（深圳）有限公司,https://clawhub.ai/ollielin/tencent-mps,2026-03-12,2026-09-15,1.3.2,腾讯云 MPS 音视频与图片处理、AI 生成、内容理解。触发场景：【转码】转码/压缩/格式转换/转封装/H.264/H.265/AV1/码率/分辨率。【画质增强】画质修复/老片修复/超分/真人增强/漫剧增强/防抖/人脸保真/1080P/2K/4K。【音频】音频分离/人声提取/伴奏提取/去人声/降噪/音量均衡。【字幕】字幕提取/字幕翻译/语音识别/语音转文字/ASR/OCR字幕/SRT/视频翻译。【,腾讯云 MPS 音视频与图片处理、AI 生成、内容理解。触发场景：【转码】转码/压缩/格式转换/转封装/H.264/H.265/AV1/码率/分辨率。【画质增强】画质修复/老片修复/超分/真人增强/漫剧增强/防抖/人脸保真/1080P/2K/4K。【音频】音频分离/人声提取/伴奏提取/去人声/降噪/音量均衡。【字幕】字幕提取/字幕翻译/语音识别/语音转文字/ASR/OCR字幕/SRT/视频翻译。【
113,lingyi-forbidden-word-detect-optimize,@org-28ib33ph/lingyi-forbidden-word-detect-optimize,25349,0,2,enterprise,content-creation,零一数科,true,零一裂变（深圳）科技有限公司,,2026-08-15,2026-09-15,0.2.0,【零一数科·出品】违禁词检测+优化（付费版）。把一份待发布文案按「法规合规层→平台规则层→内容质量层」三层结构做发布前质检，逐条问题用三栏对照（违规原句位置→违反条款→合规改法建议）+风险分级，给质检结论与修改记录。适用于违禁词检测+优化、内容审核、违禁词检测、发布前合规检查、新媒体文案合规、广告法自查、平台限流词排查。,【零一数科·出品】违禁词检测+优化（付费版）。把一份待发布文案按「法规合规层→平台规则层→内容质量层」三层结构做发布前质检，逐条问题用三栏对照（违规原句位置→违反条款→合规改法建议）+风险分级，给质检结论与修改记录。适用于违禁词检测+优化、内容审核、违禁词检测、发布前合规检查、新媒体文案合规、广告法自查、平台限流词排查。
114,ui-design-guide,@tencent-adm/ui-design-guide,25067,2,29,enterprise,design-media,腾讯云 CloudBase 团队,true,腾讯科技（深圳）有限公司,,2026-05-02,2026-09-15,2.34.3,腾讯云 CloudBase UI 设计指南，提供 Web 与小程序前端的高保真原型、视觉规范与组件设计规范。,腾讯云 CloudBase UI 设计指南，提供 Web 与小程序前端的高保真原型、视觉规范与组件设计规范。
115,stock-theme-radar,@laoxi/stock-theme-radar,24937,0,16,enterprise,professional,LXAI,true,上海劳希科技有限公司,,2026-08-19,2026-09-15,1.0.1,输入一个题材名称或一条新闻/事件/截图，自动识别模式并输出结构化结果：给题材出「追踪卡」（定义/驱动/关联标的/来源/动态/建议），给事件出「映射表」（事件→题材→个股，带关联概率、时间维度与证据强度）。全程区分硬逻辑与题材炒作，覆盖 A 股，支持港股/美股题材。所有关键事实标注来源类型，不臆造数据，不构成投资建议。,输入一个题材名称或一条新闻/事件/截图，自动识别模式并输出结构化结果：给题材出「追踪卡」（定义/驱动/关联标的/来源/动态/建议），给事件出「映射表」（事件→题材→个股，带关联概率、时间维度与证据强度）。全程区分硬逻辑与题材炒作，覆盖 A 股，支持港股/美股题材。所有关键事实标注来源类型，不臆造数据，不构成投资建议。
116,gongwenxiezuo,@davtime/gongwenxiezuo,24164,0,19,enterprise,professional,达维,true,北京达维时代科技有限公司,,2026-08-26,2026-09-15,1.0.0,面向机关、企事业单位、学校与新闻机构的中文公文与正式材料写作助手。用于通知、请示、报告、函、复函、批复、会议纪要、通报、通告、公告、意见、方案、总结、管理办法、汇报材料、发言稿、讲话稿、调研报告、经验材料、申请、说明、公示、采购公告、新闻消息、新闻评论等文种的起草、改写、润色、扩写、压缩、结构调整、语气统一与内容审查；支持按 GB/T 9704-2012 生成普通 Word 与红头文件。无外部接口,面向机关、企事业单位、学校与新闻机构的中文公文与正式材料写作助手。用于通知、请示、报告、函、复函、批复、会议纪要、通报、通告、公告、意见、方案、总结、管理办法、汇报材料、发言稿、讲话稿、调研报告、经验材料、申请、说明、公示、采购公告、新闻消息、新闻评论等文种的起草、改写、润色、扩写、压缩、结构调整、语气统一与内容审查；支持按 GB/T 9704-2012 生成普通 Word 与红头文件。无外部接口
117,miniprogram-development,@tencent-adm/miniprogram-development,23938,7,20,enterprise,dev-programming,腾讯云 CloudBase 团队,true,腾讯科技（深圳）有限公司,,2026-03-13,2026-09-15,2.34.3,面向 AI 编码场景的腾讯云 CloudBase 微信小程序开发指南，覆盖项目脚手架、tabBar、路由、调试、预览、发布与 wx.cloud 集成。,面向 AI 编码场景的腾讯云 CloudBase 微信小程序开发指南，覆盖项目脚手架、tabBar、路由、调试、预览、发布与 wx.cloud 集成。
