rank,skill,platform,vendor,source_skillssh,slug_clawhub,url,match,description,description_zh,verified_by,installs_skillssh,downloads_clawhub,downloads_skillhub_cn,pop_score
79,national-bid-company-profile,skillhub-cn,精英量界（武汉）工程管理有限公司,,,,single,全国招中标查询与企业画像。需配置世舶科技 API Key 使用，聚焦企业主营业务、历史中标项目、常合作采购单位、主要供应商、参与行业、区域市场、项目金额分布、价格趋势和市场份额变化，帮助判断目标企业的市场活跃度、客户结构和上下游关系。数据覆盖招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目、即将到期项目；支持按地区、行业、采,全国招中标查询与企业画像。需配置世舶科技 API Key 使用，聚焦企业主营业务、历史中标项目、常合作采购单位、主要供应商、参与行业、区域市场、项目金额分布、价格趋势和市场份额变化，帮助判断目标企业的市场活跃度、客户结构和上下游关系。数据覆盖招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目、即将到期项目；支持按地区、行业、采,skillhub,,,40938,0.861
80,national-bid-ai-analyzer,skillhub-cn,精英量界（武汉）工程管理有限公司,,,,single,全国招中标查询AI分析器。需配置世舶科技 API Key 使用，支持用自然语言提出招投标问题，并把全国招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目、即将到期项目整理成可解释的项目清单、趋势结论和竞争判断。可按地区、行业、时间、项目分类、采购分类、采购单位、中标单位、供应商、标的物、项目金额、发布时间、开标时间分析采购需求,全国招中标查询AI分析器。需配置世舶科技 API Key 使用，支持用自然语言提出招投标问题，并把全国招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目、即将到期项目整理成可解释的项目清单、趋势结论和竞争判断。可按地区、行业、时间、项目分类、采购分类、采购单位、中标单位、供应商、标的物、项目金额、发布时间、开标时间分析采购需求,skillhub,,,40842,0.86
81,peekaboo,clawhub,steipete,,peekaboo,https://clawhub.ai/steipete/skills/peekaboo,upstream,Capture and automate macOS UI with the Peekaboo CLI.,使用 Peekaboo CLI 捕获并自动化 macOS 界面。,clawhub,,31424,31428,0.86
82,bid-quick-search-engine,skillhub-cn,精英量界（武汉）工程管理有限公司,,,,single,招投标快查搜索引擎。需配置世舶科技 API Key 使用，用于用项目编号、关键词、企业名称、采购单位、中标单位、供应商、地区、行业、标的物、项目金额、发布时间、开标时间快速查找项目、原始公告、附件线索和合同信息。覆盖招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目和即将到期项目，适用于临时查标、客户核验、供应商筛选、历史中标,招投标快查搜索引擎。需配置世舶科技 API Key 使用，用于用项目编号、关键词、企业名称、采购单位、中标单位、供应商、地区、行业、标的物、项目金额、发布时间、开标时间快速查找项目、原始公告、附件线索和合同信息。覆盖招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目和即将到期项目，适用于临时查标、客户核验、供应商筛选、历史中标,skillhub,,,40677,0.859
83,whole-network-bid-intelligence-assistant,skillhub-cn,精英量界（武汉）工程管理有限公司,,,,single,全网招中标智能分析助手。需配置世舶科技 API Key 使用，用于面向全网招中标数据分析，支持从项目列表、公告详情、合同和企业维度做综合判断。当用户需要招投标查询、中标分析、合同公告、拟在建项目、采购单位画像、供应商画像、商机发现、市场趋势或企业招投标数据分析时触发。基于世舶科技全国全行业招投标数据 API，覆盖累计3.3亿+招投标信息、年度更新6600万+招投标数据、实时日更新30万+招投标商机,全网招中标智能分析助手。需配置世舶科技 API Key 使用，用于面向全网招中标数据分析，支持从项目列表、公告详情、合同和企业维度做综合判断。当用户需要招投标查询、中标分析、合同公告、拟在建项目、采购单位画像、供应商画像、商机发现、市场趋势或企业招投标数据分析时触发。基于世舶科技全国全行业招投标数据 API，覆盖累计3.3亿+招投标信息、年度更新6600万+招投标数据、实时日更新30万+招投标商机,skillhub,,,39669,0.856
84,apple-reminders,clawhub,steipete,,apple-reminders,https://clawhub.ai/steipete/skills/apple-reminders,upstream,"Manage Apple Reminders via the `remindctl` CLI on macOS (list, add, edit, complete, delete). Supports lists, date filters, and JSON/plain output.",通过 macOS 上的 `remindctl` CLI 管理 Apple 提醒事项（列出、添加、编辑、完成、删除），支持列表、日期筛选及 JSON/纯文本输出。,clawhub,,31202,30455,0.856
85,national-bid-company-insight,skillhub-cn,精英量界（武汉）工程管理有限公司,,,,single,全国招中标企业洞察。需配置世舶科技 API Key 使用，面向客户尽调、供应商分析、竞品研究和重点账户跟进，查询企业基本信息、联系方式线索、招投标记录、中标统计、采购记录、合作客户、供应商关系、关联项目和历史交易数据。可关联招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目、即将到期项目，并按地区、行业、采购单位、中标单位、供,全国招中标企业洞察。需配置世舶科技 API Key 使用，面向客户尽调、供应商分析、竞品研究和重点账户跟进，查询企业基本信息、联系方式线索、招投标记录、中标统计、采购记录、合作客户、供应商关系、关联项目和历史交易数据。可关联招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目、即将到期项目，并按地区、行业、采购单位、中标单位、供,skillhub,,,39664,0.855
86,prisma-database-setup,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-database-setup,single,,,skills.sh,254190,,,0.85
87,admapix,skillhub-cn,成都智创未来教育管理合伙企业（有限合伙）,,,,single,"AdMapix广告原始数据层,广告创意/应用/排名/下载收入","AdMapix广告原始数据层,广告创意/应用/排名/下载收入",skillhub,,,38207,0.85
88,prisma-client-api,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-client-api,single,,,skills.sh,253658,,,0.849
89,supabase,skills.sh,supabase,supabase/agent-skills,,https://www.skills.sh/supabase/agent-skills/supabase,single,,,skills.sh,251614,,,0.849
90,prisma-cli,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-cli,single,,,skills.sh,251458,,,0.848
91,prisma-postgres,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-postgres,single,,,skills.sh,247546,,,0.846
92,lskj-recommend,skillhub-cn,武汉览山科技有限公司,,,,single,查询并分析与企业产品或服务匹配的招投标潜在项目、采购意向、招标公告和拟在建项目，获取全量项目列表后按业务匹配度、项目阶段、时效、地区和金额评分，输出 A/B/C 推荐等级、等级汇总、项目详情、采集源网址和跟进建议。用于招投标项目推荐、投标商机筛选、销售线索挖掘、采购机会发现、拟在建项目跟踪和市场拓客；不用于单纯查询指定项目或生成企业研究报告。,查询并分析与企业产品或服务匹配的招投标潜在项目、采购意向、招标公告和拟在建项目，获取全量项目列表后按业务匹配度、项目阶段、时效、地区和金额评分，输出 A/B/C 推荐等级、等级汇总、项目详情、采集源网址和跟进建议。用于招投标项目推荐、投标商机筛选、销售线索挖掘、采购机会发现、拟在建项目跟踪和市场拓客；不用于单纯查询指定项目或生成企业研究报告。,skillhub,,,37173,0.845
93,sbkj-official-sales,skillhub-cn,世舶科技（武汉）有限公司,,,,single,从招标公告、中标结果、采购意向、企业信息和项目数据中发现潜在采购客户，补充项目主体、联系人、采购背景和跟进理由，形成可执行的销售线索清单。适合销售获客、采购线索挖掘、区域商机筛选和项目型销售拓客。通过招投标数据 API 获取日更新招投标数据 30 万+与企业数据 1.2 亿+。,从招标公告、中标结果、采购意向、企业信息和项目数据中发现潜在采购客户，补充项目主体、联系人、采购背景和跟进理由，形成可执行的销售线索清单。适合销售获客、采购线索挖掘、区域商机筛选和项目型销售拓客。通过招投标数据 API 获取日更新招投标数据 30 万+与企业数据 1.2 亿+。,skillhub,,,37092,0.844
94,prisma-driver-adapter-implementation,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-driver-adapter-implementation,single,,,skills.sh,243015,,,0.843
95,prisma-upgrade-v7,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-upgrade-v7,single,,,skills.sh,242812,,,0.843
96,openai-image-gen,clawhub,steipete,,openai-image-gen,https://clawhub.ai/steipete/skills/openai-image-gen,upstream,Batch-generate images via OpenAI Images API. Random prompt sampler + `index.html` gallery.,通过 OpenAI Images API 批量生成图像。支持随机提示词采样，并提供 index.html 图库展示。,clawhub,,26045,30650,0.841
97,prisma-postgres-setup,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-postgres-setup,single,,,skills.sh,241920,,,0.841
98,azure-reliability,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-reliability,single,,,skills.sh,238203,,,0.84
99,prisma-compute,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-compute,single,,,skills.sh,238163,,,0.84
100,prisma-mongodb-upgrade,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-mongodb-upgrade,single,,,skills.sh,236886,,,0.838
