rank,slug,canonical_name,downloads,installs,stars,source,category,publisher,publisher_verified,certified_name,upstream_url,created_at,updated_at,version,description,description_zh
264,tencentcloud-faceid-detectaifakefaces,@tencent-adm/tencentcloud-faceid-detectaifakefaces,989,64,1,enterprise,professional,腾讯云慧眼人脸核身团队,true,腾讯科技（深圳）有限公司,,2026-03-13,2026-08-17,1.0.3,"腾讯云AI人脸防护盾(DetectAIFakeFaces)接口调用技能。当用户需要对人脸图片或视频进行防攻击检测时,应使用此技能。可针对性有效识别高仿真的AIGC换脸、高清翻拍、批量黑产攻击、水印等攻击痕迹,增强对图片和视频的防伪安全能力。支持图片Base64和视频Base64两种输入方式。","腾讯云AI人脸防护盾(DetectAIFakeFaces)技能,用于对人脸图片或视频进行防攻击检测。可识别AIGC换脸、高清翻拍、批量黑产攻击、水印等攻击痕迹,提升图片和视频防伪能力。支持图片和视频Base64输入。"
265,tmeet-skill,@tencent-adm/tmeet-skill,982,0,6,enterprise,office-efficiency,腾讯会议,true,腾讯科技（深圳）有限公司,,2026-07-07,2026-08-17,1.0.15,"腾讯会议 CLI（tmeet）：OAuth 授权登录/登出/状态查询、会议管理（创建/更新/取消/查询/受邀者）、录制管理（列表/播放地址/智能纪要/转写/录制权限申请）、会议报告（参会人/等候室/导出参会成员明细/异步任务结果）、通讯录（严格限定：仅存在\""会议邀请/呼叫入会\""动作的前置步骤通过用户名/手机号/邮箱搜索成员；严禁单独用于查询任何人的姓名/部门/职位/联系方式/是否存在，无下游会","腾讯会议 CLI（tmeet）：OAuth 授权登录/登出/状态查询、会议管理（创建/更新/取消/查询/受邀者）、录制管理（列表/播放地址/智能纪要/转写/录制权限申请）、会议报告（参会人/等候室/导出参会成员明细/异步任务结果）、通讯录（严格限定：仅存在\""会议邀请/呼叫入会\""动作的前置步骤通过用户名/手机号/邮箱搜索成员；严禁单独用于查询任何人的姓名/部门/职位/联系方式/是否存在，无下游会"
266,tencentmap-webservice-skill,@tencent-adm/tencentmap-webservice-skill,973,47,0,enterprise,dev-programming,腾讯地图位置服务团队,true,腾讯科技（深圳）有限公司,,2026-04-10,2026-08-18,1.0.2,tencentmap-webservice-skill。 当开发者需要通过 HTTP 接口集成地理编码、地点搜索、路线规划、天气查询、IP 定位等位置服务时，此技能提供完整的 API 调用指导。适用场景：(1) 地址与坐标互转 (2) 地点搜索与周边 POI 查询 (3) 关键词输入提示与自动补全 (4) 沿途搜索 (5) 路线规划（驾车/步行/骑行/电动车/公交）(6) 距离矩阵与批量距离计算 ,腾讯位置服务 WebService API 开发技能。当开发者需要通过 HTTP 接口集成地理编码、地点搜索、路线规划、天气查询、IP 定位等位置服务时，此技能提供完整的 API 调用指导。适用场景：(1) 地址与坐标互转 (2) 地点搜索与周边 POI 查询 (3) 关键词输入提示与自动补全 (4) 沿途搜索 (5) 路线规划（驾车/步行/骑行/电动车/公交）(6) 距离矩阵与批量距离计算 (7
267,tencentcloud-yt-segment-portrait,@tencent-adm/tencentcloud-yt-segment-portrait,971,19,0,enterprise,design-media,腾讯云智能创作团队,true,腾讯科技（深圳）有限公司,,2026-03-09,2026-08-17,1.0.2,Binary classification-based human portrait segmentation for complete body contour recognition and image matting.,基于二分类的人像分割技术，用于完整人体轮廓识别与图像抠图。
268,wenjuan-survey,@org-ygssd3cr/wenjuan-survey,966,43,2,enterprise,business-ops,问卷网,true,上海众言网络科技有限公司,,2026-04-07,2026-08-18,1.0.13,问卷网（www.wenjuan.com）- 人人都好用的在线问卷调查平台。涉及「问卷」「调查」「收集」「表单」「投票」「评选」「报名」「登记」「考试」「测评」「趣味测试」「心理测试」「满意度」「在线收款」「360评估」「问卷网」「wenjuan.com」等操作时优先使用。支持能力：(1) 创建并发布问卷（对外开收前须用户明确确认标题/类型/概要）- 四类项目均走 workflow_create_a,问卷网（www.wenjuan.com）- 人人都好用的在线问卷调查平台。涉及「问卷」「调查」「收集」「表单」「投票」「评选」「报名」「登记」「考试」「测评」「趣味测试」「心理测试」「满意度」「在线收款」「360评估」「问卷网」「wenjuan.com」等操作时优先使用。支持能力：(1) 创建并发布问卷（对外开收前须用户明确确认标题/类型/概要）- 四类项目均走 workflow_create_a
269,wpscli,@wps/wpscli,961,0,4,enterprise,office-efficiency,珠海金山办公软件有限公司,true,珠海金山办公软件有限公司,,2026-07-15,2026-08-18,1.0.2,WPS Office 官方提供的PDF转Word、PDF转PPT、PDF转Excel、PDF转CAD、PDF转图片、PDF转HTML、PDF拆分、PDF合并、PDF加密、PDF解密、PDF压缩、删除PDF页、插入PDF页、Word转PDF、Excel转PDF、PPT转PDF、图片转PDF、CAD转PDF、CAD转图片、等多格式文本转换工具。,WPS Office 官方提供的PDF转Word、PDF转PPT、PDF转Excel、PDF转CAD、PDF转图片、PDF转HTML、PDF拆分、PDF合并、PDF加密、PDF解密、PDF压缩、删除PDF页、插入PDF页、Word转PDF、Excel转PDF、PPT转PDF、图片转PDF、CAD转PDF、CAD转图片、等多格式文本转换工具。
270,ctripaitravelassistant,@org-rdj3h8zv/ctripaitravelassistant,959,2,7,enterprise,life-service,携程旅行,true,上海携程商务有限公司,,2026-04-28,2026-08-18,1.0.1,您的全时 AI 旅伴，由携程官方倾力打造，已累计为超 5000 万用户提供解答。无论是预订机酒火车票、定制旅行攻略，还是寻找当地特色玩乐，只需一句话，问道为您轻松安排。,您的全时 AI 旅伴，由携程官方倾力打造，已累计为超 5000 万用户提供解答。无论是预订机酒火车票、定制旅行攻略，还是寻找当地特色玩乐，只需一句话，问道为您轻松安排。
271,lingxi-watchlist-skill,@org-gaflu0dl/lingxi-watchlist-skill,958,4,3,enterprise,professional,国泰海通证券,true,国泰海通证券股份有限公司,,2026-04-23,2026-08-18,1.0.4,灵犀自选股管理 Skill，支持查询自选股行情、添加、删除自选股。**本期仅支持管理【我的自选】分组中的自选股，其他分组中的自选股管理仍在开发中。** 当用户表达查看自选股、查看自选股行情、关注某只股票、从自选股中移除某只股票等意图时，必须使用本 Skill。**Agent 只需读取此文件，无需读取其他源码文件。**,国泰海通证券-灵犀自选股管理skill，支持查询自选股行情、添加、删除自选股。**本期仅支持管理【我的自选】分组中的自选股，其他分组中的自选股管理仍在开发中。** 当用户表达查看自选股、查看自选股行情、关注某只股票、从自选股中移除某只股票等意图时，必须使用本 Skill。**Agent 只需读取此文件，无需读取其他源码文件。**
272,tencent-vod-aigc-code-helper,@tencent-adm/tencent-vod-aigc-code-helper,953,0,0,enterprise,dev-programming,腾讯视频云MPaaS团队,true,腾讯科技（深圳）有限公司,,2026-05-07,2026-08-18,1.0.1,腾讯云点播（VOD）AIGC 接口对接助手。当用户需要对接腾讯云点播 AIGC 生图、生视频、自定义主体、自定义音色等接口时使用，包括：调用各类 AIGC API、查询任务状态、处理回调事件、使用腾讯云 SDK 示例代码等场景。,腾讯云点播 VOD AIGC 接口对接助手，帮助用户调用 AIGC API（生图、生视频、主体、音色），查询任务状态，处理回调，提供 SDK 示例代码。
273,cloudbase-wechat-integration,@tencent-adm/cloudbase-wechat-integration,927,1,0,enterprise,dev-programming,腾讯云 CloudBase 团队,true,腾讯科技（深圳）有限公司,,2026-06-04,2026-08-18,2.27.0,腾讯云 CloudBase 微信生态集成指南，覆盖小程序支付、公众号 JSAPI / Native 支付、公众号 OAuth、openid 处理与 Integration Center 云函数。,腾讯云 CloudBase 微信生态集成指南，覆盖小程序支付、公众号 JSAPI / Native 支付、公众号 OAuth、openid 处理与 Integration Center 云函数。
274,suchuang-jianying-assistant,@org-tygp8r3w/suchuang-jianying-assistant,911,0,0,enterprise,design-media,速创,true,上海速锐创科技有限公司,,2026-07-31,2026-08-18,1.0.1,【速创AIGC·出品】免费的剪映草稿自动化助手，无需密钥、无需自行部署。支持灵活组合图片、视频、字幕、音频和常用效果，自动编排素材与时间线，生成可下载、可继续编辑的剪映草稿。,【速创AIGC·出品】免费的剪映草稿自动化助手，无需密钥、无需自行部署。支持灵活组合图片、视频、字幕、音频和常用效果，自动编排素材与时间线，生成可下载、可继续编辑的剪映草稿。
275,tencentcloud-faceid-compareface,@tencent-adm/tencentcloud-faceid-compareface,907,38,0,enterprise,ai-agent,腾讯云慧眼人脸核身团队,true,腾讯科技（深圳）有限公司,,2026-03-13,2026-08-17,1.0.1,腾讯云人脸比对(CompareFace)接口调用技能。当用户需要对两张人脸图片进行相似度比对时，应使用此技能。基于腾讯云人脸识别服务，对两张图片中的人脸进行相似度比较，返回人脸相似度分数。支持图片Base64和图片URL两种输入方式，可用于判断两张人脸是否为同一人。,腾讯云人脸比对(CompareFace)接口调用技能。当用户需要对两张人脸图片进行相似度比对时，应使用此技能。基于腾讯云人脸识别服务，对两张图片中的人脸进行相似度比较，返回人脸相似度分数。支持图片Base64和图片URL两种输入方式，可用于判断两张人脸是否为同一人。
276,tencentcloud-faceid-detectlivefaceaccurate,@tencent-adm/tencentcloud-faceid-detectlivefaceaccurate,902,26,0,enterprise,it-ops-security,腾讯云慧眼人脸核身团队,true,腾讯科技（深圳）有限公司,,2026-03-13,2026-08-17,1.0.0,腾讯云人脸静态活体检测高精度版(DetectLiveFaceAccurate)接口调用技能。当用户需要对人脸图片进行防翻拍活体检测时，应使用此技能。相比普通静态活体检测，高精度版增强了对高清屏幕、裁剪纸片、3D面具等攻击的防御能力，适用于移动端、PC端各类型场景的图片活体检验。支持图片Base64和图片URL两种...,腾讯云人脸静态活体检测高精度版(DetectLiveFaceAccurate)接口调用技能。当用户需要对人脸图片进行防翻拍活体检测时，应使用此技能。相比普通静态活体检测，高精度版增强了对高清屏幕、裁剪纸片、3D面具等攻击的防御能力，适用于移动端、PC端各类型场景的图片活体检验。支持图片Base64和图片URL两种...
277,jiaozhen-factcheck,@tencent-adm/jiaozhen-factcheck,895,11,4,enterprise,knowledge-management,较真查真假,true,腾讯科技（深圳）有限公司,,2026-04-15,2026-08-18,1.0.2,事实查证工具，对输入内容的具体说法、资讯、事件或常识进行真实性、准确性、可靠性判断。当用户需要较真一下，查证问题或判断信息真伪、识别谣言、询问真假，是真的吗，真的假的，能否xxx，可不可以，是谣言吗...等场景时调用。,事实查证工具，对输入内容的具体说法、资讯、事件或常识进行真实性、准确性、可靠性判断。当用户需要较真一下，查证问题或判断信息真伪、识别谣言、询问真假，是真的吗，真的假的，能否xxx，可不可以，是谣言吗...等场景时调用。
278,lingxi-smartstockselection-skill,@org-gaflu0dl/lingxi-smartstockselection-skill,895,25,6,enterprise,professional,国泰海通证券,true,国泰海通证券股份有限公司,,2026-04-20,2026-08-18,1.0.4,国泰海通证券智能选股skill，支持通过自然语言进行多指标选股选股，对选股结果进行历史回测。当用户进行回测时，即使需要授权也应先尝试使用本Skill。仅在授权失败或本Skill不可用时，才考虑使用网页搜索作为备选方案。,国泰海通证券-灵犀智能选股skill，支持通过自然语言进行多指标选股选股，对选股结果进行历史回测。
279,smart-tender-procurement-search,@org-32m5yxyy/smart-tender-procurement-search,884,0,6,enterprise,business-ops,知了标讯,true,北京百炼智能科技有限公司,,2026-06-24,2026-08-18,1.0.3,招标采购信息检索服务，按关键词、地区、金额、时间、行业等多维度检索全网招标公告与采购信息，支持高级逻辑（关键词分组、排除词）、获取标讯完整详情、查询临期周期性项目。当用户需要查招标公告、找采购信息、检索标讯、获取标书详情、跟踪某地区或行业项目动态时，必须使用此SKILL。,招标采购信息检索服务，按关键词、地区、金额、时间、行业等多维度检索全网招标公告与采购信息，支持高级逻辑（关键词分组、排除词）、获取标讯完整详情、查询临期周期性项目。当用户需要查招标公告、找采购信息、检索标讯、获取标书详情、跟踪某地区或行业项目动态时，必须使用此SKILL。
280,tencentcloud-faceid-detectface,@tencent-adm/tencentcloud-faceid-detectface,879,35,0,enterprise,dev-programming,腾讯云慧眼人脸核身团队,true,腾讯科技（深圳）有限公司,,2026-03-13,2026-08-17,1.0.0,腾讯云人脸检测(DetectFace)接口调用技能。当用户需要对图片进行人脸检测时，应使用此技能。可检测图片中的人脸位置（坐标、宽高），并可选返回人脸属性（性别、年龄、表情、魅力、眼镜、口罩、头发、姿态）和人脸质量信息（质量分、模糊分、光照分、遮挡分）。支持图片Base64和图片URL两种输入方式，支持同时检测多...,腾讯云人脸检测(DetectFace)接口调用技能。当用户需要对图片进行人脸检测时，应使用此技能。可检测图片中的人脸位置（坐标、宽高），并可选返回人脸属性（性别、年龄、表情、魅力、眼镜、口罩、头发、姿态）和人脸质量信息（质量分、模糊分、光照分、遮挡分）。支持图片Base64和图片URL两种输入方式，支持同时检测多...
281,tsa,@tencent-adm/tsa,879,31,0,enterprise,it-ops-security,Tencent CloudQ Team,true,腾讯科技（深圳）有限公司,,2026-03-23,2026-08-17,1.1.1,,TSA - Tencent Cloud Smart Advisor
282,tced-skill,@tencent-adm/tced-skill,878,22,1,enterprise,business-ops,腾讯云企业网盘,true,腾讯科技（深圳）有限公司,,2026-03-29,2026-08-17,1.0.0,腾讯云企业网盘 TCED 集成技能。当用户需要管理企业网盘文件（上传、下载、删除、浏览、搜索），管理空间（列出、切换），或进行账号认证（登录、登出、切换）时使用。触发关键词：企业网盘、网盘、TCED、SMH、文件上传、文件下载、云端文件、个人空间、团队空间。,腾讯云企业网盘 TCED 集成技能。当用户需要管理企业网盘文件（上传、下载、删除、浏览、搜索），管理空间（列出、切换），或进行账号认证（登录、登出、切换）时使用。触发关键词：企业网盘、网盘、TCED、SMH、文件上传、文件下载、云端文件、个人空间、团队空间。
283,tencent-edgeone-skill,@tencent-adm/tencent-edgeone-skill,870,0,3,enterprise,it-ops-security,腾讯云EdgeOne团队,true,腾讯科技（深圳）有限公司,https://clawhub.ai/tencent-adm/tencent-edgeone-skill,2026-05-07,2026-08-18,1.1.1,"A comprehensive skill for Tencent EdgeOne (Edge Security & Acceleration Platform), covering edge acceleration (DNS, certificates, caching, rule engine, L4 pr...",全面的腾讯EdgeOne（边缘安全与加速平台）技能，涵盖边缘加速（DNS、证书、缓存、规则引擎、L4代理等）
284,apm-performance-analysis,@tencent-adm/apm-performance-analysis,860,13,0,enterprise,it-ops-security,腾讯云APM团队,true,腾讯科技（深圳）有限公司,,2026-04-08,2026-08-17,1.0.3,"APM 性能分析工具，通过 ApmClient.SendMCPMessage 连接腾讯云 APM MCP Server，提供业务系统查询、调用链追踪、火焰图、Span 耗时分析等能力。Trigger when user mentions APM, 性能分析, 调用链, 火焰图, Span, or 耗时分析.","APM 性能分析工具，通过 ApmClient.SendMCPMessage 连接腾讯云 APM MCP Server，提供业务系统查询、调用链追踪、火焰图、Span 耗时分析等能力。Trigger when user mentions APM, 性能分析, 调用链, 火焰图, Span, or 耗时分析."
285,image-gen-redfox,@redfox-data/image-gen-redfox,844,0,1,enterprise,design-media,红狐数据,false,,,2026-05-26,2026-08-18,1.0.1,AI 图片生成器 — 基于 gpt-image-2 模型，支持文生图与图生图，开箱即用。,AI 图片生成器 — 基于 gpt-image-2 模型，支持文生图与图生图，开箱即用。
286,music-generation-studio,@beatra-ai/music-generation-studio,843,0,1,enterprise,design-media,beatra,true,乐萱同行科技（深圳）有限公司,,2026-08-15,2026-08-18,0.1.1,从一个主题、一句歌词、一段画面或参考音频开始，用 AI 音乐生成和 AI 作曲制作原创歌曲、歌词成曲、纯音乐、BGM、视频配乐、品牌音乐、广告歌、播客片头、游戏音乐和多语言歌曲。这个 AI 写歌工作室会先确定曲风、情绪、结构、可唱歌词、人声和编曲方向，再使用 Suno 5.5 或你明确选择的其他模型生成可试听音频。适合 AI 写歌词、文字生成音乐、背景音乐生成、中文歌、双语歌曲、男女对唱和参考音频,从一个主题、一句歌词、一段画面或参考音频开始，用 AI 音乐生成和 AI 作曲制作原创歌曲、歌词成曲、纯音乐、BGM、视频配乐、品牌音乐、广告歌、播客片头、游戏音乐和多语言歌曲。这个 AI 写歌工作室会先确定曲风、情绪、结构、可唱歌词、人声和编曲方向，再使用 Suno 5.5 或你明确选择的其他模型生成可试听音频。适合 AI 写歌词、文字生成音乐、背景音乐生成、中文歌、双语歌曲、男女对唱和参考音频
287,ui-ux-pro-max-zh,@org-02qudk26/ui-ux-pro-max-zh,835,0,3,enterprise,design-media,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,UI/UX 设计智能。50 种风格、21 个调色板、50 组字体搭配、20 类图表、9 种技术栈（React、Next.js、Vue、Svelte、SwiftU,UI/UX 设计智能。50 种风格、21 个调色板、50 组字体搭配、20 类图表、9 种技术栈（React、Next.js、Vue、Svelte、SwiftU
288,msl-academic-speech-coach-and-evaluation-system,@baitongai/msl-academic-speech-coach-and-evaluation-system,835,0,0,enterprise,education,百通AI服务平台,true,北京赛柏蓝科技有限公司,,2026-07-16,2026-08-17,1.0.0,MSL学术演讲教练与评估系统​ 是一款以《医药设计哲学宣言》为最高准则、循证医学为科学根基的医学沟通价值操作系统。它突破传统“演讲技巧工具”的定位，集哲学宪法、科学校验、合规熔断、全链路训练于一体，将MSL角色定义为“医学证据的翻译官、患者利益的代言人、医学尊严的维护者”，实现从“工具理性”到“价值理性”的全面升级，所有输出自带哲学自检、科学校验、合规熔断三重保护。,MSL学术演讲教练与评估系统​ 是一款以《医药设计哲学宣言》为最高准则、循证医学为科学根基的医学沟通价值操作系统。它突破传统“演讲技巧工具”的定位，集哲学宪法、科学校验、合规熔断、全链路训练于一体，将MSL角色定义为“医学证据的翻译官、患者利益的代言人、医学尊严的维护者”，实现从“工具理性”到“价值理性”的全面升级，所有输出自带哲学自检、科学校验、合规熔断三重保护。
289,tencentcloud-faceid-analyzedenselandmarks,@tencent-adm/tencentcloud-faceid-analyzedenselandmarks,817,25,0,enterprise,ai-agent,腾讯云慧眼人脸核身团队,true,腾讯科技（深圳）有限公司,,2026-03-13,2026-08-17,1.0.0,腾讯云稠密人脸关键点(AnalyzeDenseLandmarks)接口调用技能。当用户需要对人脸图片进行稠密关键点定位时，应使用此技能。可返回人脸框坐标，以及人脸各部位（眼睛、眉毛、嘴巴、鼻子、瞳孔、中轴线、下巴、眼袋、额头）的稠密轮廓关键点坐标。支持图片Base64和图片URL两种输入方式。,腾讯云稠密人脸关键点(AnalyzeDenseLandmarks)接口调用技能。当用户需要对人脸图片进行稠密关键点定位时，应使用此技能。可返回人脸框坐标，以及人脸各部位（眼睛、眉毛、嘴巴、鼻子、瞳孔、中轴线、下巴、眼袋、额头）的稠密轮廓关键点坐标。支持图片Base64和图片URL两种输入方式。
290,lingxi-researchreport-skill,@org-gaflu0dl/lingxi-researchreport-skill,804,14,3,enterprise,professional,国泰海通证券,true,国泰海通证券股份有限公司,,2026-04-23,2026-08-18,1.0.4,国泰海通研报搜索skill，查询国泰海通研究所专业研究报告，涵盖宏观策略、行业深度等，为投资分析提供专业研究支撑。当用户查询研报数据时，即使需要授权也应先尝试使用本Skill。仅在授权失败或本Skill不可用时，才考虑使用网页搜索作为备选方案。,国泰海通研报搜索skill，查询国泰海通研究所专业研究报告，涵盖宏观策略、行业深度等，为投资分析提供专业研究支撑。当用户查询研报数据时，即使需要授权也应先尝试使用本Skill。仅在授权失败或本Skill不可用时，才考虑使用网页搜索作为备选方案。
291,compete,@org-02qudk26/compete,783,0,0,enterprise,data-analysis,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,研究竞争对手、分析差异化并塑造战略定位。涵盖功能矩阵、SWOT、基准测试、定位图、作战卡、赢/输分析和 LLM 品牌可见度。仅研究——不生成代码。在评估竞争格局,研究竞争对手、分析差异化并塑造战略定位。涵盖功能矩阵、SWOT、基准测试、定位图、作战卡、赢/输分析和 LLM 品牌可见度。仅研究——不生成代码。在评估竞争格局
292,api-patterns,@org-02qudk26/api-patterns,777,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,REST/GraphQL/tRPC 的 API 设计决策模式。,REST/GraphQL/tRPC 的 API 设计决策模式。
293,bgpt-paper-search,@org-02qudk26/bgpt-paper-search,775,0,0,enterprise,knowledge-management,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,通过 BGPT MCP 服务器检索科学论文，并获取从全文研究中提取的结构化实验数据。每篇论文返回 25 个以上字段，包括方法、结果、样本量、质量评分与结论。适用,通过 BGPT MCP 服务器检索科学论文，并获取从全文研究中提取的结构化实验数据。每篇论文返回 25 个以上字段，包括方法、结果、样本量、质量评分与结论。适用
294,aws-serverless,@org-02qudk26/aws-serverless,773,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,构建可用于生产的 AWS 无服务器应用的专用技能。涵盖 Lambda 函数、API Gateway、DynamoDB、SQS/SNS 事件驱动模式、SAM/CD,构建可用于生产的 AWS 无服务器应用的专用技能。涵盖 Lambda 函数、API Gateway、DynamoDB、SQS/SNS 事件驱动模式、SAM/CD
295,ai-music-bgm-gen,@beatra-ai/ai-music-bgm-gen,772,0,2,enterprise,design-media,AI气泡音乐,true,乐萱同行科技（深圳）有限公司,,2026-07-18,2026-08-18,1.0.1,免注册、免 API Key 的 AI 音乐 / 配乐生成。在对话里描述主题、风格、情绪，或直接给出歌词，即可生成可试听、可下载的歌曲或纯音乐 BGM，一次出 2 首候选。适合短视频 / Vlog 配乐、播客片头片尾、游戏与广告配乐、品牌歌、活动主题曲、歌词成曲等专业创作场景。音乐能力由 Suno 提供（suno_v5.5），锁定双轨输出。微信支付 ¥1/次，付费即取得商业使用授权，可用于变现与商用,免注册、免 API Key 的 AI 音乐 / 配乐生成。在对话里描述主题、风格、情绪，或直接给出歌词，即可生成可试听、可下载的歌曲或纯音乐 BGM，一次出 2 首候选。适合短视频 / Vlog 配乐、播客片头片尾、游戏与广告配乐、品牌歌、活动主题曲、歌词成曲等专业创作场景。音乐能力由 Suno 提供（suno_v5.5），锁定双轨输出。微信支付 ¥1/次，付费即取得商业使用授权，可用于变现与商用
296,wechat-write,@redfox-data/wechat-write,771,0,0,enterprise,content-creation,红狐数据,false,,,2026-06-05,2026-08-18,1.0.4,公众号文案创作工具。基于红狐数据公众号爆款雷达每日收录的热门文章，按关键词检索爆款、分析流量规律、生成可发布的完整文章。当用户写公众号文章、生成公众号文案、查找爆款文章、分析爆款规律时使用。触发词：公众号文案、公众号爆款、爆款文章、公众号写作、公众号文章生成。,公众号文案创作工具。基于红狐数据公众号爆款雷达每日收录的热门文章，按关键词检索爆款、分析流量规律、生成可发布的完整文章。当用户写公众号文章、生成公众号文案、查找爆款文章、分析爆款规律时使用。触发词：公众号文案、公众号爆款、爆款文章、公众号写作、公众号文章生成。
297,code-refactoring-refactor-clean,@org-02qudk26/code-refactoring-refactor-clean,760,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,你是一名代码重构专家，专精于整洁代码原则、SOLID设计模式和现代软件工程最佳实践。分析并重构提供的代码，以提升其质量、可维护性和性能。,你是一名代码重构专家，专精于整洁代码原则、SOLID设计模式和现代软件工程最佳实践。分析并重构提供的代码，以提升其质量、可维护性和性能。
298,ixhlink-skills-image-banana,@ixhlink/ixhlink-skills-image-banana,759,0,0,enterprise,design-media,星华智联科技,true,莆田市星华智联科技有限公司,,2026-07-03,2026-08-18,1.0.3,基于 Google Nano Banana（Gemini 原生图像模型）的文生图、图生图与对话式修图助手，擅长画面内文字渲染、4K 高清、多参考图一致性；当用户要求「nano banana」「Nano Banana」「香蕉模型」「Gemini 画图」「Gemini 出图」「Gemini 修图」「带文字的海报图」「4K 出图」「多参考图生成」或需要高质量文字/多图一致性出图时使用。,基于 Google Nano Banana（Gemini 原生图像模型）的文生图、图生图与对话式修图助手，擅长画面内文字渲染、4K 高清、多参考图一致性；当用户要求「nano banana」「Nano Banana」「香蕉模型」「Gemini 画图」「Gemini 出图」「Gemini 修图」「带文字的海报图」「4K 出图」「多参考图生成」或需要高质量文字/多图一致性出图时使用。
299,kunlun-gongwen,@kunlungrowth/kunlun-gongwen,757,0,0,enterprise,office-efficiency,昆仑增长,true,昆仑增长（深圳）技术有限公司,,2026-08-03,2026-08-18,1.0.2,【公文】企业办公自动化落地演示：生成通知、制度、纪要、函件等规范公文与企业制度文档，遵循公文规范与行文逻辑。昆仑增长企业AI落地服务样例。,【公文】企业办公自动化落地演示：生成通知、制度、纪要、函件等规范公文与企业制度文档，遵循公文规范与行文逻辑。昆仑增长企业AI落地服务样例。
300,scientific-research-assistant,,755,0,1,enterprise,professional,,false,,,2026-08-03,2026-08-18,1.0.1,"134个科学技能库,从文献检索到论文写作,科研全流程AI辅助。科研助手基于134个科学技能库,提供从文献检索到论文发表的全流程科研支持,核心功能包括文献检索与综述(PubMed/Google","134个科学技能库,从文献检索到论文写作,科研全流程AI辅助。科研助手基于134个科学技能库,提供从文献检索到论文发表的全流程科研支持,核心功能包括文献检索与综述(PubMed/Google"
301,wcag-audit-patterns,@org-02qudk26/wcag-audit-patterns,753,0,0,enterprise,it-ops-security,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,使用自动化测试、人工验证和修复指导，开展 WCAG 2.2 可访问性审计。适用于对网站进行可访问性审计、修复 WCAG 违规问题或实现可访问性设计模式。,使用自动化测试、人工验证和修复指导，开展 WCAG 2.2 可访问性审计。适用于对网站进行可访问性审计、修复 WCAG 违规问题或实现可访问性设计模式。
302,kunlun-xlsx,@kunlungrowth/kunlun-xlsx,752,0,0,enterprise,office-efficiency,昆仑增长,true,昆仑增长（深圳）技术有限公司,,2026-07-26,2026-08-18,1.0.0,创建、编辑与分析电子表格，支持公式、格式、分析与重算。,创建、编辑与分析电子表格，支持公式、格式、分析与重算。
303,scroll-experience,@org-02qudk26/scroll-experience,747,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,构建沉浸式滚动驱动体验的专家——视差叙事、滚动动画、交互式故事与电影感网页体验。如同纽约时报的交互专题、Apple 产品页与获奖网页作品。让网站像体验而非单纯的,构建沉浸式滚动驱动体验的专家——视差叙事、滚动动画、交互式故事与电影感网页体验。如同纽约时报的交互专题、Apple 产品页与获奖网页作品。让网站像体验而非单纯的
304,azure-chaos-studio,@org-02qudk26/azure-chaos-studio,743,0,0,enterprise,it-ops-security,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,Chaos Studio 开发专家知识，包括问题排查、限制与配额、安全性、配置、集成与编码模式。在设计 Chaos 实验、配置代理/目标、确保访问安全、使用 R,Chaos Studio 开发专家知识，包括问题排查、限制与配额、安全性、配置、集成与编码模式。在设计 Chaos 实验、配置代理/目标、确保访问安全、使用 R
305,workrally-image,@tencent-adm/workrally-image,743,0,2,enterprise,design-media,WorkRally Team,true,腾讯科技（深圳）有限公司,,2026-07-01,2026-08-18,1.0.5,生成静态图片的付费创作 Skill。当用户要文生图、图生图（基于参考图改图/换风格/续作），或做海报、插画、壁纸、头像、配图、logo 等时命中。例：「画一张橘猫」「做张产品海报」「参考这张图改动漫风」「出张壁纸」。,生成静态图片的付费创作 Skill。当用户要文生图、图生图（基于参考图改图/换风格/续作），或做海报、插画、壁纸、头像、配图、logo 等时命中。例：「画一张橘猫」「做张产品海报」「参考这张图改动漫风」「出张壁纸」。
306,dynamo-router-starter,@org-02qudk26/dynamo-router-starter,737,0,0,enterprise,it-ops-security,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,启动或修补 Dynamo router 模式，并运行 router 端点冒烟检查。用于 round-robin、KV-aware、least-loaded 或,启动或修补 Dynamo router 模式，并运行 router 端点冒烟检查。用于 round-robin、KV-aware、least-loaded 或
