rank,skill,platform,vendor,source_skillssh,slug_clawhub,url,match,description,description_zh,verified_by,installs_skillssh,downloads_clawhub,downloads_skillhub_cn,pop_score
76,bid-quick-search-engine,skillhub-cn,精英量界（武汉）工程管理有限公司,,,,single,招投标快查搜索引擎。需配置世舶科技 API Key 使用，用于快速查询招投标项目、合同公告、附件和原始公告链接，适合需要快速定位项目时使用。当用户需要招投标查询、中标分析、合同公告、拟在建项目、采购单位画像、供应商画像、商机发现、市场趋势或企业招投标数据分析时触发。基于世舶科技全国全行业招投标数据 API，覆盖累计3.3亿+招投标信息、年度更新6600万+招投标数据、实时日更新30万+招投标商机、,招投标快查搜索引擎。需配置世舶科技 API Key 使用，用于快速查询招投标项目、合同公告、附件和原始公告链接，适合需要快速定位项目时使用。当用户需要招投标查询、中标分析、合同公告、拟在建项目、采购单位画像、供应商画像、商机发现、市场趋势或企业招投标数据分析时触发。基于世舶科技全国全行业招投标数据 API，覆盖累计3.3亿+招投标信息、年度更新6600万+招投标数据、实时日更新30万+招投标商机、,skillhub,,,40152,0.864
77,airunway-aks-setup,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/airunway-aks-setup,single,,,skills.sh,297841,,,0.864
78,whole-network-bid-intelligence-assistant,skillhub-cn,精英量界（武汉）工程管理有限公司,,,,single,全网招中标智能分析助手。需配置世舶科技 API Key 使用，用于面向全网招中标数据分析，支持从项目列表、公告详情、合同和企业维度做综合判断。当用户需要招投标查询、中标分析、合同公告、拟在建项目、采购单位画像、供应商画像、商机发现、市场趋势或企业招投标数据分析时触发。基于世舶科技全国全行业招投标数据 API，覆盖累计3.3亿+招投标信息、年度更新6600万+招投标数据、实时日更新30万+招投标商机,全网招中标智能分析助手。需配置世舶科技 API Key 使用，用于面向全网招中标数据分析，支持从项目列表、公告详情、合同和企业维度做综合判断。当用户需要招投标查询、中标分析、合同公告、拟在建项目、采购单位画像、供应商画像、商机发现、市场趋势或企业招投标数据分析时触发。基于世舶科技全国全行业招投标数据 API，覆盖累计3.3亿+招投标信息、年度更新6600万+招投标数据、实时日更新30万+招投标商机,skillhub,,,39519,0.863
79,peekaboo,clawhub,steipete,,peekaboo,https://clawhub.ai/steipete/skills/peekaboo,upstream,Capture and automate macOS UI with the Peekaboo CLI.,使用 Peekaboo CLI 捕获并自动化 macOS 界面。,clawhub,,31374,31385,0.862
80,national-bid-company-insight,skillhub-cn,精英量界（武汉）工程管理有限公司,,,,single,全国招中标查询与企业洞察。需配置世舶科技 API Key 使用，用于全国招中标查询和企业深度洞察，重点分析企业历史中标、合作客户、区域分布和业务方向。当用户需要招投标查询、中标分析、合同公告、拟在建项目、采购单位画像、供应商画像、商机发现、市场趋势或企业招投标数据分析时触发。基于世舶科技全国全行业招投标数据 API，覆盖累计3.3亿+招投标信息、年度更新6600万+招投标数据、实时日更新30万+招,全国招中标查询与企业洞察。需配置世舶科技 API Key 使用，用于全国招中标查询和企业深度洞察，重点分析企业历史中标、合作客户、区域分布和业务方向。当用户需要招投标查询、中标分析、合同公告、拟在建项目、采购单位画像、供应商画像、商机发现、市场趋势或企业招投标数据分析时触发。基于世舶科技全国全行业招投标数据 API，覆盖累计3.3亿+招投标信息、年度更新6600万+招投标数据、实时日更新30万+招,skillhub,,,39362,0.862
81,sbkj-official-en,skillhub-cn,世舶科技（武汉）有限公司,,,,single,招投标行业情报分析是世舶科技旗下保标招标网提供的招投标数据分析能力，支持按行业、地区、时间、项目分类、采购分类、项目金额等维度，对招标公告、中标公告、合同公告、政府采购、工程建设项目和企业采购数据进行统计分析，帮助用户快速了解招投标市场规模、采购趋势、区域分布、行业热度、客户结构和金额变化。 适用于行业研究、区域市场分析、招投标趋势分析、市场容量评估、客户结构分析、采购需求洞察、竞争格局判断和企业,招投标行业情报分析是世舶科技旗下保标招标网提供的招投标数据分析能力，支持按行业、地区、时间、项目分类、采购分类、项目金额等维度，对招标公告、中标公告、合同公告、政府采购、工程建设项目和企业采购数据进行统计分析，帮助用户快速了解招投标市场规模、采购趋势、区域分布、行业热度、客户结构和金额变化。 适用于行业研究、区域市场分析、招投标趋势分析、市场容量评估、客户结构分析、采购需求洞察、竞争格局判断和企业,skillhub,,,39131,0.861
82,entra-agent-id,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/entra-agent-id,single,,,skills.sh,271989,,,0.861
83,1688-diagnosis,skillhub-cn,福建大泽网络科技有限公司,,,,single,1688店铺全面诊断报告生成。通过 Python 直连 1688 生意参谋 + 工作台 API 采集数据，生成覆盖店铺概况、流量诊断、商品诊断、客户诊断、服务体验、平台配置 7 大维度的 Markdown 诊断报告。当用户提到 1688 诊断、店铺诊断、1688 数据分析、诊断报告、店铺分析、1688 体检 时触发。,1688店铺全面诊断报告生成。通过 Python 直连 1688 生意参谋 + 工作台 API 采集数据，生成覆盖店铺概况、流量诊断、商品诊断、客户诊断、服务体验、平台配置 7 大维度的 Markdown 诊断报告。当用户提到 1688 诊断、店铺诊断、1688 数据分析、诊断报告、店铺分析、1688 体检 时触发。,skillhub,,,38938,0.86
84,ai-toolbox,skillhub-cn,福建大泽网络科技有限公司,,,,single,躺着开店，电商工具箱帮你搞定一切 你的 AI 电商助手。竞品监控、爆款文案、客服话术、数据日报——一个 Skill 搞定开店全流程。,躺着开店，电商工具箱帮你搞定一切 你的 AI 电商助手。竞品监控、爆款文案、客服话术、数据日报——一个 Skill 搞定开店全流程。,skillhub,,,38776,0.858
85,51aic,skillhub-cn,福建大泽网络科技有限公司,,,,single,爱创AI平台（www.51aic.com）电商AI内容创作助手。,爱创AI平台（www.51aic.com）电商AI内容创作助手。,skillhub,,,38677,0.857
86,apple-reminders,clawhub,steipete,,apple-reminders,https://clawhub.ai/steipete/skills/apple-reminders,upstream,"Manage Apple Reminders via the `remindctl` CLI on macOS (list, add, edit, complete, delete). Supports lists, date filters, and JSON/plain output.",通过 macOS 上的 `remindctl` CLI 管理 Apple 提醒事项（列出、添加、编辑、完成、删除），支持列表、日期筛选及 JSON/纯文本输出。,clawhub,,31034,30397,0.856
87,1688shanghuo,skillhub-cn,福建大泽网络科技有限公司,,,,single,1688发品助手。,1688发品助手。,skillhub,,,38470,0.855
88,1688-alibaba-data-fetcher,skillhub-cn,福建大泽网络科技有限公司,,,,single,1688卖家工作台数据抓取，生成运营日报。,1688卖家工作台数据抓取，生成运营日报。,skillhub,,,38206,0.853
89,sbkj-official-sales,skillhub-cn,世舶科技（武汉）有限公司,,,,single,从招标公告、中标结果、采购意向、企业信息和项目数据中发现潜在采购客户，补充项目主体、联系人、采购背景和跟进理由，形成可执行的销售线索清单。适合销售获客、采购线索挖掘、区域商机筛选和项目型销售拓客。通过招投标数据 API 获取日更新招投标数据 30 万+与企业数据 1.2 亿+。,从招标公告、中标结果、采购意向、企业信息和项目数据中发现潜在采购客户，补充项目主体、联系人、采购背景和跟进理由，形成可执行的销售线索清单。适合销售获客、采购线索挖掘、区域商机筛选和项目型销售拓客。通过招投标数据 API 获取日更新招投标数据 30 万+与企业数据 1.2 亿+。,skillhub,,,36907,0.845
90,prisma-database-setup,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-database-setup,single,,,skills.sh,243817,,,0.844
91,supabase,skills.sh,supabase,supabase/agent-skills,,https://www.skills.sh/supabase/agent-skills/supabase,single,,,skills.sh,243416,,,0.843
92,openai-image-gen,clawhub,steipete,,openai-image-gen,https://clawhub.ai/steipete/skills/openai-image-gen,upstream,Batch-generate images via OpenAI Images API. Random prompt sampler + `index.html` gallery.,通过 OpenAI Images API 批量生成图像。支持随机提示词采样，并提供 index.html 图库展示。,clawhub,,25977,30555,0.843
93,prisma-client-api,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-client-api,single,,,skills.sh,243272,,,0.842
94,prisma-cli,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-cli,single,,,skills.sh,241110,,,0.842
95,prisma-postgres,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-postgres,single,,,skills.sh,237242,,,0.838
96,prisma-driver-adapter-implementation,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-driver-adapter-implementation,single,,,skills.sh,232785,,,0.836
97,prisma-upgrade-v7,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-upgrade-v7,single,,,skills.sh,232627,,,0.835
98,sag,clawhub,steipete,,sag,https://clawhub.ai/steipete/skills/sag,upstream,ElevenLabs text-to-speech with mac-style say UX.,具有 Mac 风格 say 交互的 ElevenLabs 语音合成。,clawhub,,28606,28120,0.835
99,prisma-postgres-setup,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-postgres-setup,single,,,skills.sh,231648,,,0.834
100,azure-reliability,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-reliability,single,,,skills.sh,231182,,,0.833
