rank,skill,skill_key,platform,vendor,source_skillssh,slug_clawhub,url,repo_url,install,match,description,description_zh,verified_by,installs_skillssh,downloads_clawhub,downloads_skillhub_cn,pop_score,category,flags
59,hot-topic-content-maker,sh:hot-topic-content-maker,skillhub-cn,乐萱同行科技（深圳）有限公司,,,,,,single,把一个热点，变成今天就能发出去的内容。热点、事件、节日节点由你带来，也可以让它去读抖音热榜、TikTok 与 X 的热搜榜与趋势，或者你报一个话题，让它去搜小红书和抖音上正在发的相关内容，把值得接的话题拉出来做选题——这个热点内容工具会找出真正能跟你的品牌或账号接得上的热点选题与切入角度，把值得你署名的那一个挑出来，再把它制作成完整的一条：封面文案与渲染好的封面图、正文、话题标签、短视频的逐段分镜,把一个热点，变成今天就能发出去的内容。热点、事件、节日节点由你带来，也可以让它去读抖音热榜、TikTok 与 X 的热搜榜与趋势，或者你报一个话题，让它去搜小红书和抖音上正在发的相关内容，把值得接的话题拉出来做选题——这个热点内容工具会找出真正能跟你的品牌或账号接得上的热点选题与切入角度，把值得你署名的那一个挑出来，再把它制作成完整的一条：封面文案与渲染好的封面图、正文、话题标签、短视频的逐段分镜,skillhub,,,90618,0.916,content-creation,
60,live-commerce-script-studio,sh:live-commerce-script-studio,skillhub-cn,乐萱同行科技（深圳）有限公司,,,,,,single,把一份排品清单，变成主播真的能在镜头前照着念的一整场直播脚本。这个直播带货脚本工作流会排出整场分钟级流程表，为每个主推品写出七步讲解话术，配一套涵盖开场、留人、互动、逼单、催单、收尾的十二类照念话术库，并对所有措辞做一遍合规检查；然后把主播和场控真正拿在手上的话术卡、倒计时卡渲染出来，再把那些靠语气而不是靠文字取胜的句子做成示范音。适合抖音、视频号、淘宝、快手、小红书的直播带货，也可以当成直播脚本,把一份排品清单，变成主播真的能在镜头前照着念的一整场直播脚本。这个直播带货脚本工作流会排出整场分钟级流程表，为每个主推品写出七步讲解话术，配一套涵盖开场、留人、互动、逼单、催单、收尾的十二类照念话术库，并对所有措辞做一遍合规检查；然后把主播和场控真正拿在手上的话术卡、倒计时卡渲染出来，再把那些靠语气而不是靠文字取胜的句子做成示范音。适合抖音、视频号、淘宝、快手、小红书的直播带货，也可以当成直播脚本,skillhub,,,87442,0.914,content-creation,
61,azure-hosted-copilot-sdk,ss:microsoft/azure-skills/azure-hosted-copilot-sdk,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-hosted-copilot-sdk,https://github.com/microsoft/azure-skills,npx skills add https://github.com/microsoft/azure-skills --skill azure-hosted-copilot-sdk,single,,,skills.sh,442746,,,0.913,dev-programming,
62,azure-enterprise-infra-planner,ss:microsoft/azure-skills/azure-enterprise-infra-planner,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-enterprise-infra-planner,https://github.com/microsoft/azure-skills,npx skills add https://github.com/microsoft/azure-skills --skill azure-enterprise-infra-planner,single,,,skills.sh,429445,,,0.912,it-ops-security,
63,obsidian,sh:obsidian,skillhub-cn,成都智创未来教育管理合伙企业（有限合伙）,,,,,,single,"Obsidian笔记库即磁盘文件夹,直接管理","Obsidian笔记库即磁盘文件夹,直接管理",skillhub,,,86410,0.912,knowledge-management,
64,azure-kubernetes,ss:microsoft/azure-skills/azure-kubernetes,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-kubernetes,https://github.com/microsoft/azure-skills,npx skills add https://github.com/microsoft/azure-skills --skill azure-kubernetes,single,,,skills.sh,422296,,,0.911,it-ops-security,
65,beatra-ai-video-studio,sh:beatra-ai-video-studio,skillhub-cn,乐萱同行科技（深圳）有限公司,,,,,,single,从一段镜头描述、一张图片、首尾帧、参考素材或已有视频出发，规划并制作短视频。Beatra AI视频工作室支持文生视频、图生视频、参考生视频、首尾帧视频、AI视频编辑和AI视频延长，覆盖产品视频、广告创意、社交短视频、AI空镜素材、转场、揭示和电影感概念镜头。交付后检查动作、主体稳定性、运镜、连续性与发布场景；如果请求或结果包含音频，也一并检查音频，再决定最小有效的修改、延长或重新生成。,从一段镜头描述、一张图片、首尾帧、参考素材或已有视频出发，规划并制作短视频。Beatra AI视频工作室支持文生视频、图生视频、参考生视频、首尾帧视频、AI视频编辑和AI视频延长，覆盖产品视频、广告创意、社交短视频、AI空镜素材、转场、揭示和电影感概念镜头。交付后检查动作、主体稳定性、运镜、连续性与发布场景；如果请求或结果包含音频，也一并检查音频，再决定最小有效的修改、延长或重新生成。,skillhub,,,85323,0.91,design-media,
66,blogwatcher,ch:blogwatcher,clawhub,steipete,,blogwatcher,https://clawhub.ai/steipete/skills/blogwatcher,,openclaw skills install @steipete/blogwatcher,upstream,Monitor blogs and RSS/Atom feeds for updates using the blogwatcher CLI.,使用 blogwatcher CLI 监控博客和 RSS/Atom 订阅源的更新。,clawhub,,44591,53142,0.906,knowledge-management,
67,gemini,ch:gemini,clawhub,steipete,,gemini,https://clawhub.ai/steipete/skills/gemini,,openclaw skills install @steipete/gemini,upstream,"Gemini CLI for one-shot Q&A, summaries, and generation.",Gemini CLI：一键问答、摘要与生成,clawhub,,37841,63011,0.905,knowledge-management,
68,biaoshu-bailian,sh:biaoshu-bailian,skillhub-cn,北京百炼智能科技有限公司,,,,,,single,百炼®标书是一个面向投标场景标书写作的skill，可以帮用户完成四件事：解读招标文件、生成投标文件、审查投标文件合规风险以及标书查重。它适合用自然语言直接写作，用户只要提供文件和需求，就能拿到解读结果、成品标书、审查报告、查重报告。百炼®标书官网:https://biaoshu.zhiliaobiaoxun.com,百炼®标书是一个面向投标场景标书写作的skill，可以帮用户完成四件事：解读招标文件、生成投标文件、审查投标文件合规风险以及标书查重。它适合用自然语言直接写作，用户只要提供文件和需求，就能拿到解读结果、成品标书、审查报告、查重报告。百炼®标书官网:https://biaoshu.zhiliaobiaoxun.com,skillhub,,,76514,0.902,,
69,supabase-postgres-best-practices,ss:supabase/agent-skills/supabase-postgres-best-practices,skills.sh,supabase,supabase/agent-skills,,https://www.skills.sh/supabase/agent-skills/supabase-postgres-best-practices,https://github.com/supabase/agent-skills,npx skills add https://github.com/supabase/agent-skills --skill supabase-postgres-best-practices,single,,,skills.sh,412858,,,0.901,dev-programming,
70,trello,ch:trello,clawhub,steipete,,trello,https://clawhub.ai/steipete/skills/trello,,openclaw skills install @steipete/trello,upstream,"Manage Trello boards, lists, and cards via the Trello REST API.",使用 Trello REST API 管理看板、列表和卡片,clawhub,,43649,51739,0.901,office-efficiency,
71,gongwen-writting-2,sh:gongwen-writting-2,skillhub-cn,四川省熵衍震乾信息技术咨询服务有限公司,,,,,,single,体制内资深办公室主任+管理学博士，自学编程开发的智能公文写作Skill，让所有办公室同仁少掉头发、少加无用的班，材料一稿过关，省下的时间留给自己、享受生活！————————我们能给你带来的核心价值：1、颠覆传统写作：逻辑建模38类公文全链条，特有模板化引导问答模式，分分钟省心生成高质量大稿。--------2、替你“向上管理”：独有审稿人画像机制，文稿一键结构性修改，精准匹配审稿人画像，过稿率提升,体制内资深办公室主任+管理学博士，自学编程开发的智能公文写作Skill，让所有办公室同仁少掉头发、少加无用的班，材料一稿过关，省下的时间留给自己、享受生活！————————我们能给你带来的核心价值：1、颠覆传统写作：逻辑建模38类公文全链条，特有模板化引导问答模式，分分钟省心生成高质量大稿。--------2、替你“向上管理”：独有审稿人画像机制，文稿一键结构性修改，精准匹配审稿人画像，过稿率提升,skillhub,,,76167,0.899,office-efficiency,
72,azure-cost,ss:microsoft/azure-skills/azure-cost,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-cost,https://github.com/microsoft/azure-skills,npx skills add https://github.com/microsoft/azure-skills --skill azure-cost,single,,,skills.sh,397525,,,0.899,it-ops-security,
73,beatra-ai-music-creator,sh:beatra-ai-music-creator,skillhub-cn,乐萱同行科技（深圳）有限公司,,,,,,single,从一个主题、一句歌词、一段画面或参考音频开始，用AI音乐生成和AI作曲制作原创歌曲、歌词成曲、纯音乐、BGM、视频配乐、品牌音乐、广告歌、播客片头、游戏音乐和多语言歌曲。这个AI写歌工作室会先确定曲风、情绪、结构、可唱歌词、人声和编曲方向，再使用 Suno 5.5 或你明确选择的其他模型生成可试听音频。适合AI写歌词、文字生成音乐、背景音乐生成、中文歌、双语歌曲、男女对唱和参考音频改编；生成后试听,从一个主题、一句歌词、一段画面或参考音频开始，用AI音乐生成和AI作曲制作原创歌曲、歌词成曲、纯音乐、BGM、视频配乐、品牌音乐、广告歌、播客片头、游戏音乐和多语言歌曲。这个AI写歌工作室会先确定曲风、情绪、结构、可唱歌词、人声和编曲方向，再使用 Suno 5.5 或你明确选择的其他模型生成可试听音频。适合AI写歌词、文字生成音乐、背景音乐生成、中文歌、双语歌曲、男女对唱和参考音频改编；生成后试听,skillhub,,,76144,0.898,design-media,
74,viral-video-teardown-remake,sh:viral-video-teardown-remake,skillhub-cn,乐萱同行科技（深圳）有限公司,,,,,,single,把一条已经跑出来的短视频，变成你自己的那一条。参考视频可以是文件、截图或你自己的描述，也可以直接粘一个视频链接——抖音、TikTok、小红书、Instagram、YouTube、X 都能读到标题文案、作者、公开数据和评论区留言；YouTube 还支持字幕提取，拿到整段逐字稿。爆款短视频拆解与复刻工作流：逐段拆出钩子、中段节奏和转化引导，判定它属于哪一类脚本结构，说清它到底靠什么跑起来，再把这套骨架,把一条已经跑出来的短视频，变成你自己的那一条。参考视频可以是文件、截图或你自己的描述，也可以直接粘一个视频链接——抖音、TikTok、小红书、Instagram、YouTube、X 都能读到标题文案、作者、公开数据和评论区留言；YouTube 还支持字幕提取，拿到整段逐字稿。爆款短视频拆解与复刻工作流：逐段拆出钩子、中段节奏和转化引导，判定它属于哪一类脚本结构，说清它到底靠什么跑起来，再把这套骨架,skillhub,,,75782,0.897,content-creation,
75,skill-creator,ss:anthropics/skills/skill-creator,skills.sh,anthropics,anthropics/skills,,https://www.skills.sh/anthropics/skills/skill-creator,https://github.com/anthropics/skills,npx skills add https://github.com/anthropics/skills --skill skill-creator,single,,,skills.sh,388435,,,0.896,ai-agent,
76,lingyi-copy-de-ai-human-eval,sh:lingyi-copy-de-ai-human-eval,skillhub-cn,零一裂变（深圳）科技有限公司,,,,,,single,【零一数科·出品】文案去AI味+真人点评（付费版）。把小红书/视频号/公众号/抖音文案改写得像真人写、消除 AI 痕迹降 AI 率，并模拟真实人群画像的读者逐段评估「哪里还像 AI、哪里不像人写」，给出人味打分与残留痕迹定位。别人只改不验，本品改完让真人评估把关。触发词：文案去AI味、社媒文案去AI、去AI味、降AI率、AI去痕、过AI检测、人味改写、真人评估、读者验收、真人试读。,【零一数科·出品】文案去AI味+真人点评（付费版）。把小红书/视频号/公众号/抖音文案改写得像真人写、消除 AI 痕迹降 AI 率，并模拟真实人群画像的读者逐段评估「哪里还像 AI、哪里不像人写」，给出人味打分与残留痕迹定位。别人只改不验，本品改完让真人评估把关。触发词：文案去AI味、社媒文案去AI、去AI味、降AI率、AI去痕、过AI检测、人味改写、真人评估、读者验收、真人试读。,skillhub,,,74101,0.895,content-creation,
77,discord,ch:discord,clawhub,steipete,,discord,https://clawhub.ai/steipete/skills/discord,,openclaw skills install @steipete/discord,upstream,"Use when you need to control Discord from Clawdbot via the discord tool: send messages, react, post or upload stickers, upload emojis, run polls, manage threads/pins/search, fetch permissions or membe",用于通过 Clawdbot 的 discord 工具控制 Discord，包括发送消息、反应、发布或上传贴纸、上传表情符号、创建投票、管理话题/置顶/搜索、获取权限/成员/角色/频道信息，或在私聊/频道中执行管理操作。,clawhub,,39837,48392,0.889,other,
78,lingyi-wx-account-diagnose,sh:lingyi-wx-account-diagnose,skillhub-cn,零一裂变（深圳）科技有限公司,,,,,,single,【零一数科·出品】公众号诊断（付费版）。给自己的号做一次内容体系体检。选题结构分布+更新频率与断更+定位一致性（自述定位 vs 实际写作方向）+内容矩阵健康度四项信号灯+内容支柱与内容缺口+账号普遍偏弱的评分维度+可执行策略建议；可选 HTML 报告。默认只需说出公众号名字，正文与互动指标由服务端自动获取；也可用本地历史文章文件夹，后台导出表格作为可选增强。约 20 点/篇 + 30 点洞察。触发,【零一数科·出品】公众号诊断（付费版）。给自己的号做一次内容体系体检。选题结构分布+更新频率与断更+定位一致性（自述定位 vs 实际写作方向）+内容矩阵健康度四项信号灯+内容支柱与内容缺口+账号普遍偏弱的评分维度+可执行策略建议；可选 HTML 报告。默认只需说出公众号名字，正文与互动指标由服务端自动获取；也可用本地历史文章文件夹，后台导出表格作为可选增强。约 20 点/篇 + 30 点洞察。触发,skillhub,,,69824,0.888,business-ops,
79,model-usage,ch:model-usage,clawhub,steipete,,model-usage,https://clawhub.ai/steipete/skills/model-usage,,openclaw skills install @steipete/model-usage,upstream,"Use CodexBar CLI local cost usage to summarize per-model usage for Codex or Claude, including the current (most recent) model or a full model breakdown. Trigger when asked for model-level usage/cost d",使用 CodexBar CLI 本地成本功能汇总 Codex 或 Claude 的各模型用量，支持当前模型或全模型明细。当查询 CodexBar 模型级用量/成本数据或需要脚本化汇总时触发。,clawhub,,39122,48373,0.887,data-analysis,
80,clawdhub,ch:clawdhub,clawhub,steipete,,clawdhub,https://clawhub.ai/steipete/skills/clawdhub,,openclaw skills install @steipete/clawdhub,upstream,"Use the ClawdHub CLI to search, install, update, and publish agent skills from clawdhub.com. Use when you need to fetch new skills on the fly, sync installed skills to latest or a specific version, or","{""answer"":""使用 ClawdHub CLI 从 clawdhub.com 搜索、安装、更新及发布智能体技能。适用于即时获取新技能、同步至最新或指定版本，或通过 npm 安装的 CLI 发布技能文件夹。""}",clawhub,,37879,46865,0.884,ai-agent,
81,lskj-recommend,sh:lskj-recommend,skillhub-cn,武汉览山科技有限公司,,,,,,single,查询并分析与企业产品或服务匹配的招投标潜在项目、采购意向、招标公告和拟在建项目，获取全量项目列表后按业务匹配度、项目阶段、时效、地区和金额评分，输出 A/B/C 推荐等级、等级汇总、项目详情、采集源网址和跟进建议。用于招投标项目推荐、投标商机筛选、销售线索挖掘、采购机会发现、拟在建项目跟踪和市场拓客；不用于单纯查询指定项目或生成企业研究报告。,查询并分析与企业产品或服务匹配的招投标潜在项目、采购意向、招标公告和拟在建项目，获取全量项目列表后按业务匹配度、项目阶段、时效、地区和金额评分，输出 A/B/C 推荐等级、等级汇总、项目详情、采集源网址和跟进建议。用于招投标项目推荐、投标商机筛选、销售线索挖掘、采购机会发现、拟在建项目跟踪和市场拓客；不用于单纯查询指定项目或生成企业研究报告。,skillhub,,,66129,0.88,business-ops,
82,telehot-bid-compliance-check,sh:telehot-bid-compliance-check,skillhub-cn,江苏天好富兴数据技术有限公司,,,,,,single,用于检验投标文件是否满足招标文件要求，排查废标风险并输出符合性检查报告。当用户要求检查、审查、核对、体检投标文件或标书，比对招标文件与投标文件，排查废标项、符合性问题、响应遗漏或评分点缺失，生成响应矩阵、问题清单或整改清单时使用。输入前提以用户上传的文件为准（上传后先按文件名判定哪些是招标文件、哪些是投标文件，判定不出再按正文骨架识别）：单次输入上限为 1 份招标文件、3 份投标文件，任一侧超出则,用于检验投标文件是否满足招标文件要求，排查废标风险并输出符合性检查报告。当用户要求检查、审查、核对、体检投标文件或标书，比对招标文件与投标文件，排查废标项、符合性问题、响应遗漏或评分点缺失，生成响应矩阵、问题清单或整改清单时使用。输入前提以用户上传的文件为准（上传后先按文件名判定哪些是招标文件、哪些是投标文件，判定不出再按正文骨架识别）：单次输入上限为 1 份招标文件、3 份投标文件，任一侧超出则,skillhub,,,65978,0.879,office-efficiency,
83,apple-notes,ch:apple-notes,clawhub,steipete,,apple-notes,https://clawhub.ai/steipete/skills/apple-notes,,openclaw skills install @steipete/apple-notes,upstream,"Manage Apple Notes via the `memo` CLI on macOS (create, view, edit, delete, search, move, and export notes). Use when a user asks Clawdbot to add a note, list notes, search notes, or manage note folde",在 macOS 上通过 `memo` CLI 管理 Apple Notes（创建、查看、编辑、删除、搜索、移动和导出备忘录）。当用户请求添加、列出、搜索备忘录或管理文件夹时使用。,clawhub,,37761,38235,0.87,knowledge-management,
84,lskj-official-sales,sh:lskj-official-sales,skillhub-cn,武汉览山科技有限公司,,,,,,single,销售线索挖掘，该skill用于从招标、采购意向、中标和企业数据中发现潜在采购客户，补充项目主体、联系人和跟进理由，并形成销售线索清单。用于销售获客、采购线索挖掘、目标客户寻找、区域商机筛选、项目型销售拓客等需求。需配置世舶科技 API Key 使用，面向销售获客、CRM客户商机、采购线索挖掘、区域商机筛选和项目型销售拓展，从招标公告、采购意向、中标公告、候选人公示、合同公告、政府采购、工程建设、企,销售线索挖掘，该skill用于从招标、采购意向、中标和企业数据中发现潜在采购客户，补充项目主体、联系人和跟进理由，并形成销售线索清单。用于销售获客、采购线索挖掘、目标客户寻找、区域商机筛选、项目型销售拓客等需求。需配置世舶科技 API Key 使用，面向销售获客、CRM客户商机、采购线索挖掘、区域商机筛选和项目型销售拓展，从招标公告、采购意向、中标公告、候选人公示、合同公告、政府采购、工程建设、企,skillhub,,,59358,0.867,business-ops,
85,vercel-composition-patterns,ss:vercel-labs/agent-skills/vercel-composition-patterns,skills.sh,vercel-labs,vercel-labs/agent-skills,,https://www.skills.sh/vercel-labs/agent-skills/vercel-composition-patterns,https://github.com/vercel-labs/agent-skills,npx skills add https://github.com/vercel-labs/agent-skills --skill vercel-composition-patterns,single,,,skills.sh,351780,,,0.864,ai-agent,
86,lskj-official-analyze,sh:lskj-official-analyze,skillhub-cn,武汉览山科技有限公司,,,,,,single,按行业、地区、时间、项目分类、采购分类和金额分析招投标及合同数据，输出统计口径、趋势和结构。用于行业研究、区域市场分析、招投标趋势、市场容量观察、客户结构分析和经营决策支持。需配置世舶科技 API Key 使用，面向招投标行业情报、区域市场、价格行情、客户结构和竞争格局分析，覆盖招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项,按行业、地区、时间、项目分类、采购分类和金额分析招投标及合同数据，输出统计口径、趋势和结构。用于行业研究、区域市场分析、招投标趋势、市场容量观察、客户结构分析和经营决策支持。需配置世舶科技 API Key 使用，面向招投标行业情报、区域市场、价格行情、客户结构和竞争格局分析，覆盖招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项,skillhub,,,58298,0.862,data-analysis,
87,airunway-aks-setup,ss:microsoft/azure-skills/airunway-aks-setup,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/airunway-aks-setup,https://github.com/microsoft/azure-skills,npx skills add https://github.com/microsoft/azure-skills --skill airunway-aks-setup,single,,,skills.sh,341356,,,0.861,it-ops-security,
88,qmd,ch:qmd,clawhub,steipete,,qmd,https://clawhub.ai/steipete/skills/qmd,,openclaw skills install @steipete/qmd,upstream,Local search/indexing CLI (BM25 + vectors + rerank) with MCP mode.,本地搜索/索引命令行工具（BM25 + 向量 + 重新排序），支持 MCP 模式,clawhub,,35739,34899,0.856,knowledge-management,
89,lingyi-yunying-diaoyan-baogao,sh:lingyi-yunying-diaoyan-baogao,skillhub-cn,零一裂变（深圳）科技有限公司,,,,,,single,【零一数科·出品】：社媒运营调研报告（付费版）。自动扒竞品社媒打法，一键出调研报告——你只给品牌和关键词，我就能去抖音/视频号采集真实视频素材，现造任务专属分析框架，生成含数据基础、打法拆解、合规话术、可执行建议的 Markdown 报告。适合做社媒运营调研、竞品对标、内容选题与爆款公式提炼。需要 python3 和技能目录 config.json 里的 LY_API_KEY。,【零一数科·出品】：社媒运营调研报告（付费版）。自动扒竞品社媒打法，一键出调研报告——你只给品牌和关键词，我就能去抖音/视频号采集真实视频素材，现造任务专属分析框架，生成含数据基础、打法拆解、合规话术、可执行建议的 Markdown 报告。适合做社媒运营调研、竞品对标、内容选题与爆款公式提炼。需要 python3 和技能目录 config.json 里的 LY_API_KEY。,skillhub,,,55804,0.855,business-ops,
90,entra-agent-id,ss:microsoft/azure-skills/entra-agent-id,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/entra-agent-id,https://github.com/microsoft/azure-skills,npx skills add https://github.com/microsoft/azure-skills --skill entra-agent-id,single,,,skills.sh,315466,,,0.852,ai-agent,
91,lingyi-member-system-setup,sh:lingyi-member-system-setup,skillhub-cn,零一裂变（深圳）科技有限公司,,,,,,single,【零一数科·出品】会员体系搭建（免费版）。为私域用户设计会员体系搭建，产出会员等级成长表、积分获取消耗规则表、权益配置矩阵、积分财务测算表四件套。适用于会员积分体系设计、会员等级阶梯、成长值规则、权益配置、积分获取与消耗、积分财务测算、私域会员运营。,【零一数科·出品】会员体系搭建（免费版）。为私域用户设计会员体系搭建，产出会员等级成长表、积分获取消耗规则表、权益配置矩阵、积分财务测算表四件套。适用于会员积分体系设计、会员等级阶梯、成长值规则、权益配置、积分获取与消耗、积分财务测算、私域会员运营。,skillhub,,,54540,0.852,business-ops,
92,1password,ch:1password,clawhub,steipete,,1password,https://clawhub.ai/steipete/skills/1password,,openclaw skills install @steipete/1password,upstream,"Set up and use 1Password CLI (op). Use when installing the CLI, enabling desktop app integration, signing in (single or multi-account), or reading/injecting/running secrets via op.",设置和使用 1Password CLI (op)。适用于：安装 CLI、启用桌面应用集成、登录（单/多账户）、通过 op 读取/注入/运行密钥。,clawhub,,34365,33506,0.849,it-ops-security,
93,handwritten-newspaper-template-generator-showapi,sh:handwritten-newspaper-template-generator-showapi,skillhub-cn,昆明秀派科技有限公司,,,,,,single,根据主题、年级和画面比例，自动生成符合A4打印标准的手抄报黑白线稿模板；适用于小学手抄报作业辅助、主题黑板报线稿设计、儿童涂色填字模板生成场景,根据主题、年级和画面比例，自动生成符合A4打印标准的手抄报黑白线稿模板；适用于小学手抄报作业辅助、主题黑板报线稿设计、儿童涂色填字模板生成场景,skillhub,,,53127,0.848,design-media,
94,lingyi-cross-domain-synergy-plan,sh:lingyi-cross-domain-synergy-plan,skillhub-cn,零一裂变（深圳）科技有限公司,,,,,,single,【零一数科·出品】公私域联动方案生成（免费版）。梳理公众号、视频号、企微、社群、小程序、商城、线下活动等触点，设计公域种草→私域沉淀→小程序承接→会员成长链路，产出触点地图、承接链路图、渠道优先级、承接期触达 SOP 四件套。适用于公私域触点盘点、私域承接链路设计、渠道优先级评估、新客承接 SOP、公转私沉淀、触点割裂诊断。,【零一数科·出品】公私域联动方案生成（免费版）。梳理公众号、视频号、企微、社群、小程序、商城、线下活动等触点，设计公域种草→私域沉淀→小程序承接→会员成长链路，产出触点地图、承接链路图、渠道优先级、承接期触达 SOP 四件套。适用于公私域触点盘点、私域承接链路设计、渠道优先级评估、新客承接 SOP、公转私沉淀、触点割裂诊断。,skillhub,,,52286,0.845,business-ops,
95,prisma-database-setup,ss:prisma/skills/prisma-database-setup,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-database-setup,https://github.com/prisma/skills,npx skills add https://github.com/prisma/skills --skill prisma-database-setup,single,,,skills.sh,306456,,,0.84,dev-programming,
96,prisma-client-api,ss:prisma/skills/prisma-client-api,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-client-api,https://github.com/prisma/skills,npx skills add https://github.com/prisma/skills --skill prisma-client-api,single,,,skills.sh,306063,,,0.838,dev-programming,
97,bid-data-radar-ai-query,sh:bid-data-radar-ai-query,skillhub-cn,精英量界（武汉）工程管理有限公司,,,,,,single,招投标数据雷达AI查询。需配置世舶科技 API Key 使用，适合把自然语言需求转成招标中标检索条件，围绕关键词、地区、行业、企业名称、采购单位、中标单位、供应商、标的物、项目金额、发布时间、开标时间做多条件搜索和批量发现。覆盖招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目和即将到期项目，可用于AI招投标智能搜索、自然语言,招投标数据雷达AI查询。需配置世舶科技 API Key 使用，适合把自然语言需求转成招标中标检索条件，围绕关键词、地区、行业、企业名称、采购单位、中标单位、供应商、标的物、项目金额、发布时间、开标时间做多条件搜索和批量发现。覆盖招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目和即将到期项目，可用于AI招投标智能搜索、自然语言,skillhub,,,50815,0.837,knowledge-management,
98,prisma-cli,ss:prisma/skills/prisma-cli,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-cli,https://github.com/prisma/skills,npx skills add https://github.com/prisma/skills --skill prisma-cli,single,,,skills.sh,303680,,,0.837,dev-programming,
99,tmux,ch:tmux,clawhub,steipete,,tmux,https://clawhub.ai/steipete/skills/tmux,,openclaw skills install @steipete/tmux,upstream,Remote-control tmux sessions for interactive CLIs by sending keystrokes and scraping pane output.,通过发送按键并抓取面板输出，远程控制 tmux 会话，实现交互式命令行。,clawhub,,32365,31810,0.836,it-ops-security,
100,prisma-postgres,ss:prisma/skills/prisma-postgres,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-postgres,https://github.com/prisma/skills,npx skills add https://github.com/prisma/skills --skill prisma-postgres,single,,,skills.sh,299261,,,0.834,dev-programming,
