rank,slug,canonical_name,downloads,installs,stars,source,category,publisher,publisher_verified,certified_name,upstream_url,created_at,updated_at,version,description,description_zh
185,zhongcao-cover-maker,@beatra-ai/zhongcao-cover-maker,1955,0,5,enterprise,design-media,beatra,true,乐萱同行科技（深圳）有限公司,,2026-08-12,2026-08-19,0.1.4,将一张照片、一个选题想法或已认可的草稿转化为高点击率的小红书封面和配图。这款 AI封面生成器制作竖版 3:4 小红书图文封面，搭配干净背景、突出焦点构图和预留文字区域，覆盖美妆、美食、穿搭、旅行和知识科普内容。从一张实拍照片生成高点击封面、OOTD 穿搭配图、美食摄影封面、好物推荐视觉和生活笔记插画，也可以从选题描述出发生成封面概念，或在已认可封面上做定向精修，完成可发布的成品。,将一张照片、一个选题想法或已认可的草稿转化为高点击率的小红书封面和配图。这款 AI封面生成器制作竖版 3:4 小红书图文封面，搭配干净背景、突出焦点构图和预留文字区域，覆盖美妆、美食、穿搭、旅行和知识科普内容。从一张实拍照片生成高点击封面、OOTD 穿搭配图、美食摄影封面、好物推荐视觉和生活笔记插画，也可以从选题描述出发生成封面概念，或在已认可封面上做定向精修，完成可发布的成品。
186,zhongcao-beauty-note-maker,@beatra-ai/zhongcao-beauty-note-maker,1931,0,4,enterprise,content-creation,beatra,true,乐萱同行科技（深圳）有限公司,,2026-08-12,2026-08-19,0.1.1,使用 AI 将美妆护肤商品信息、使用步骤、肤质、使用场景和受众信息制作成小红书美妆笔记、小红书护肤笔记和美妆种草文案。生成 3:4 图文方案、测评结构、上妆或使用场景文案、标题备选、首图文字、相关话题和自然的评论互动引导，适用于彩妆、护肤、洗护、身体护理、日常流程、产品对比和好物推荐。,使用 AI 将美妆护肤商品信息、使用步骤、肤质、使用场景和受众信息制作成小红书美妆笔记、小红书护肤笔记和美妆种草文案。生成 3:4 图文方案、测评结构、上妆或使用场景文案、标题备选、首图文字、相关话题和自然的评论互动引导，适用于彩妆、护肤、洗护、身体护理、日常流程、产品对比和好物推荐。
187,creator-account-teardown,@beatra-ai/creator-account-teardown,1911,0,4,enterprise,business-ops,beatra,true,乐萱同行科技（深圳）有限公司,,2026-08-12,2026-08-19,0.1.1,把一个账号拆开，拿走一套能照着起号的模板。你手上有什么就给什么——主页截图、简介、复制过来的近期作品列表和它们的播放、点赞、评论数、几条文案——账号拆解与账号诊断工作流据此读出它的账号定位、真正在对话的人群、内容矩阵、爆款作品反复复用的开头钩子与结构，以及更新节奏，再把这些整理成你自己的起号模板：一句账号定位、一版简介、按内容支柱和形式排布的内容矩阵与更新节奏、一条可复用的爆款公式，还有开局十条的,把一个账号拆开，拿走一套能照着起号的模板。你手上有什么就给什么——主页截图、简介、复制过来的近期作品列表和它们的播放、点赞、评论数、几条文案——账号拆解与账号诊断工作流据此读出它的账号定位、真正在对话的人群、内容矩阵、爆款作品反复复用的开头钩子与结构，以及更新节奏，再把这些整理成你自己的起号模板：一句账号定位、一版简介、按内容支柱和形式排布的内容矩阵与更新节奏、一条可复用的爆款公式，还有开局十条的
188,talking-avatar-video,@beatra-ai/talking-avatar-video,1902,0,4,enterprise,design-media,beatra,true,乐萱同行科技（深圳）有限公司,,2026-08-07,2026-08-19,0.1.6,用一张人像和一段短脚本或语音，制作有明确讲述内容的数字人口播视频。可使用现成录音，也可以先选择音色，把脚本生成旁白，让画面中的人物随声音完成稳定、自然的口播。适合 AI 主播、虚拟主播视频、数字人讲解、让照片说话、照片说话视频、产品讲解视频、数字人培训视频、公告和社交口播，并在交付后检查人物一致性、声音清晰度、口型同步和动作稳定性。,用一张人像和一段短脚本或语音，制作有明确讲述内容的数字人口播视频。可使用现成录音，也可以先选择音色，把脚本生成旁白，让画面中的人物随声音完成稳定、自然的口播。适合 AI 主播、虚拟主播视频、数字人讲解、让照片说话、照片说话视频、产品讲解视频、数字人培训视频、公告和社交口播，并在交付后检查人物一致性、声音清晰度、口型同步和动作稳定性。
189,marketplace-main-image-preflight,@beatra-ai/marketplace-main-image-preflight,1901,0,4,enterprise,business-ops,beatra,true,乐萱同行科技（深圳）有限公司,,2026-08-09,2026-08-19,0.1.2,为亚马逊（Amazon）、Shopify、Etsy 等目标站点准备一张更干净的商品主图。这个跨境电商主图预检工具会围绕你指定的站点、地区和类目整理上架要求，生成可追溯的主图预检卡，并对背景、边缘、杂物或构图完成一次定点修图。适合亚马逊主图检查与 Amazon 白底图要求核对、主图合规检查、Listing 上架准备、产品图精修和多站点商品图调整。,为亚马逊（Amazon）、Shopify、Etsy 等目标站点准备一张更干净的商品主图。这个跨境电商主图预检工具会围绕你指定的站点、地区和类目整理上架要求，生成可追溯的主图预检卡，并对背景、边缘、杂物或构图完成一次定点修图。适合亚马逊主图检查与 Amazon 白底图要求核对、主图合规检查、Listing 上架准备、产品图精修和多站点商品图调整。
190,bilibili-video-storyboard,@beatra-ai/bilibili-video-storyboard,1896,0,4,enterprise,content-creation,beatra,true,乐萱同行科技（深圳）有限公司,,2026-08-09,2026-08-19,0.1.2,使用 AI 将 B站选题、标题、视频大纲或完整脚本制作成 B站视频分镜、B站分镜头脚本、B站镜头表和 B站视频脚本。围绕开场钩子、章节推进、讲解与演示、口播、转场、B-roll 和收尾互动，规划镜头、景别、构图、机位、运镜、时长与声音提示，并为知识讲解、评测、教程、Vlog、游戏、动画和创意视频制作一至四张关键分镜图。,使用 AI 将 B站选题、标题、视频大纲或完整脚本制作成 B站视频分镜、B站分镜头脚本、B站镜头表和 B站视频脚本。围绕开场钩子、章节推进、讲解与演示、口播、转场、B-roll 和收尾互动，规划镜头、景别、构图、机位、运镜、时长与声音提示，并为知识讲解、评测、教程、Vlog、游戏、动画和创意视频制作一至四张关键分镜图。
191,zhongcao-ootd-lookbook-maker,@beatra-ai/zhongcao-ootd-lookbook-maker,1896,0,4,enterprise,content-creation,beatra,true,乐萱同行科技（深圳）有限公司,,2026-08-12,2026-08-19,0.1.3,把穿搭照片或搭配灵感制作成一套小红书 OOTD Lookbook、穿搭图文和种草图。围绕同一套穿搭，完成竖版 3:4 封面、全身穿搭图、搭配细节图和生活方式场景图，再整理标题灵感、文案角度和标签。这个 AI 穿搭图制作器适合小红书穿搭笔记、小红书 OOTD、穿搭图、OOTD 穿搭、种草图、服装推荐图、穿搭照片、风格日记和品牌种草内容。,把穿搭照片或搭配灵感制作成一套小红书 OOTD Lookbook、穿搭图文和种草图。围绕同一套穿搭，完成竖版 3:4 封面、全身穿搭图、搭配细节图和生活方式场景图，再整理标题灵感、文案角度和标签。这个 AI 穿搭图制作器适合小红书穿搭笔记、小红书 OOTD、穿搭图、OOTD 穿搭、种草图、服装推荐图、穿搭照片、风格日记和品牌种草内容。
192,ip-character-consistency-studio,@beatra-ai/ip-character-consistency-studio,1893,0,5,enterprise,design-media,beatra,true,乐萱同行科技（深圳）有限公司,,2026-08-09,2026-08-18,0.1.2,根据角色设定和一至四张有序参考图，制作可持续复用的 AI IP 角色形象包。通过角色设定图、角色参考图、头像、半身、全身、表情、姿势和内容场景，整理角色外貌、服装、配色与标志元素，适合漫画、绘本、游戏概念、短视频、品牌吉祥物和内容系列持续出图。,根据角色设定和一至四张有序参考图，制作可持续复用的 AI IP 角色形象包。通过角色设定图、角色参考图、头像、半身、全身、表情、姿势和内容场景，整理角色外貌、服装、配色与标志元素，适合漫画、绘本、游戏概念、短视频、品牌吉祥物和内容系列持续出图。
193,voice-cloning-studio,@beatra-ai/voice-cloning-studio,1891,0,4,enterprise,design-media,beatra,true,乐萱同行科技（深圳）有限公司,,2026-08-07,2026-08-19,0.1.7,这是一个 AI 声音克隆工作室和声音克隆工具，可用单人清晰语音样本完成 AI 声音克隆、语音克隆和自定义 AI 声音制作，创建可反复使用的个人专属音色或品牌声音。适合克隆自己的声音、从样本制作音色，并用于旁白、课程、产品故事、客户通知、系列内容和品牌声音；创建前查看样本质量、音色名称与当前费用，成功后用短句完成声音克隆试听。,这是一个 AI 声音克隆工作室和声音克隆工具，可用单人清晰语音样本完成 AI 声音克隆、语音克隆和自定义 AI 声音制作，创建可反复使用的个人专属音色或品牌声音。适合克隆自己的声音、从样本制作音色，并用于旁白、课程、产品故事、客户通知、系列内容和品牌声音；创建前查看样本质量、音色名称与当前费用，成功后用短句完成声音克隆试听。
194,wechat-article-visual-story,@beatra-ai/wechat-article-visual-story,1890,0,5,enterprise,content-creation,beatra,true,乐萱同行科技（深圳）有限公司,,2026-08-11,2026-08-19,0.1.2,文章和配图，一次做完。给出选题、要推的东西和写给谁——这个公众号图文工作流会给出为信息流写的候选标题、摘要一句话，以及一篇按人在手机上真实阅读方式组织的完整正文；然后把 2.35:1 封面和一整组内文配图渲染出来，整组从头到尾保持同一套视觉。适合公众号文章创作、公众号爆款图文与推文生产、品牌与产品软文、长图文种草、创始人与专家专栏、客户案例，以及任何「文案和配图必须一起出、不能来回交接」的长图文全,文章和配图，一次做完。给出选题、要推的东西和写给谁——这个公众号图文工作流会给出为信息流写的候选标题、摘要一句话，以及一篇按人在手机上真实阅读方式组织的完整正文；然后把 2.35:1 封面和一整组内文配图渲染出来，整组从头到尾保持同一套视觉。适合公众号文章创作、公众号爆款图文与推文生产、品牌与产品软文、长图文种草、创始人与专家专栏、客户案例，以及任何「文案和配图必须一起出、不能来回交接」的长图文全
195,ai-photo-cleanup-studio,@beatra-ai/ai-photo-cleanup-studio,1887,0,4,enterprise,design-media,beatra,true,乐萱同行科技（深圳）有限公司,,2026-08-10,2026-08-19,0.1.2,指出要去掉的东西，还你一张没有它的照片。这个 AI 图片消除工具能去掉旅游照背后的路人、人像边上入镜的陌生人、街景里的垃圾桶和路障、产品图里多出来的手和反光，以及房间里的杂物，空出来的地方按画面周围补上，接得住原来的地面、墙面和天空。修哪块你说了算，你在意的人和主体不会被一起去掉；整个修图过程就用手上这张照片，做完先看再发。,指出要去掉的东西，还你一张没有它的照片。这个 AI 图片消除工具能去掉旅游照背后的路人、人像边上入镜的陌生人、街景里的垃圾桶和路障、产品图里多出来的手和反光，以及房间里的杂物，空出来的地方按画面周围补上，接得住原来的地面、墙面和天空。修哪块你说了算，你在意的人和主体不会被一起去掉；整个修图过程就用手上这张照片，做完先看再发。
196,ai-photo-restyler,@beatra-ai/ai-photo-restyler,1880,0,4,enterprise,design-media,beatra,true,乐萱同行科技（深圳）有限公司,,2026-08-10,2026-08-19,0.1.2,把一张照片转成漫画风、动漫风、卡通、水彩、手绘、黏土或 3D 角色画风，同时保住人物、宠物或商品的辨识度。这个 AI 照片转绘、照片转漫画工具从你自己的图出发，加一张画风参考图做风格迁移，配色、线条和上色方式都照着走，让自拍、人像、宠物照、商品图或旅行照变成二次元插画风作品，用在社交头像、朋友圈配图、表情包素材、海报和周边上，第一张满意之后整批照片都按同一画风出。,把一张照片转成漫画风、动漫风、卡通、水彩、手绘、黏土或 3D 角色画风，同时保住人物、宠物或商品的辨识度。这个 AI 照片转绘、照片转漫画工具从你自己的图出发，加一张画风参考图做风格迁移，配色、线条和上色方式都照着走，让自拍、人像、宠物照、商品图或旅行照变成二次元插画风作品，用在社交头像、朋友圈配图、表情包素材、海报和周边上，第一张满意之后整批照片都按同一画风出。
197,wechat-moments-poster-maker,@beatra-ai/wechat-moments-poster-maker,1879,0,4,enterprise,design-media,beatra,true,乐萱同行科技（深圳）有限公司,,2026-08-09,2026-08-19,0.1.1,使用 AI 将活动主题、促销信息、产品图、品牌素材或参考图制作成朋友圈海报、微信朋友圈海报、朋友圈宣传图和朋友圈配图。打造适合朋友圈分享的方图或竖版营销海报，突出活动、产品、优惠或品牌信息，覆盖新品发布、活动邀请、促销、招聘、节日问候、社群通知和客户运营；已选海报还可继续精修并保持品牌视觉方向。,使用 AI 将活动主题、促销信息、产品图、品牌素材或参考图制作成朋友圈海报、微信朋友圈海报、朋友圈宣传图和朋友圈配图。打造适合朋友圈分享的方图或竖版营销海报，突出活动、产品、优惠或品牌信息，覆盖新品发布、活动邀请、促销、招聘、节日问候、社群通知和客户运营；已选海报还可继续精修并保持品牌视觉方向。
198,ai-multilingual-dubbing,@beatra-ai/ai-multilingual-dubbing,1878,0,4,enterprise,design-media,beatra,true,乐萱同行科技（深圳）有限公司,,2026-08-07,2026-08-19,0.1.7,根据各语言口播稿制作 AI 多语言配音和多语言旁白，适合出海视频、产品发布、海外营销、跨境电商视频、课程培训和短剧译制项目。先按市场和片段整理文案，再为每种语言选择合适声音，用代表片段试听读音、语气、节奏和时长，交付清晰可审听的音频。可用于 AI 视频翻译配音、视频本地化配音、多语种配音、课程多语言配音、多语种语音合成和中英日配音；旁白音频按市场、语言和片段整理，方便继续完成视频翻译、口型同步、成,根据各语言口播稿制作 AI 多语言配音和多语言旁白，适合出海视频、产品发布、海外营销、跨境电商视频、课程培训和短剧译制项目。先按市场和片段整理文案，再为每种语言选择合适声音，用代表片段试听读音、语气、节奏和时长，交付清晰可审听的音频。可用于 AI 视频翻译配音、视频本地化配音、多语种配音、课程多语言配音、多语种语音合成和中英日配音；旁白音频按市场、语言和片段整理，方便继续完成视频翻译、口型同步、成
199,cover-performance-preflight,@beatra-ai/cover-performance-preflight,1877,0,4,enterprise,design-media,beatra,true,乐萱同行科技（深圳）有限公司,,2026-08-09,2026-08-19,0.1.2,上传已有的视频缩略图、社交媒体封面、文章首图或播客封面，获得可执行的封面发布前检查和封面修改建议。AI封面诊断围绕影响点击率的视觉钩子、焦点层级、标题与画面匹配、文字安全区、手机缩略图可读性和裁切适配给出修改方向，并制作两到三版封面候选，适用于抖音封面、视频号封面、B站封面、小红书封面、公众号封面的发布前优化与对比，以及 YouTube 和播客封面发布前检查。,上传已有的视频缩略图、社交媒体封面、文章首图或播客封面，获得可执行的封面发布前检查和封面修改建议。AI封面诊断围绕影响点击率的视觉钩子、焦点层级、标题与画面匹配、文字安全区、手机缩略图可读性和裁切适配给出修改方向，并制作两到三版封面候选，适用于抖音封面、视频号封面、B站封面、小红书封面、公众号封面的发布前优化与对比，以及 YouTube 和播客封面发布前检查。
200,taobao-main-video-maker,@beatra-ai/taobao-main-video-maker,1876,0,5,enterprise,design-media,beatra,true,乐萱同行科技（深圳）有限公司,,2026-08-10,2026-08-18,0.1.1,使用 AI 将商品图、商品卖点和品牌素材制作成淘宝主图视频、天猫主图视频、商品主图视频和宝贝主图视频。围绕淘宝商品详情页、天猫商品页、电商主图视频、新品上架和大促活动，呈现商品主体、细节或使用场景和干净收尾，打造适合商品浏览的电商商品视频。,使用 AI 将商品图、商品卖点和品牌素材制作成淘宝主图视频、天猫主图视频、商品主图视频和宝贝主图视频。围绕淘宝商品详情页、天猫商品页、电商主图视频、新品上架和大促活动，呈现商品主体、细节或使用场景和干净收尾，打造适合商品浏览的电商商品视频。
201,publish-preflight-studio,@beatra-ai/publish-preflight-studio,1862,0,4,enterprise,content-creation,beatra,true,乐萱同行科技（深圳）有限公司,,2026-08-11,2026-08-19,0.1.1,在发出去之前先查一遍，并且把查出来的问题直接改掉。把正文、标题、口播稿、封面文字或话题标签贴过来——这个发布前内容预检会对照广告法极限词与各监管品类的功效表述规则逐句筛查，每一条命中都给出可直接替换的写法；再按你写给谁把这条内容读一遍，点名是哪一句让哪类读者划走；然后给钩子强度和转发理由打分，并附上打分依据；最后交回改好的文案，并按修正后的文案把封面渲染出来。适合发布前内容质检与文案质检、广告法合,在发出去之前先查一遍，并且把查出来的问题直接改掉。把正文、标题、口播稿、封面文字或话题标签贴过来——这个发布前内容预检会对照广告法极限词与各监管品类的功效表述规则逐句筛查，每一条命中都给出可直接替换的写法；再按你写给谁把这条内容读一遍，点名是哪一句让哪类读者划走；然后给钩子强度和转发理由打分，并附上打分依据；最后交回改好的文案，并按修正后的文案把封面渲染出来。适合发布前内容质检与文案质检、广告法合
202,audio-drama-voice-studio,@beatra-ai/audio-drama-voice-studio,1861,0,4,enterprise,design-media,beatra,true,乐萱同行科技（深圳）有限公司,,2026-08-10,2026-08-19,0.1.2,把剧本里的每个角色分配一个专属音色，整场对白按剧本顺序逐句配好，编号交付，可以直接拖进剪辑软件。这个 AI 多角色配音工具把剧本变成一整场角色配音，适合广播剧、有声剧、有声小说、剧本配音、对话配音、双人播客、课程情景对话和多角色广告：先定好谁是谁——年龄、性格、几个角色之间要拉开多少距离——旁白也能单独占一个音色；之后想改哪一句，就只重录那一句。,把剧本里的每个角色分配一个专属音色，整场对白按剧本顺序逐句配好，编号交付，可以直接拖进剪辑软件。这个 AI 多角色配音工具把剧本变成一整场角色配音，适合广播剧、有声剧、有声小说、剧本配音、对话配音、双人播客、课程情景对话和多角色广告：先定好谁是谁——年龄、性格、几个角色之间要拉开多少距离——旁白也能单独占一个音色；之后想改哪一句，就只重录那一句。
203,zhongcao-local-business-note-maker,@beatra-ai/zhongcao-local-business-note-maker,1858,0,4,enterprise,content-creation,beatra,true,乐萱同行科技（深圳）有限公司,,2026-08-12,2026-08-19,0.1.1,把门头照、店内或服务照片、商家信息或品牌参考制作成小红书本地生活笔记、本地生活配图、小红书门店种草图和小红书探店配图。围绕门店外观首图、门店或服务亮点和到店信息展示区，完成风格统一的竖版 3:4 小红书门店推广图，并整理标题灵感、文案角度和标签，适合零售店、美业门店、工作室、健身房、民宿、展览、景点和快闪活动，以及小红书同城笔记。,把门头照、店内或服务照片、商家信息或品牌参考制作成小红书本地生活笔记、本地生活配图、小红书门店种草图和小红书探店配图。围绕门店外观首图、门店或服务亮点和到店信息展示区，完成风格统一的竖版 3:4 小红书门店推广图，并整理标题灵感、文案角度和标签，适合零售店、美业门店、工作室、健身房、民宿、展览、景点和快闪活动，以及小红书同城笔记。
204,zhongcao-food-note-maker,@beatra-ai/zhongcao-food-note-maker,1857,0,5,enterprise,content-creation,beatra,true,乐萱同行科技（深圳）有限公司,,2026-08-12,2026-08-19,0.1.1,把菜品照片、探店主题或餐厅氛围参考制作成一套小红书美食图、小红书探店配图和小红书菜品图。围绕一道主打菜或一次探店体验，完成竖版 3:4 首图、菜品特写、餐桌氛围图和推荐细节图，并整理标题灵感、食记文案角度和标签，适合餐厅探店、新店探店、美食种草、菜单上新、咖啡甜品和城市美食笔记。,把菜品照片、探店主题或餐厅氛围参考制作成一套小红书美食图、小红书探店配图和小红书菜品图。围绕一道主打菜或一次探店体验，完成竖版 3:4 首图、菜品特写、餐桌氛围图和推荐细节图，并整理标题灵感、食记文案角度和标签，适合餐厅探店、新店探店、美食种草、菜单上新、咖啡甜品和城市美食笔记。
205,zhongcao-carousel-maker,@beatra-ai/zhongcao-carousel-maker,1855,0,4,enterprise,design-media,beatra,true,乐萱同行科技（深圳）有限公司,,2026-08-12,2026-08-18,0.1.1,使用 AI 将笔记选题、内容大纲、商品信息、照片或风格参考转为小红书轮播图、小红书图文和小红书多图笔记。依照封面钩子、内容顺序和统一视觉方向制作 3:4 图文配图，预留标题区域，适用于种草、教程、好物测评、美食、穿搭、旅行攻略和知识卡片。,使用 AI 将笔记选题、内容大纲、商品信息、照片或风格参考转为小红书轮播图、小红书图文和小红书多图笔记。依照封面钩子、内容顺序和统一视觉方向制作 3:4 图文配图，预留标题区域，适用于种草、教程、好物测评、美食、穿搭、旅行攻略和知识卡片。
206,bilibili-thumbnail-maker,@beatra-ai/bilibili-thumbnail-maker,1853,0,4,enterprise,design-media,beatra,true,乐萱同行科技（深圳）有限公司,,2026-08-09,2026-08-19,0.1.1,使用 AI 将视频选题、标题、脚本、关键帧、人物照、商品图或参考图制作成 B站封面、B站视频封面、哔哩哔哩封面和可发布的 B站缩略图。打造主体明确、层级清晰、适合缩略图浏览的封面视觉与标题留白，覆盖知识讲解、数码评测、生活Vlog、游戏、美食、影视与娱乐内容；也可将已选封面精修为账号系列风格。,使用 AI 将视频选题、标题、脚本、关键帧、人物照、商品图或参考图制作成 B站封面、B站视频封面、哔哩哔哩封面和可发布的 B站缩略图。打造主体明确、层级清晰、适合缩略图浏览的封面视觉与标题留白，覆盖知识讲解、数码评测、生活Vlog、游戏、美食、影视与娱乐内容；也可将已选封面精修为账号系列风格。
207,tencentcloud-ocr-questionmarkagent,@tencent-adm/tencentcloud-ocr-questionmarkagent,1853,235,3,enterprise,ai-agent,腾讯云文字识别团队,true,腾讯科技（深圳）有限公司,,2026-03-09,2026-08-19,1.0.3,"腾讯云试题批改Agent(SubmitQuestionMarkAgentJob/DescribeQuestionMarkAgentJob)接口调用技能。当用户需要对试卷图片或试题图片中的K12试卷或试题进行自动批改、手写答案识别、知识点分析时,应使用此技能。支持整卷图片批改和单题图片批改,提供题目切题、正误判定、...","腾讯云试题批改Agent(SubmitQuestionMarkAgentJob/DescribeQuestionMarkAgentJob)接口调用技能。当用户需要对试卷图片或试题图片中的K12试卷或试题进行自动批改、手写答案识别、知识点分析时,应使用此技能。支持整卷图片批改和单题图片批改,提供题目切题、正误判定、..."
208,ad-technical-analysis,@org-rwhv0nty/ad-technical-analysis,1852,0,2,enterprise,data-analysis,中国银河证券,true,中国银河证券股份有限公司,,2026-06-02,2026-08-19,1.0.8,"中国银河证券星耀数智A股技术指标计算工具。当用户需要计算A股股票的技术指标时使用此技能。支持56个技术指标的计算，涵盖超买超卖、趋势、能量、成交量、均线、路径、其他共7大类。包括MACD、KDJ、RSI、布林线、均线系统、DMI、TRIX、SAR等。本技能仅提供技术指标的数值计算结果，不包含任何买卖信号或投资建议。即使用户没有明确提到""技术指标""，只要涉及A股技术指标计算、KDJ、RSI、MACD","中国银河证券星耀数智A股技术指标计算工具。当用户需要计算A股股票的技术指标时使用此技能。支持56个技术指标的计算，涵盖超买超卖、趋势、能量、成交量、均线、路径、其他共7大类。包括MACD、KDJ、RSI、布林线、均线系统、DMI、TRIX、SAR等。本技能仅提供技术指标的数值计算结果，不包含任何买卖信号或投资建议。即使用户没有明确提到""技术指标""，只要涉及A股技术指标计算、KDJ、RSI、MACD"
209,product-video-studio,@beatra-ai/product-video-studio,1848,0,6,enterprise,design-media,beatra,true,乐萱同行科技（深圳）有限公司,,2026-08-09,2026-08-18,0.1.1,上传一张商品图，生成一条会说话的竖屏带货视频。这个商品视频生成与带货短视频制作工具，从你手里那张图出发——先做成 9:16 的竖屏首帧，再根据图上看得见的细节和你提供的商品信息写好口播文案，选一个合适的声音配上，直接出一条可以发布的成片。适合新品上架、商品主图视频、种草短视频、门店推广，以及把随手拍的商品照片变成一条能带货的视频——不用拍摄、不用请人、不用剪辑。,上传一张商品图，生成一条会说话的竖屏带货视频。这个商品视频生成与带货短视频制作工具，从你手里那张图出发——先做成 9:16 的竖屏首帧，再根据图上看得见的细节和你提供的商品信息写好口播文案，选一个合适的声音配上，直接出一条可以发布的成片。适合新品上架、商品主图视频、种草短视频、门店推广，以及把随手拍的商品照片变成一条能带货的视频——不用拍摄、不用请人、不用剪辑。
210,xiezuowenfengfukedashi,@laoxi/xiezuowenfengfukedashi,1803,0,9,enterprise,content-creation,劳希,true,上海劳希科技有限公司,,2026-08-17,2026-08-19,1.0.0,深度解析文本中的语言习惯、叙事结构、表达节奏与思维方式，提炼稳定且可复用的个人写作风格模型，并将其应用于新的写作任务。支持多文本风格分析、风格特征建模、场景化写作、风格一致性验证与持续迭代，让 AI 不只是“模仿表面语气”，而是真正理解并复现一种独特的写作方式。,深度解析文本中的语言习惯、叙事结构、表达节奏与思维方式，提炼稳定且可复用的个人写作风格模型，并将其应用于新的写作任务。支持多文本风格分析、风格特征建模、场景化写作、风格一致性验证与持续迭代，让 AI 不只是“模仿表面语气”，而是真正理解并复现一种独特的写作方式。
211,patent-review,@org-aqs3srg8/patent-review,1797,0,7,enterprise,professional,深圳市点铁深科技有限公司,true,深圳市点铁深科技有限公司,,2026-06-16,2026-08-19,1.0.2,"专利申请文件核稿技能。对用户提供的专利申请文件（权利要求书、说明书、摘要）进行全面三阶段核查，输出结构化核稿意见通知书。This skill should be used when the user asks to review, check, or audit a patent application document (专利核稿、专利审查、权利要求核查、说明书核查、专利文件质检).","专利申请文件核稿技能。对用户提供的专利申请文件（权利要求书、说明书、摘要）进行全面三阶段核查，输出结构化核稿意见通知书。This skill should be used when the user asks to review, check, or audit a patent application document (专利核稿、专利审查、权利要求核查、说明书核查、专利文件质检)."
212,ad-fundamental-analysis,@org-rwhv0nty/ad-fundamental-analysis,1774,0,2,enterprise,professional,中国银河证券,true,中国银河证券股份有限公司,,2026-06-02,2026-08-19,1.0.8,"中国银河证券星耀数智A股基本面指标分析技能。当用户需要进行A股基本面分析、财务指标计算、盈利能力/成长性/估值/安全性等指标分析时使用此技能。支持90个基本面指标的计算，涵盖盈利能力、成长指标、营运效率、盈余质量、安全性、公司治理、估值、股东、规模共9大类。即使用户没有明确提到""基本面指标""，只要涉及A股财务分析、指标计算、ROE/PE/PB等指标分析，都应该使用此技能。","中国银河证券星耀数智A股基本面指标分析技能。当用户需要进行A股基本面分析、财务指标计算、盈利能力/成长性/估值/安全性等指标分析时使用此技能。支持90个基本面指标的计算，涵盖盈利能力、成长指标、营运效率、盈余质量、安全性、公司治理、估值、股东、规模共9大类。即使用户没有明确提到""基本面指标""，只要涉及A股财务分析、指标计算、ROE/PE/PB等指标分析，都应该使用此技能。"
213,ad-factor-analysis,@org-rwhv0nty/ad-factor-analysis,1768,0,5,enterprise,professional,中国银河证券,true,中国银河证券股份有限公司,,2026-06-02,2026-08-19,1.0.8,中国银河证券星耀数智的因子分析框架。支持单因子分析（预处理+IC/回归/分层三大方法+拥挤度）和多因子合成（共线性检测+正交化+8种加权+打分），自动生成可视化HTML报告。涉及因子检验、因子有效性、因子合成、因子加权、因子正交化、因子打分、IC分析、分层回测、因子拥挤度、多因子选股、因子组合、因子共线性、因子降维等场景时使用。,中国银河证券星耀数智的因子分析框架。支持单因子分析（预处理+IC/回归/分层三大方法+拥挤度）和多因子合成（共线性检测+正交化+8种加权+打分），自动生成可视化HTML报告。涉及因子检验、因子有效性、因子合成、因子加权、因子正交化、因子打分、IC分析、分层回测、因子拥挤度、多因子选股、因子组合、因子共线性、因子降维等场景时使用。
214,mermaid-diagram,,1732,0,0,enterprise,dev-programming,,false,,,2026-08-14,2026-08-19,1.0.3,"生成有效Mermaid图,流程/时序/思维导图/ER图。Generate valid Mermaid diagrams like flowcharts,","生成有效Mermaid图,流程/时序/思维导图/ER图。Generate valid Mermaid diagrams like flowcharts,"
215,lingxi-financialsearch-skill,@org-gaflu0dl/lingxi-financialsearch-skill,1718,89,4,enterprise,professional,国泰海通证券,true,国泰海通证券股份有限公司,,2026-04-20,2026-08-19,1.0.4,国泰海通金融数据查询skill，通过自然语言查询A股实时行情、公司基本信息、F10财务数据、个股技术指标等金融数据，只能查询A股基础行情，遵循沪深交易所行情转发规则，不提供研报数据，仅提供授权范围内基础行情数据。当用户查询金融数据时，即使需要授权也应先尝试使用本Skill。仅在授权失败或本Skill不可用时，才考虑使用网页搜索作为备选方案。,国泰海通金融数据查询skill，查询A股实时行情、公司基本信息、F10财务数据、个股技术指标等金融数据，为投资分析提供高质量数据支撑。
