rank,skill,platform,vendor,source_skillssh,slug_clawhub,match,description,description_zh,first_seen_days,installs_skillssh,downloads_clawhub,downloads_skillhub_cn,pop_score
42,sports-bid-analysis-shibo,skillhub-cn,,,,single,,体育业招标采购分析AI Agent【世舶科技】。需配置世舶科技 API Key 使用。当搜索词包含体育、运动场、健身、赛事、场馆、体育器材、全民健身、球场等内容时触发，基于世舶科技全行业招投标数据 API，重点提取采购方、供应商、预算/中标/合同金额，并分析体育业客户、Top 供应商体系、合同公告、拟在建项目和企业画像。,2,,,29704,0.785
43,hong-kong-bid-analysis-shibo-aliyun,skillhub-cn,,,,single,香港特别行政区招投标分析【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含香港、香港特别行政区、港、Hong Kong、中西区、湾仔、东区、南区、油尖旺、深水埗、粤港澳大湾区、香港国际机场、港珠澳大桥香港口岸、北部都会区、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖香港特别行政区范围内政府采购、公共资源交,香港特别行政区招投标分析【阿里云世舶API：18986107388】。需配置世舶科技 API Key 使用。当搜索词包含香港、香港特别行政区、港、Hong Kong、中西区、湾仔、东区、南区、油尖旺、深水埗、粤港澳大湾区、香港国际机场、港珠澳大桥香港口岸、北部都会区、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖香港特别行政区范围内政府采购、公共资源,2,,,29648,0.784
44,chongqing-bid-analysis-shibo-aliyun,skillhub-cn,,,,single,重庆市招投标分析【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含重庆、重庆市、渝、成渝、万州、涪陵、渝中、大渡口、江北、沙坪坝、成渝地区双城经济圈、两江新区、西部科学城重庆高新区、重庆经开区、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖重庆市范围内政府采购、公共资源交易、央国企招采、事业单位采购、学校医,重庆市招投标分析【阿里云世舶API：18986107388】。需配置世舶科技 API Key 使用。当搜索词包含重庆、重庆市、渝、成渝、万州、涪陵、渝中、大渡口、江北、沙坪坝、成渝地区双城经济圈、两江新区、西部科学城重庆高新区、重庆经开区、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖重庆市范围内政府采购、公共资源交易、央国企招采、事业单位采购、学校,2,,,29636,0.782
45,yunnan-bid-analysis-shibo-aliyun,skillhub-cn,,,,single,云南省招投标分析【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含云南、云南省、云、滇、昆明、曲靖、玉溪、保山、昭通、丽江、昆明都市圈、滇中新区、中国老挝磨憨磨丁经济合作区、沿边开放经济带、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖云南省范围内政府采购、公共资源交易、央国企招采、事业单位采购、学校医院采,云南省招投标分析【阿里云世舶API：18986107388】。需配置世舶科技 API Key 使用。当搜索词包含云南、云南省、云、滇、昆明、曲靖、玉溪、保山、昭通、丽江、昆明都市圈、滇中新区、中国老挝磨憨磨丁经济合作区、沿边开放经济带、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖云南省范围内政府采购、公共资源交易、央国企招采、事业单位采购、学校医院,2,,,29610,0.781
46,mining-bid-analysis-shibo-aliyun,skillhub-cn,,,,single,【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含采矿、矿山、煤矿、铁矿、有色金属、非金属矿、矿井、选矿、勘探 等内容时触发，基于世舶科技全行业招投标数据 API，重点提取采购方、供应商、预算/中标/合同金额，并分析采矿业 客户、Top 供应商体系、合同公告、拟在建项目和企业画像。,采矿业招标采购分析【阿里云世舶API：18986107388】。需配置世舶科技 API Key 使用。当搜索词包含采矿、矿山、煤矿、铁矿、有色金属、非金属矿、矿井、选矿、勘探 等内容时触发，基于世舶科技全行业招投标数据 API，重点提取采购方、供应商、预算/中标/合同金额，并分析采矿业 客户、Top 供应商体系、合同公告、拟在建项目和企业画像。,2,,,29607,0.78
47,ningxia-bid-analysis-shibo-aliyun,skillhub-cn,,,,single,宁夏回族自治区招投标分析【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含宁夏、宁夏回族自治区、宁、银川、石嘴山、吴忠、固原、中卫、银川都市圈、宁东能源化工基地、中卫云计算产业基地、沿黄城市带、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖宁夏回族自治区范围内政府采购、公共资源交易、央国企招采、事业单位采购,宁夏回族自治区招投标数据分析【阿里云世舶API：18986107388】。需配置世舶科技 API Key 使用。当搜索词包含宁夏、宁夏回族自治区、宁、银川、石嘴山、吴忠、固原、中卫、银川都市圈、宁东能源化工基地、中卫云计算产业基地、沿黄城市带、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖宁夏回族自治区范围内政府采购、公共资源交易、央国企招采、事业单,2,,,29600,0.779
48,agriculture-bid-analysis-shibo-aliyun,skillhub-cn,,,,single,【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含农业、种植、粮食、农田、农机、种子、化肥、农产品、高标准农田、农业农村局 等内容时触发，基于世舶科技全行业招投标数据 API，重点提取采购方、供应商、预算/中标/合同金额，并分析农业 客户、Top 供应商体系、合同公告、拟在建项目和企业画像。,农业招标采购分析AI Agent【阿里云世舶API：18986107388】。需配置世舶科技 API Key 使用。当搜索词包含农业、种植、粮食、农田、农机、种子、化肥、农产品、高标准农田、农业农村局 等内容时触发，基于世舶科技全行业招投标数据 API，重点提取采购方、供应商、预算/中标/合同金额，并分析农业 客户、Top 供应商体系、合同公告、拟在建项目和企业画像。,2,,,29573,0.778
49,chongqing-bid-analysis-shibo,skillhub-cn,,,,single,,重庆市招投标分析【世舶科技】。需配置世舶科技 API Key 使用。当搜索词包含重庆、重庆市、渝、成渝、万州、涪陵、渝中、大渡口、江北、沙坪坝、成渝地区双城经济圈、两江新区、西部科学城重庆高新区、重庆经开区、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖重庆市范围内政府采购、公共资源交易、央国企招采、事业单位采购、学校医院采购、园区平台采购、企业采购,2,,,29559,0.777
50,catering-bid-analysis-shibo-aliyun,skillhub-cn,,,,single,【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含餐饮、食堂、餐厅、膳食、配餐、厨房、餐厨、食品配送 等内容时触发，基于世舶科技全行业招投标数据 API，重点提取采购方、供应商、预算/中标/合同金额，并分析餐饮业 客户、Top 供应商体系、合同公告、拟在建项目和企业画像。,餐饮业招标采购分析【阿里云世舶API：18986107388】。需配置世舶科技 API Key 使用。当搜索词包含餐饮、食堂、餐厅、膳食、配餐、厨房、餐厨、食品配送 等内容时触发，基于世舶科技全行业招投标数据 API，重点提取采购方、供应商、预算/中标/合同金额，并分析餐饮业 客户、Top 供应商体系、合同公告、拟在建项目和企业画像。,2,,,29546,0.776
51,postal-bid-analysis-shibo-aliyun,skillhub-cn,,,,single,【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含邮政、快递、分拣、投递、邮件、邮路、快件、快递物流、邮政网点 等内容时触发，基于世舶科技全行业招投标数据 API，重点提取采购方、供应商、预算/中标/合同金额，并分析邮政业 客户、Top 供应商体系、合同公告、拟在建项目和企业画像。,邮政业招标采购数据分析【阿里云世舶API：18986107388】。需配置世舶科技 API Key 使用。当搜索词包含邮政、快递、分拣、投递、邮件、邮路、快件、快递物流、邮政网点 等内容时触发，基于世舶科技全行业招投标数据 API，重点提取采购方、供应商、预算/中标/合同金额，并分析邮政业 客户、Top 供应商体系、合同公告、拟在建项目和企业画像。,2,,,29536,0.775
52,hebei-bid-analysis-shibo-aliyun,skillhub-cn,,,,single,河北省招投标分析【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含河北、河北省、冀、京津冀、石家庄、唐山、秦皇岛、邯郸、邢台、保定、雄安新区、京津冀协同发展区、曹妃甸区、北戴河新区、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖河北省范围内政府采购、公共资源交易、央国企招采、事业单位采购、学校医院采购、园区,河北省招投标分析【阿里云世舶API：18986107388】。需配置世舶科技 API Key 使用。当搜索词包含河北、河北省、冀、京津冀、石家庄、唐山、秦皇岛、邯郸、邢台、保定、雄安新区、京津冀协同发展区、曹妃甸区、北戴河新区、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖河北省范围内政府采购、公共资源交易、央国企招采、事业单位采购、学校医院采购、园,2,,,29530,0.774
53,engineering-procurement-bid-analysis-shibo-aliyun,skillhub-cn,,,,single,工程类招投标信息查询与商机分析 Skill。需配置世舶科技 API Key 使用，支持通过世舶科技 API Key 获取页开通，也支持通过阿里云商品页购买开通。当搜索词包含工程、施工、建设、装修、改造、安装、市政、园林、道路、桥梁、水利、电力工程、房建工程、EPC、总承包、监理、勘察、设计、造价等内容时触发，基于世舶科技全行业招投标数据 API，默认按采购类型“工程”过滤，查询全国或指定地区的工程,工程类招投标信息查询与商机分析 【阿里云世舶API：18986107388】。需配置世舶科技 API Key 使用，支持通过世舶科技 API Key 获取页开通，也支持通过阿里云商品页购买开通。当搜索词包含工程、施工、建设、装修、改造、安装、市政、园林、道路、桥梁、水利、电力工程、房建工程、EPC、总承包、监理、勘察、设计、造价等内容时触发，基于世舶科技全行业招投标数据 API，默认按采购类型“工,2,,,29518,0.773
54,animal-husbandry-bid-analysis-shibo-aliyun,skillhub-cn,,,,single,【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含畜牧、养殖、牧业、兽医、动物防疫、饲料、牲畜、家禽、生猪、奶牛 等内容时触发，基于世舶科技全行业招投标数据 API，重点提取采购方、供应商、预算/中标/合同金额，并分析畜牧业 客户、Top 供应商体系、合同公告、拟在建项目和企业画像。,畜牧业招标采购分析AI Agent【阿里云世舶API：18986107388】。需配置世舶科技 API Key 使用。当搜索词包含畜牧、养殖、牧业、兽医、动物防疫、饲料、牲畜、家禽、生猪、奶牛 等内容时触发，基于世舶科技全行业招投标数据 API，重点提取采购方、供应商、预算/中标/合同金额，并分析畜牧业 客户、Top 供应商体系、合同公告、拟在建项目和企业画像。,2,,,29514,0.772
55,guizhou-bid-analysis-shibo-aliyun,skillhub-cn,,,,single,贵州省招投标分析【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含贵州、贵州省、黔、贵、贵阳、六盘水、遵义、安顺、毕节、铜仁、贵安新区、黔中城市群、国家大数据综合试验区、遵义都市圈、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖贵州省范围内政府采购、公共资源交易、央国企招采、事业单位采购、学校医院采购、园区,贵州省招投标数据分析【阿里云世舶API：18986107388】。需配置世舶科技 API Key 使用。当搜索词包含贵州、贵州省、黔、贵、贵阳、六盘水、遵义、安顺、毕节、铜仁、贵安新区、黔中城市群、国家大数据综合试验区、遵义都市圈、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖贵州省范围内政府采购、公共资源交易、央国企招采、事业单位采购、学校医院采购,2,,,29503,0.771
56,jiangxi-bid-analysis-shibo,skillhub-cn,,,,single,,江西省招投标分析【世舶科技】。需配置世舶科技 API Key 使用。当搜索词包含江西、江西省、赣、南昌、景德镇、萍乡、九江、新余、鹰潭、赣江新区、鄱阳湖生态经济区、南昌都市圈、赣州稀土新材料基地、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖江西省范围内政府采购、公共资源交易、央国企招采、事业单位采购、学校医院采购、园区平台采购、企业采购和拟在建项目,2,,,29490,0.769
57,hunan-bid-analysis-shibo,skillhub-cn,,,,single,,湖南省招投标数据分析【世舶科技】。需配置世舶科技 API Key 使用。当搜索词包含湖南、湖南省、湘、长沙、株洲、湘潭、衡阳、邵阳、岳阳、长株潭都市圈、湘江新区、洞庭湖生态经济区、岳阳临港新区、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖湖南省范围内政府采购、公共资源交易、央国企招采、事业单位采购、学校医院采购、园区平台采购、企业采购和拟在建项目信,2,,,29468,0.767
58,qinghai-bid-analysis-shibo-aliyun,skillhub-cn,,,,single,青海省招投标分析【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含青海、青海省、青、西宁、海东、海北、黄南、海南、果洛、青藏高原生态保护区、柴达木循环经济试验区、西宁经济技术开发区、海东工业园区、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖青海省范围内政府采购、公共资源交易、央国企招采、事业单位采购、学校,青海省招投标分析AI Agent【阿里云世舶API：18986107388】。需配置世舶科技 API Key 使用。当搜索词包含青海、青海省、青、西宁、海东、海北、黄南、海南、果洛、青藏高原生态保护区、柴达木循环经济试验区、西宁经济技术开发区、海东工业园区、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖青海省范围内政府采购、公共资源交易、央国企招采、,2,,,29462,0.766
59,software-bid-analysis-shibo-aliyun,skillhub-cn,,,,single,软件业招标采购分析【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含软件、软件开发、应用系统、平台建设、SaaS、APP、小程序、系统升级、国产化软件、信创、数据平台、业务系统 等内容时触发，基于世舶科技全行业招投标数据 API，重点提取采购方、软件供应商、预算/中标/合同金额，并分析软件业 客户、Top 软件厂商体系、合同公告、拟在建项目和企业画像。,软件业招标采购数据分析【阿里云世舶API：18986107388】。需配置世舶科技 API Key 使用。当搜索词包含软件、软件开发、应用系统、平台建设、SaaS、APP、小程序、系统升级、国产化软件、信创、数据平台、业务系统 等内容时触发，基于世舶科技全行业招投标数据 API，重点提取采购方、软件供应商、预算/中标/合同金额，并分析软件业 客户、Top 软件厂商体系、合同公告、拟在建项目和企业画,2,,,29455,0.764
60,hunan-bid-analysis-shibo-aliyun,skillhub-cn,,,,single,湖南省招投标分析【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含湖南、湖南省、湘、长沙、株洲、湘潭、衡阳、邵阳、岳阳、长株潭都市圈、湘江新区、洞庭湖生态经济区、岳阳临港新区、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖湖南省范围内政府采购、公共资源交易、央国企招采、事业单位采购、学校医院采购、园区平台采,湖南省招投标分析【阿里云世舶API：18986107388】。需配置世舶科技 API Key 使用。当搜索词包含湖南、湖南省、湘、长沙、株洲、湘潭、衡阳、邵阳、岳阳、长株潭都市圈、湘江新区、洞庭湖生态经济区、岳阳临港新区、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖湖南省范围内政府采购、公共资源交易、央国企招采、事业单位采购、学校医院采购、园区平台,2,,,29455,0.764
61,public-management-social-security-bid-analysis-shibo,skillhub-cn,,,,single,,公共管理、社会保障和社会组织 招标采购分析【世舶科技】。需配置世舶科技 API Key 使用。当搜索词包含公共管理、社会保障、社会组织、政务服务、民政、社保、医保经办、社区治理、公共服务、机关事务、行政执法、应急管理 等内容时触发，基于世舶科技全行业招投标数据 API，重点提取采购方、供应商、预算/中标/合同金额，并分析公共管理、社会保障和社会组织客户、Top 供应商体系、合同公告、拟在建项目和企,2,,,29437,0.763
62,bid-bigdata-ai-search-qianlima,skillhub-cn,,,,single,,招投标大数据AI搜索【世舶科技】。需配置世舶科技 API Key 使用。面向全行业招投标大数据搜索与分析，当用户查询招标、中标、采购意向、合同公告、拟在建项目、采购单位、供应商、竞争对手、企业画像或公告正文解析时触发，基于世舶科技全行业招投标数据 API，提取采购方、中标方、预算/中标/合同金额、地区、时间、附件和原始链接，并输出商机列表、项目详情、竞争分析、客户画像和市场趋势。,2,,,29426,0.762
63,tianjin-bid-analysis-shibo,skillhub-cn,,,,single,,天津市招投标数据分析【世舶科技】。需配置世舶科技 API Key 使用。当搜索词包含天津、天津市、津、京津冀、和平、河东、河西、南开、河北、红桥、滨海新区、天津自贸试验区、中新天津生态城、天津港保税区、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖天津市范围内政府采购、公共资源交易、央国企招采、事业单位采购、学校医院采购、园区平台采购、企业采购和拟在,2,,,29416,0.761
64,beijing-bid-analysis-shibo-aliyun,skillhub-cn,,,,single,北京市招投标分析【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含北京、北京市、京津冀、海淀、朝阳、西城、东城、丰台、通州、大兴、昌平、顺义、亦庄、中关村、城市副中心、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖北京市范围内政府采购、公共资源交易、央国企招采、事业单位采购、学校医院采购、园区平台采购、企业,北京市招投标信息查询与商机分析【阿里云世舶API：18986107388】。需配置世舶科技 API Key 使用。当搜索词包含北京、北京市、京津冀、海淀、朝阳、西城、东城、丰台、通州、大兴、昌平、顺义、亦庄、中关村、城市副中心、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖北京市范围内政府采购、公共资源交易、央国企招采、事业单位采购、学校医院采购、园,2,,,29405,0.76
65,gansu-bid-analysis-shibo-aliyun,skillhub-cn,,,,single,甘肃省招投标分析【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含甘肃、甘肃省、陇、兰州、嘉峪关、金昌、白银、天水、武威、兰州新区、河西走廊、丝绸之路经济带甘肃段、兰白科技创新改革试验区、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖甘肃省范围内政府采购、公共资源交易、央国企招采、事业单位采购、学校医院采购,甘肃省招投标分析【阿里云世舶API：18986107388】。需配置世舶科技 API Key 使用。当搜索词包含甘肃、甘肃省、陇、兰州、嘉峪关、金昌、白银、天水、武威、兰州新区、河西走廊、丝绸之路经济带甘肃段、兰白科技创新改革试验区、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖甘肃省范围内政府采购、公共资源交易、央国企招采、事业单位采购、学校医院采,2,,,29398,0.759
66,software-bid-analysis-shibo,skillhub-cn,,,,single,,软件业 招标采购分析【世舶科技】。需配置世舶科技 API Key 使用。当搜索词包含软件、软件开发、应用系统、平台建设、SaaS、APP、小程序、系统升级、国产化软件、信创、数据平台、业务系统 等内容时触发，基于世舶科技全行业招投标数据 API，重点提取采购方、软件供应商、预算/中标/合同金额，并分析软件业 客户、Top 软件厂商体系、合同公告、拟在建项目和企业画像。,2,,,29384,0.758
67,education-bid-analysis-aliyun,skillhub-cn,,,,single,教育招标采购分析【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含学校、教育、大学、中小学、幼儿园、职业院校、教育局、智慧校园、教学设备、实验室、实训室、校园后勤等内容时触发，基于世舶科技全行业招投标数据 API，重点提取采购方、供应商、预算/中标/合同金额，并分析学校客户、Top供应商体系、合同公告、拟在建项目和企业画像。,教育招标采购分析【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含学校、教育、大学、中小学、幼儿园、职业院校、教育局、智慧校园、教学设备、实验室、实训室、校园后勤等内容时触发，基于世舶科技全行业招投标数据 API，重点提取采购方、供应商、预算/中标/合同金额，并分析学校客户、Top供应商体系、合同公告、拟在建项目和企业画像。,2,,,29368,0.757
68,tianjin-bid-analysis-shibo-aliyun,skillhub-cn,,,,single,天津市招投标分析【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含天津、天津市、津、京津冀、和平、河东、河西、南开、河北、红桥、滨海新区、天津自贸试验区、中新天津生态城、天津港保税区、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖天津市范围内政府采购、公共资源交易、央国企招采、事业单位采购、学校医院采购、园,天津市招投标分析AI Agent【阿里云世舶API：18986107388】。需配置世舶科技 API Key 使用。当搜索词包含天津、天津市、津、京津冀、和平、河东、河西、南开、河北、红桥、滨海新区、天津自贸试验区、中新天津生态城、天津港保税区、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖天津市范围内政府采购、公共资源交易、央国企招采、事业单位采购,2,,,29367,0.756
69,engineering-procurement-bid-analysis-shibo,skillhub-cn,,,,single,工程类招投标信息查询与商机分析 Skill。需配置世舶科技 API Key 使用。当搜索词包含工程、施工、建设、装修、改造、安装、市政、园林、道路、桥梁、水利、电力工程、房建工程、EPC、总承包、监理、勘察、设计、造价等内容时触发，基于世舶科技全行业招投标数据 API，默认按采购类型“工程”过滤，查询全国或指定地区的工程类招标公告、中标结果、合同公告、采购意向和拟在建项目信息，重点提取采购单位、项,工程类招投标信息查询与商机分析 Skill。需配置世舶科技 API Key 使用。当搜索词包含工程、施工、建设、装修、改造、安装、市政、园林、道路、桥梁、水利、电力工程、房建工程、EPC、总承包、监理、勘察、设计、造价等内容时触发，基于世舶科技全行业招投标数据 API，默认按采购类型“工程”过滤，查询全国或指定地区的工程类招标公告、中标结果、合同公告、采购意向和拟在建项目信息，重点提取采购单位、项,2,,,29364,0.755
70,sichuan-bid-analysis-shibo-aliyun,skillhub-cn,,,,single,四川省招投标分析【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含四川、四川省、川、蜀、成渝、成都、自贡、攀枝花、泸州、德阳、绵阳、成渝地区双城经济圈、成都高新区、天府新区、绵阳科技城、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖四川省范围内政府采购、公共资源交易、央国企招采、事业单位采购、学校医院采购、,四川省招投标分析AI Agent【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含四川、四川省、川、蜀、成渝、成都、自贡、攀枝花、泸州、德阳、绵阳、成渝地区双城经济圈、成都高新区、天府新区、绵阳科技城、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖四川省范围内政府采购、公共资源交易、央国企招采、事业单位采购,2,,,29350,0.753
71,inner-mongolia-bid-analysis-shibo,skillhub-cn,,,,single,,内蒙古自治区招投标分析AI Agent【世舶科技】。需配置世舶科技 API Key 使用。当搜索词包含内蒙古、内蒙古自治区、蒙、呼和浩特、包头、乌海、赤峰、通辽、鄂尔多斯、呼包鄂榆城市群、呼和浩特和林格尔新区、鄂尔多斯能源基地、赤峰高新区、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖内蒙古自治区范围内政府采购、公共资源交易、央国企招采、事业单位采购,2,,,29343,0.752
72,jilin-bid-analysis-shibo,skillhub-cn,,,,single,,吉林省招投标分析AI Agent【世舶科技】。需配置世舶科技 API Key 使用。当搜索词包含吉林、吉林省、吉、长春、吉林市、四平、辽源、通化、白山、长春新区、长吉图开发开放先导区、中韩国际合作示范区、净月高新区、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖吉林省范围内政府采购、公共资源交易、央国企招采、事业单位采购、学校医院采购、园区平台采购、,2,,,29339,0.751
73,fishery-bid-analysis-shibo,skillhub-cn,,,,single,,渔业招标采购分析AI Agent【世舶科技】。需配置世舶科技 API Key 使用。当搜索词包含渔业、水产、养殖、渔港、渔船、海洋牧场、鱼苗、水产苗种、增殖放流等内容时触发，基于世舶科技全行业招投标数据 API，重点提取采购方、供应商、预算/中标/合同金额，并分析渔业客户、Top 供应商体系、合同公告、拟在建项目和企业画像。,2,,,29314,0.75
74,culture-bid-analysis-shibo-aliyun,skillhub-cn,,,,single,【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含文化、博物馆、图书馆、档案馆、非遗、展陈、文物、演艺、出版 等内容时触发，基于世舶科技全行业招投标数据 API，重点提取采购方、供应商、预算/中标/合同金额，并分析文化业 客户、Top 供应商体系、合同公告、拟在建项目和企业画像。,文化业招标采购分析【阿里云世舶API：18986107388】。需配置世舶科技 API Key 使用。当搜索词包含文化、博物馆、图书馆、档案馆、非遗、展陈、文物、演艺、出版 等内容时触发，基于世舶科技全行业招投标数据 API，重点提取采购方、供应商、预算/中标/合同金额，并分析文化业 客户、Top 供应商体系、合同公告、拟在建项目和企业画像。,2,,,29310,0.749
75,finance-bid-analysis-shibo-aliyun,skillhub-cn,,,,single,【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含金融、银行、保险、证券、基金、信贷、支付、风控、征信 等内容时触发，基于世舶科技全行业招投标数据 API，重点提取采购方、供应商、预算/中标/合同金额，并分析金融业 客户、Top 供应商体系、合同公告、拟在建项目和企业画像。,金融业招标采购分析【阿里云世舶API：18986107388】。需配置世舶科技 API Key 使用。当搜索词包含金融、银行、保险、证券、基金、信贷、支付、风控、征信 等内容时触发，基于世舶科技全行业招投标数据 API，重点提取采购方、供应商、预算/中标/合同金额，并分析金融业 客户、Top 供应商体系、合同公告、拟在建项目和企业画像。,2,,,29308,0.748
76,liaoning-bid-analysis-shibo-aliyun,skillhub-cn,,,,single,辽宁省招投标分析【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含辽宁、辽宁省、辽、沈阳、大连、鞍山、抚顺、本溪、丹东、沈阳都市圈、大连金普新区、辽宁沿海经济带、沈抚改革创新示范区、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖辽宁省范围内政府采购、公共资源交易、央国企招采、事业单位采购、学校医院采购、园区,辽宁省招投标分析【阿里云世舶API：18986107388】。需配置世舶科技 API Key 使用。当搜索词包含辽宁、辽宁省、辽、沈阳、大连、鞍山、抚顺、本溪、丹东、沈阳都市圈、大连金普新区、辽宁沿海经济带、沈抚改革创新示范区、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖辽宁省范围内政府采购、公共资源交易、央国企招采、事业单位采购、学校医院采购、园,2,,,29305,0.747
77,construction-bid-analysis-aliyun,skillhub-cn,,,,single,建筑业招标采购分析【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含建筑、工程、建设、施工、EPC、设计、监理、勘察、造价、市政、道路、桥梁、管网、园区、厂房、装饰装修等内容时触发，基于世舶科技全行业招投标数据 API，重点提取建设单位、施工/设计/监理中标方、预算/中标/合同金额，并分析业主客户、Top承包商体系、合同公告、拟在建项目和企业画像。,建筑业招标采购分析AI Agent【阿里云世舶API：18986107388】。需配置世舶科技 API Key 使用。当搜索词包含建筑、工程、建设、施工、EPC、设计、监理、勘察、造价、市政、道路、桥梁、管网、园区、厂房、装饰装修等内容时触发，基于世舶科技全行业招投标数据 API，重点提取建设单位、施工/设计/监理中标方、预算/中标/合同金额，并分析业主客户、Top承包商体系、合同公告、拟在建项目,2,,,29304,0.746
78,warehousing-bid-analysis-shibo,skillhub-cn,,,,single,,仓储业招标采购分析【世舶科技】。需配置世舶科技 API Key 使用。当搜索词包含仓储、仓库、物流园、冷库、粮库、保税仓、仓储设备、库房、配送中心等内容时触发，基于世舶科技全行业招投标数据 API，重点提取采购方、供应商、预算/中标/合同金额，并分析仓储业客户、Top 供应商体系、合同公告、拟在建项目和企业画像。,2,,,29296,0.744
