rank,skill,platform,vendor,source_skillssh,slug_clawhub,url,match,description,description_zh,first_seen_days,installs_skillssh,downloads_clawhub,downloads_skillhub_cn,pop_score
41,lskj-official-subscribe,skillhub-cn,武汉览山科技有限公司,,,,single,全国招投标标讯搜索与订阅提醒，通过搜索、筛选、去重并整理招标、中标、采购意向、合同等标讯，生成可重复执行的订阅条件和增量清单。用于用户提出查标讯、订阅标讯、每日商机、项目提醒、招标公告跟踪、按关键词或地区持续监测等需求。需配置世舶科技 API Key 使用，面向全国招标中标查询、项目订阅、接口调用、数据检索和结果整理，覆盖招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同,全国招投标标讯搜索与订阅提醒，通过搜索、筛选、去重并整理招标、中标、采购意向、合同等标讯，生成可重复执行的订阅条件和增量清单。用于用户提出查标讯、订阅标讯、每日商机、项目提醒、招标公告跟踪、按关键词或地区持续监测等需求。需配置世舶科技 API Key 使用，面向全国招标中标查询、项目订阅、接口调用、数据检索和结果整理，覆盖招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同,21,,,36223,0.79
42,cad-design-and-drafting,skillhub-cn,惠州顺视智能科技有限公司,,,,single,根据自然语言需求与实际参考文件创建、修改和检查可编辑 DWG、DXF 及工程 PDF，支持尺寸、标题栏和设计 BOM。交付前回读文件并检查打印效果；必要澄清保留任务，模型费用按实际消耗结算，失败也结算。,根据自然语言需求与实际参考文件创建、修改和检查可编辑 DWG、DXF 及工程 PDF，支持尺寸、标题栏和设计 BOM。交付前回读文件并检查打印效果；必要澄清保留任务，模型费用按实际消耗结算，失败也结算。,15,,,36148,0.789
43,totorosir-workbuddy-checkin,skillhub-cn,,,,,single,"WorkBuddy签到助手（WorkBuddy「Buddy 加油站」每日签到自动化 Skill，接口直签，无需点击 GUI，跨平台支持 Windows / macOS / Linux）。当用户说""每天自动签到 WorkBuddy / 每日签到 / 自动领 Buddy 加油站积分 / 自动领 100 积分 / 设置 WorkBuddy 每日签到 / WorkBuddy 打卡 / 自动打卡 WorkB","WorkBuddy签到助手（WorkBuddy「Buddy 加油站」每日签到自动化 Skill，接口直签，无需点击 GUI，跨平台支持 Windows / macOS / Linux）。当用户说""每天自动签到 WorkBuddy / 每日签到 / 自动领 Buddy 加油站积分 / 自动领 100 积分 / 设置 WorkBuddy 每日签到 / WorkBuddy 打卡 / 自动打卡 WorkB",12,,,35189,0.786
44,wind-mcp-skill,skills.sh,wind-alice,wind-alice/alicemarket,,https://www.skills.sh/wind-alice/alicemarket/wind-mcp-skill,single,,,7,159022,,,0.786
45,zlbx-bidding,skillhub-cn,,,,,single,全网招中标数据查询与分析助手。当用户涉及以下任何场景时，必须使用此SKILL：查询招标/中标公告、搜索标讯、查找临期/即将到期项目、商机预测、推荐潜在投标供应商、分析公司主营业务/历史中标、查询公司上下游合作客户与供应商、分析竞争对手/竞对企业、查询Top采购单位/Top中标单位/Top中标品牌、招中标数据统计分析（按月/季/年/省份/品牌等维度）、查询品牌型号历史中标单价/价格趋势、市场分析/行,全网招中标数据查询与分析助手。当用户涉及以下任何场景时，必须使用此SKILL：查询招标/中标公告、搜索标讯、查找临期/即将到期项目、商机预测、推荐潜在投标供应商、分析公司主营业务/历史中标、查询公司上下游合作客户与供应商、分析竞争对手/竞对企业、查询Top采购单位/Top中标单位/Top中标品牌、招中标数据统计分析（按月/季/年/省份/品牌等维度）、查询品牌型号历史中标单价/价格趋势、市场分析/行,15,,,32308,0.767
46,omni-viral-video-deconstruction,skillhub-cn,深圳市聚星瀚贸易有限公司,,,,single,【全能自媒体】视频号爆款短视频拆解。视频号爆款短视频拆解（需本地上传视频）。看图拆爆款，把本地视频按视频号带货/流量逻辑拆成结构分段、脚本类型、爆款归因和六维评分报告。素材全程本地提取，不传视频不传帧；写作说明书由服务端分 3 包下发。每次开单扣 5 点，需用户 API Key。仅支持本地视频上传，暂不支持视频号链接。,【全能自媒体】视频号爆款短视频拆解。视频号爆款短视频拆解（需本地上传视频）。看图拆爆款，把本地视频按视频号带货/流量逻辑拆成结构分段、脚本类型、爆款归因和六维评分报告。素材全程本地提取，不传视频不传帧；写作说明书由服务端分 3 包下发。每次开单扣 5 点，需用户 API Key。仅支持本地视频上传，暂不支持视频号链接。,13,,,31923,0.76
47,implement-spec,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/implement-spec,single,,,26,109797,,,0.758
48,ai-video-generation,skills.sh,101-skills,101-skills/superpowers,,https://www.skills.sh/101-skills/superpowers/ai-video-generation,single,,,16,102472,,,0.75
49,twitter-automation,skills.sh,101-skills,101-skills/superpowers,,https://www.skills.sh/101-skills/superpowers/twitter-automation,single,,,16,102188,,,0.749
50,ai-image-generation,skills.sh,101-skills,101-skills/superpowers,,https://www.skills.sh/101-skills/superpowers/ai-image-generation,single,,,16,102021,,,0.748
51,ai-avatar-video,skills.sh,101-skills,101-skills/superpowers,,https://www.skills.sh/101-skills/superpowers/ai-avatar-video,single,,,16,101876,,,0.747
52,retro,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/retro,single,,,23,95914,,,0.739
53,zhiliao-official-tender-assistant,skillhub-cn,北京百炼智能科技有限公司,,,,single,知了标讯官方招投标数据助手，覆盖招标公告与中标结果查询、企业工商与招中标画像、竞争对手分析、市场趋势统计、Top采购/中标单位与品牌、历史中标价格、临期项目商机挖掘等。当用户涉及招投标、政府采购、中标查询、供应商/竞对分析、采购市场研究等任何场景时，必须使用此SKILL；即使未出现「招投标」字样，只要涉及中标、采购、供应商、竞对、市场份额等需求均应使用。,知了标讯官方招投标数据助手，覆盖招标公告与中标结果查询、企业工商与招中标画像、竞争对手分析、市场趋势统计、Top采购/中标单位与品牌、历史中标价格、临期项目商机挖掘等。当用户涉及招投标、政府采购、中标查询、供应商/竞对分析、采购市场研究等任何场景时，必须使用此SKILL；即使未出现「招投标」字样，只要涉及中标、采购、供应商、竞对、市场份额等需求均应使用。,10,,,30277,0.736
54,lark-meeting,skills.sh,open.feishu.cn,open.feishu.cn,,https://www.skills.sh/open.feishu.cn/lark-meeting,single,,,26,94191,,,0.734
55,stock-value-invest,skillhub-cn,上海劳希科技有限公司,,,,single,"一个""能算、能查、还能把脉""的价值投资分析助手。融合邱国鹭《投资中最简单的事》""三好原则""(好行业/好公司/好价格)、帕特·多尔西《股市真规则》护城河框架、安全边际思想，叠加一套可复现的量化硬模型(反向DCF/EPV/情景加权/杜邦/ROIC-WACC/Piotroski F-Score/Beneish M-Score/Altman Z-Score/盈余质量/时间序列)，并可选接入巴菲特·芒格·段","一个""能算、能查、还能把脉""的价值投资分析助手。融合邱国鹭《投资中最简单的事》""三好原则""(好行业/好公司/好价格)、帕特·多尔西《股市真规则》护城河框架、安全边际思想，叠加一套可复现的量化硬模型(反向DCF/EPV/情景加权/杜邦/ROIC-WACC/Piotroski F-Score/Beneish M-Score/Altman Z-Score/盈余质量/时间序列)，并可选接入巴菲特·芒格·段",24,,,29590,0.721
56,tender-search,skillhub-cn,,,,,single,全网招中标数据查询与分析助手。当用户涉及以下任何场景时，必须使用此SKILL：查询招标/中标公告、搜索标讯、查找临期/即将到期项目、商机预测、推荐潜在投标供应商、分析公司主营业务/历史中标、查询公司上下游合作客户与供应商、分析竞争对手/竞对企业、查询Top采购单位/Top中标单位/Top中标品牌、招中标数据统计分析（按月/季/年/省份/品牌等维度）、查询品牌型号历史中标单价/价格趋势、市场分析/行,全网招中标数据查询与分析助手。当用户涉及以下任何场景时，必须使用此SKILL：查询招标/中标公告、搜索标讯、查找临期/即将到期项目、商机预测、推荐潜在投标供应商、分析公司主营业务/历史中标、查询公司上下游合作客户与供应商、分析竞争对手/竞对企业、查询Top采购单位/Top中标单位/Top中标品牌、招中标数据统计分析（按月/季/年/省份/品牌等维度）、查询品牌型号历史中标单价/价格趋势、市场分析/行,15,,,28950,0.714
57,qimaoxiaoshuoxiezuo,skillhub-cn,北京达维时代科技有限公司,,,,single,专为「七猫免费小说」平台优化的分章节网文创作助手，基于七猫平台特性与畅销榜实战优化设计|单章完整爽点闭环（欺-打-悬）、第1章即小爆点、章末强钩子、可分享金句、适合短剧化/改编的强对话强冲突，以及稳定日更万字的全勤友好产出。内置生产级质量保障：卷级章节规划、九维度审查（含七猫专属维度）、.learnings 连续性记忆系统、关键情节 Mermaid 图解，确保长篇不写偏、不穿帮、不重复。仅在用户明,专为「七猫免费小说」平台优化的分章节网文创作助手，基于七猫平台特性与畅销榜实战优化设计|单章完整爽点闭环（欺-打-悬）、第1章即小爆点、章末强钩子、可分享金句、适合短剧化/改编的强对话强冲突，以及稳定日更万字的全勤友好产出。内置生产级质量保障：卷级章节规划、九维度审查（含七猫专属维度）、.learnings 连续性记忆系统、关键情节 Mermaid 图解，确保长篇不写偏、不穿帮、不重复。仅在用户明,24,,,28909,0.713
58,lanshan-award-result-review,skillhub-cn,武汉览山科技有限公司,,,,single,全国中标结果复盘分析助手。需配置世舶科技 API Key 使用，用于中标结果分析、成交公告复盘、供应商表现、价格金额、合同核验、采购单位后续需求和市场趋势。当用户搜索 中标结果分析、成交公告、中标公告、结果复盘、供应商表现、中标金额、合同公告、价格区间、采购单位跟进、中标趋势、全国中标查询、全行业结果分析，或需要全国招投标、全行业招标采购、政府采购、招标公告、中标结果、合同公告、拟在建项目、企业画,全国中标结果复盘分析助手。需配置世舶科技 API Key 使用，用于中标结果分析、成交公告复盘、供应商表现、价格金额、合同核验、采购单位后续需求和市场趋势。当用户搜索 中标结果分析、成交公告、中标公告、结果复盘、供应商表现、中标金额、合同公告、价格区间、采购单位跟进、中标趋势、全国中标查询、全行业结果分析，或需要全国招投标、全行业招标采购、政府采购、招标公告、中标结果、合同公告、拟在建项目、企业画,8,,,28899,0.712
59,lanshan-bid-opportunity-radar,skillhub-cn,武汉览山科技有限公司,,,,single,招投标商机线索雷达。需配置世舶科技 API Key 使用，面向销售获客、CRM客户商机、采购线索挖掘、区域商机筛选和项目型销售拓展，从招标公告、采购意向、中标公告、候选人公示、合同公告、政府采购、工程建设、企业采购、变更公告、废标流标、拟在建项目、临期项目和即将到期项目中识别近期有采购需求的单位。支持按地区、行业、项目分类、采购分类、采购单位、中标单位、供应商、企业名称、标的物、项目金额、发布时间,招投标商机线索雷达。需配置世舶科技 API Key 使用，面向销售获客、CRM客户商机、采购线索挖掘、区域商机筛选和项目型销售拓展，从招标公告、采购意向、中标公告、候选人公示、合同公告、政府采购、工程建设、企业采购、变更公告、废标流标、拟在建项目、临期项目和即将到期项目中识别近期有采购需求的单位。支持按地区、行业、项目分类、采购分类、采购单位、中标单位、供应商、企业名称、标的物、项目金额、发布时间,8,,,28832,0.709
60,lanshan-competitor-bid-analysis,skillhub-cn,武汉览山科技有限公司,,,,single,全行业竞争对手招投标分析助手。需配置世舶科技 API Key 使用，用于竞争对手分析、中标监控、客户覆盖、供应商关系、项目金额结构、区域布局和行业趋势对比。当用户搜索 竞争对手分析、竞品中标监控、企业中标记录、投标轨迹、客户结构、供应商关系、市场份额、招投标情报、同行企业、竞品商机、全行业竞争分析、企业画像，或需要全国招投标、全行业招标采购、政府采购、招标公告、中标结果、合同公告、拟在建项目、企业,全行业竞争对手招投标分析助手。需配置世舶科技 API Key 使用，用于竞争对手分析、中标监控、客户覆盖、供应商关系、项目金额结构、区域布局和行业趋势对比。当用户搜索 竞争对手分析、竞品中标监控、企业中标记录、投标轨迹、客户结构、供应商关系、市场份额、招投标情报、同行企业、竞品商机、全行业竞争分析、企业画像，或需要全国招投标、全行业招标采购、政府采购、招标公告、中标结果、合同公告、拟在建项目、企业,8,,,28799,0.707
61,lanshan-bid-rag-knowledge-search,skillhub-cn,武汉览山科技有限公司,,,,single,招投标 RAG 知识检索助手。需配置世舶科技 API Key 使用，面向招投标文本结构化、公告分类、项目甄别、字段抽取、附件解析、知识库构建和RAG检索，把招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目和即将到期项目整理为可检索、可追溯、可分析的数据。支持抽取项目名称、采购单位、招标单位、中标单位、供应商、候选人、地区、行,招投标 RAG 知识检索助手。需配置世舶科技 API Key 使用，面向招投标文本结构化、公告分类、项目甄别、字段抽取、附件解析、知识库构建和RAG检索，把招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目和即将到期项目整理为可检索、可追溯、可分析的数据。支持抽取项目名称、采购单位、招标单位、中标单位、供应商、候选人、地区、行,8,,,28522,0.705
62,lanshan-enterprise-bid-intelligence,skillhub-cn,武汉览山科技有限公司,,,,single,企业投标竞争情报助手。需配置世舶科技 API Key 使用，面向招投标行业情报、区域市场、价格行情、客户结构和竞争格局分析，覆盖招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目和即将到期项目。支持按地区、行业、时间、项目分类、采购分类、采购单位、中标单位、供应商、标的物、项目金额、发布时间、开标时间统计市场规模、金额区间、T,企业投标竞争情报助手。需配置世舶科技 API Key 使用，面向招投标行业情报、区域市场、价格行情、客户结构和竞争格局分析，覆盖招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目和即将到期项目。支持按地区、行业、时间、项目分类、采购分类、采购单位、中标单位、供应商、标的物、项目金额、发布时间、开标时间统计市场规模、金额区间、T,8,,,28408,0.702
63,zlbx-bidding-payskill,skillhub-cn,北京百炼智能科技有限公司,,,,single,全网招中标数据查询与分析助手。当用户涉及以下任何场景时，必须使用此SKILL：查询招标/中标公告、搜索标讯、查找临期/即将到期项目、商机预测、推荐潜在投标供应商、分析公司主营业务/历史中标、查询公司上下游合作客户与供应商、分析竞争对手/竞对企业、查询Top采购单位/Top中标单位/Top中标品牌、招中标数据统计分析、查询品牌型号历史中标单价/价格趋势、市场分析/行业分析/采购寻源/渠道拓展等采购与,全网招中标数据查询与分析助手。当用户涉及以下任何场景时，必须使用此SKILL：查询招标/中标公告、搜索标讯、查找临期/即将到期项目、商机预测、推荐潜在投标供应商、分析公司主营业务/历史中标、查询公司上下游合作客户与供应商、分析竞争对手/竞对企业、查询Top采购单位/Top中标单位/Top中标品牌、招中标数据统计分析、查询品牌型号历史中标单价/价格趋势、市场分析/行业分析/采购寻源/渠道拓展等采购与,14,,,28369,0.701
64,lanshan-national-purchaser-insight,skillhub-cn,武汉览山科技有限公司,,,,single,全国全行业采购商机洞察助手。需配置世舶科技 API Key 使用，用于全国全行业采购需求、采购单位画像、客户线索、Top供应商、合同履约和商机洞察。当用户搜索 全国采购商机、全行业采购需求、采购单位画像、客户线索挖掘、Top供应商、年度采购计划、预算偏好分析、采购频次监控，或需要全国招投标、全行业招标采购、政府采购、招标公告、中标结果、合同公告、拟在建项目、企业画像、采购单位画像、供应商画像、市场,全国全行业采购商机洞察助手。需配置世舶科技 API Key 使用，用于全国全行业采购需求、采购单位画像、客户线索、Top供应商、合同履约和商机洞察。当用户搜索 全国采购商机、全行业采购需求、采购单位画像、客户线索挖掘、Top供应商、年度采购计划、预算偏好分析、采购频次监控，或需要全国招投标、全行业招标采购、政府采购、招标公告、中标结果、合同公告、拟在建项目、企业画像、采购单位画像、供应商画像、市场,8,,,28145,0.697
65,smart-agriculture-opportunity-tracker,skillhub-cn,武汉览山科技有限公司,,,,single,面向智慧农业、数字农业和乡村振兴项目，追踪农业物联网、现代农业园区、高标准农田、农田水利、灌溉系统、水肥一体化、农业大数据、农产品溯源、智慧温室、设施农业、种业基地、无人农机、农业遥感、病虫害监测、冷链仓储和农机设备采购机会。适合农业科技公司、设备厂商、集成商、农服机构和渠道团队识别地方农业农村局、园区平台、合作社和国企项目，分析采购单位、中标单位、项目金额、发布时间、开标时间、建设阶段和区域热度,面向智慧农业、数字农业和乡村振兴项目，追踪农业物联网、现代农业园区、高标准农田、农田水利、灌溉系统、水肥一体化、农业大数据、农产品溯源、智慧温室、设施农业、种业基地、无人农机、农业遥感、病虫害监测、冷链仓储和农机设备采购机会。适合农业科技公司、设备厂商、集成商、农服机构和渠道团队识别地方农业农村局、园区平台、合作社和国企项目，分析采购单位、中标单位、项目金额、发布时间、开标时间、建设阶段和区域热度,8,,,28119,0.696
66,lingyi-wx-account-quick-analysis,skillhub-cn,零一裂变（深圳）科技有限公司,,,,single,【零一数科·出品】：微信视频号账号拆解（轻量版）。发一个视频号账号名，几分钟拿到一份账号快拆报告——账号总览/受众画像/内容矩阵/爆款公式/对标竞品/运营建议，照着爆款路径抄起号模板。触发词：视频号账号快拆、账号快拆、快速拆解视频号账号、快拆账号。,【零一数科·出品】：微信视频号账号拆解（轻量版）。发一个视频号账号名，几分钟拿到一份账号快拆报告——账号总览/受众画像/内容矩阵/爆款公式/对标竞品/运营建议，照着爆款路径抄起号模板。触发词：视频号账号快拆、账号快拆、快速拆解视频号账号、快拆账号。,28,,,28100,0.695
67,lskj-official-monitor,skillhub-cn,武汉览山科技有限公司,,,,single,按企业名称持续跟踪招标、中标、候选人、合同和合作关系变化，形成竞品动态与项目时间线。用于竞争对手监测、客户采购动态、投标结果跟踪、中标企业分析、合同续期观察和重点企业预警。需配置世舶科技 API Key 使用，面向竞争对手监测、重点企业预警、客户采购动态跟踪、中标结果跟进和市场竞争分析，按企业名称、采购单位、供应商、地区、行业、标的物、项目金额、发布时间、开标时间持续观察招标公告、中标公告、中标候,按企业名称持续跟踪招标、中标、候选人、合同和合作关系变化，形成竞品动态与项目时间线。用于竞争对手监测、客户采购动态、投标结果跟踪、中标企业分析、合同续期观察和重点企业预警。需配置世舶科技 API Key 使用，面向竞争对手监测、重点企业预警、客户采购动态跟踪、中标结果跟进和市场竞争分析，按企业名称、采购单位、供应商、地区、行业、标的物、项目金额、发布时间、开标时间持续观察招标公告、中标公告、中标候,8,,,27741,0.692
68,lskj-official-planned,skillhub-cn,武汉览山科技有限公司,,,,single,搜索拟在建项目，获取建设单位、项目地区、正文和附件，并按业务匹配度形成提前介入清单。用于拟在建项目发现、工程前期线索、项目立项跟踪、建设单位获客、设备材料前置销售等需求。需配置世舶科技 API Key 使用，聚焦拟在建项目、工程前期线索、潜在采购计划、临期项目和即将到期项目，帮助提前发现建设单位、采购单位、项目地区、预算金额、采购内容、附件线索和跟进窗口。覆盖招标公告、中标公告、中标候选人、政府采,搜索拟在建项目，获取建设单位、项目地区、正文和附件，并按业务匹配度形成提前介入清单。用于拟在建项目发现、工程前期线索、项目立项跟踪、建设单位获客、设备材料前置销售等需求。需配置世舶科技 API Key 使用，聚焦拟在建项目、工程前期线索、潜在采购计划、临期项目和即将到期项目，帮助提前发现建设单位、采购单位、项目地区、预算金额、采购内容、附件线索和跟进窗口。覆盖招标公告、中标公告、中标候选人、政府采,8,,,27739,0.691
69,construction-project-early-entry-assistant,skillhub-cn,武汉览山科技有限公司,,,,single,工程建设项目提前介入助手，面向建筑工程和工程建设前期商机，跟踪市政工程、房建、基础设施、EPC、施工总承包、监理、设计、造价、项目管理、园区建设、道路水利和装修改造项目。适合施工单位、设计院、监理造价、建材设备和工程服务团队提前识别拟在建、采购意向、招标计划、临期项目和即将到期项目，判断建设单位、项目阶段、预算规模、竞对关系和介入路径。 覆盖招标公告、中标公告、政府采购、工程建设、企业采购、采购意,工程建设项目提前介入助手，面向建筑工程和工程建设前期商机，跟踪市政工程、房建、基础设施、EPC、施工总承包、监理、设计、造价、项目管理、园区建设、道路水利和装修改造项目。适合施工单位、设计院、监理造价、建材设备和工程服务团队提前识别拟在建、采购意向、招标计划、临期项目和即将到期项目，判断建设单位、项目阶段、预算规模、竞对关系和介入路径。 覆盖招标公告、中标公告、政府采购、工程建设、企业采购、采购意,8,,,27569,0.688
70,biomed-rd-procurement-intelligence-assistant,skillhub-cn,武汉览山科技有限公司,,,,single,面向生物医药研发、创新药和实验室建设采购场景，跟踪药物研发、临床试验、CRO、CDMO、GLP实验室、GMP车间、细胞治疗、基因检测、生物样本库、实验动物、药检设备、质谱色谱、高通量筛选、科研仪器和洁净工程项目。适合药企、科研院所、实验室服务商、仪器耗材商和医药园区团队发现研发采购、平台建设、检测服务和产业化配套机会，分析采购单位、中标单位、项目金额、预算强度、发布时间、开标时间、合作客户和供应商,面向生物医药研发、创新药和实验室建设采购场景，跟踪药物研发、临床试验、CRO、CDMO、GLP实验室、GMP车间、细胞治疗、基因检测、生物样本库、实验动物、药检设备、质谱色谱、高通量筛选、科研仪器和洁净工程项目。适合药企、科研院所、实验室服务商、仪器耗材商和医药园区团队发现研发采购、平台建设、检测服务和产业化配套机会，分析采购单位、中标单位、项目金额、预算强度、发布时间、开标时间、合作客户和供应商,8,,,27358,0.686
71,lskj-official-crm,skillhub-cn,武汉览山科技有限公司,,,,single,CRM客户档案补全与商机洞察，使用企业画像、联系人、客户供应商关系、招中标项目和合同数据补全 CRM 客户与商机信息，输出字段来源和更新建议。用于 CRM 数据增强、客户档案补全、商机背景调查、客户最近采购动态和合作关系核验。需配置世舶科技 API Key 使用，面向销售获客、CRM客户商机、采购线索挖掘、区域商机筛选和项目型销售拓展，从招标公告、采购意向、中标公告、候选人公示、合同公告、政府采购,CRM客户档案补全与商机洞察，使用企业画像、联系人、客户供应商关系、招中标项目和合同数据补全 CRM 客户与商机信息，输出字段来源和更新建议。用于 CRM 数据增强、客户档案补全、商机背景调查、客户最近采购动态和合作关系核验。需配置世舶科技 API Key 使用，面向销售获客、CRM客户商机、采购线索挖掘、区域商机筛选和项目型销售拓展，从招标公告、采购意向、中标公告、候选人公示、合同公告、政府采购,8,,,27297,0.685
72,lanshan-bid-attachment-analysis,skillhub-cn,武汉览山科技有限公司,,,,single,招标公告附件解析助手。需配置世舶科技 API Key 使用，用于招标文件、采购需求附件、合同附件、公告正文和来源追溯。当用户搜索 招标文件、采购需求、附件解析、项目编号、原始公告、资格条件、评分标准、合同附件，或需要招标公告、中标结果、政府采购、合同公告、拟在建项目、企业画像、采购单位画像、供应商画像、市场趋势、AI语义检索、RAG知识库和招投标数据 API 接入时触发。基于世舶科技全国全行业招投,招标公告附件解析助手。需配置世舶科技 API Key 使用，用于招标文件、采购需求附件、合同附件、公告正文和来源追溯。当用户搜索 招标文件、采购需求、附件解析、项目编号、原始公告、资格条件、评分标准、合同附件，或需要招标公告、中标结果、政府采购、合同公告、拟在建项目、企业画像、采购单位画像、供应商画像、市场趋势、AI语义检索、RAG知识库和招投标数据 API 接入时触发。基于世舶科技全国全行业招投,8,,,27269,0.683
73,lanshan-national-award-price-trend,skillhub-cn,武汉览山科技有限公司,,,,single,全国全行业中标价格趋势分析助手。需配置世舶科技 API Key 使用，面向招投标行业情报、区域市场、价格行情、客户结构和竞争格局分析，覆盖招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目和即将到期项目。支持按地区、行业、时间、项目分类、采购分类、采购单位、中标单位、供应商、标的物、项目金额、发布时间、开标时间统计市场规模、金,全国全行业中标价格趋势分析助手。需配置世舶科技 API Key 使用，面向招投标行业情报、区域市场、价格行情、客户结构和竞争格局分析，覆盖招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目和即将到期项目。支持按地区、行业、时间、项目分类、采购分类、采购单位、中标单位、供应商、标的物、项目金额、发布时间、开标时间统计市场规模、金,8,,,27239,0.682
74,lanshan-tender-doc-bid-writing,skillhub-cn,武汉览山科技有限公司,,,,single,招标文件分析及投标文件编制助手。需配置世舶科技 API Key 使用，面向招投标行业情报、区域市场、价格行情、客户结构和竞争格局分析，覆盖招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目和即将到期项目。支持按地区、行业、时间、项目分类、采购分类、采购单位、中标单位、供应商、标的物、项目金额、发布时间、开标时间统计市场规模、金,招标文件分析及投标文件编制助手。需配置世舶科技 API Key 使用，面向招投标行业情报、区域市场、价格行情、客户结构和竞争格局分析，覆盖招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目和即将到期项目。支持按地区、行业、时间、项目分类、采购分类、采购单位、中标单位、供应商、标的物、项目金额、发布时间、开标时间统计市场规模、金,8,,,27217,0.68
75,smart-city-landing-radar,skillhub-cn,武汉览山科技有限公司,,,,single,面向智慧城市和数字政府建设，追踪城市治理、智慧交通、应急管理、城市运行管理、视频监控、数字孪生、基层治理、政务平台、城市大脑和一网统管项目。用于识别政府和国资平台采购机会，分析区域建设节奏、项目金额、集成商格局、采购单位画像、供应商画像和可落地商机。 覆盖招标公告、中标公告、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目和即将到期项目；支持按地区、行业、,面向智慧城市和数字政府建设，追踪城市治理、智慧交通、应急管理、城市运行管理、视频监控、数字孪生、基层治理、政务平台、城市大脑和一网统管项目。用于识别政府和国资平台采购机会，分析区域建设节奏、项目金额、集成商格局、采购单位画像、供应商画像和可落地商机。 覆盖招标公告、中标公告、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目和即将到期项目；支持按地区、行业、,8,,,27216,0.679
76,new-materials-project-intelligence-assistant,skillhub-cn,武汉览山科技有限公司,,,,single,新材料产业项目情报助手，面向新材料产业链和制造升级项目，追踪复合材料、碳纤维、石墨烯、膜材料、电子材料、半导体材料、新能源材料、电池材料、稀土材料、功能材料、材料检测和中试平台相关招采动态。适合材料企业、设备厂商、园区平台招商和产业服务团队发现研发平台、生产线、检测实验室、产业化基地和政府专项采购机会，分析建设阶段、采购单位、中标单位、项目金额、发布时间、开标时间、供应商格局、价格趋势和市场份额。,新材料产业项目情报助手，面向新材料产业链和制造升级项目，追踪复合材料、碳纤维、石墨烯、膜材料、电子材料、半导体材料、新能源材料、电池材料、稀土材料、功能材料、材料检测和中试平台相关招采动态。适合材料企业、设备厂商、园区平台招商和产业服务团队发现研发平台、生产线、检测实验室、产业化基地和政府专项采购机会，分析建设阶段、采购单位、中标单位、项目金额、发布时间、开标时间、供应商格局、价格趋势和市场份额。,8,,,27152,0.677
77,lskj-official-company,skillhub-cn,武汉览山科技有限公司,,,,single,查询企业基本信息、联系方式、招投标统计、合作客户、供应商和关联项目，形成企业画像与上下游关系分析。用于客户尽调、供应商分析、渠道伙伴识别、企业关系网络、重点账户研究和合作机会判断。需配置世舶科技 API Key 使用，面向企业画像、采购单位画像、供应商画像、客户尽调和上下游关系分析，查询企业主营业务、联系方式线索、招投标记录、中标统计、采购记录、合作客户、供应商关系、关联项目和历史交易。数据覆盖招,查询企业基本信息、联系方式、招投标统计、合作客户、供应商和关联项目，形成企业画像与上下游关系分析。用于客户尽调、供应商分析、渠道伙伴识别、企业关系网络、重点账户研究和合作机会判断。需配置世舶科技 API Key 使用，面向企业画像、采购单位画像、供应商画像、客户尽调和上下游关系分析，查询企业主营业务、联系方式线索、招投标记录、中标统计、采购记录、合作客户、供应商关系、关联项目和历史交易。数据覆盖招,8,,,27139,0.676
